name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Edwardsiella	635	G	46	20	66	0.00070
Erwinia	551	G	4	0	4	0.00004
Pantoea	53335	G	2	0	2	0.00002
Buchnera	32199	G	1	0	1	0.00001
Brenneria	71655	G	3	1	4	0.00004
Serratia	613	G	2	5	7	0.00007
Yersinia	629	G	1	0	1	0.00001
Steroidobacter	469322	G	746	82	828	0.00879
Vibrio	662	G	209	235	444	0.00471
Paraphotobacterium	2042066	G	152	11	163	0.00173
Pseudomonas	286	G	197	115	312	0.00331
Metapseudomonas	3236656	G	15	14	29	0.00031
Entomomonas	2758906	G	10	0	10	0.00011
Halopseudomonas	2901189	G	8	1	9	0.00010
Ectopseudomonas	3236654	G	1	2	3	0.00003
Marinobacter	2742	G	1	0	1	0.00001
Kangiella	261963	G	281	0	281	0.00298
Hahella	158481	G	137	16	153	0.00162
Allohahella	1855402	G	14	1	15	0.00016
Venatoribacter	2893036	G	16	4	20	0.00021
Marinomonas	28253	G	1	0	1	0.00001
Nitrincola	267849	G	1	0	1	0.00001
Candidatus Carsonella	114185	G	2	0	2	0.00002
Salicola	332339	G	1	14	15	0.00016
Marinicella	863253	G	3	1	4	0.00004
Endozoicomonas	305899	G	1	0	1	0.00001
Aquicella	254245	G	84	63	147	0.00156
Rickettsiella	59195	G	1	0	1	0.00001
Legionella	445	G	24	7	31	0.00033
Sulfurifustis	1692042	G	133	15	148	0.00157
Acidiferrobacter	986106	G	24	0	24	0.00025
Sulfuricaulis	1744881	G	4	0	4	0.00004
Congregibacter	393661	G	66	6	72	0.00076
Aequoribacter	2847769	G	6	0	6	0.00006
Cellvibrio	10	G	51	2	53	0.00056
Microbulbifer	48073	G	3	0	3	0.00003
Spongiibacter	630749	G	1	0	1	0.00001
Candidatus Palibaumannia	198346	G	117	8	125	0.00133
Candidatus Vondammii	2686004	G	5	0	5	0.00005
Celerinatantimonas	412033	G	1	0	1	0.00001
Thalassotalea	1518149	G	77	3	80	0.00085
Saccharobesus	2894574	G	1	9	10	0.00011
Flocculibacter	2834759	G	7	0	7	0.00007
Pseudoalteromonas	53246	G	3	2	5	0.00005
Psychromonas	67572	G	10	0	10	0.00011
Shewanella	22	G	3	0	3	0.00003
Pseudidiomarina	2800384	G	1	1	2	0.00002
Methylococcus	413	G	25	21	46	0.00049
Methylocaldum	73778	G	16	16	32	0.00034
Methylobacter	429	G	2	2	4	0.00004
Methylomagnum	1760987	G	2	1	3	0.00003
Avibacterium	292486	G	43	10	53	0.00056
Lonepinella	53416	G	1	0	1	0.00001
Algiphilus	1266053	G	32	5	37	0.00039
Solimonas	413435	G	10	2	12	0.00013
Flagellatimonas	2893022	G	2	0	2	0.00002
Acinetobacter	469	G	17	0	17	0.00018
Moraxella	475	G	8	0	8	0.00008
Aquirhabdus	2824158	G	7	0	7	0.00007
Psychrobacter	497	G	4	0	4	0.00004
Sulfurivermis	2034504	G	35	8	43	0.00046
Thiomicrorhabdus	2039723	G	14	0	14	0.00015
Thiomicrospira	933	G	10	0	10	0.00011
Hydrogenovibrio	28884	G	2	0	2	0.00002
Francisella	262	G	3	0	3	0.00003
Allofrancisella	1869285	G	1	0	1	0.00001
Wohlfahrtiimonas	582472	G	5	0	5	0.00005
Ignatzschineria	112008	G	1	0	1	0.00001
Cardiobacterium	2717	G	2	0	2	0.00002
Dichelobacter	869	G	1	0	1	0.00001
Aeromonas	642	G	7	4	11	0.00012
Dongshaea	2802288	G	1	0	1	0.00001
Woeseia	1738655	G	2	0	2	0.00002
Zophobihabitans	2894762	G	1	0	1	0.00001
Candidatus Portiera	235572	G	1	0	1	0.00001
Bradyrhizobium	374	G	171	9	180	0.00191
Rhodopseudomonas	1073	G	48	754	802	0.00851
Afipia	1033	G	5	0	5	0.00005
Tardiphaga	1395974	G	2	35	37	0.00039
Microvirga	186650	G	359	15	374	0.00397
Methylobacterium	407	G	68	17	85	0.00090
Enhydrobacter	212791	G	292	116	408	0.00433
Pseudorhodoplanes	1734920	G	143	65	208	0.00221
Terrihabitans	2874214	G	6	3	9	0.00010
Nordella	169055	G	2	0	2	0.00002
Candidatus Hodgkinia	573657	G	2	0	2	0.00002
Hyphomicrobium	81	G	294	1	295	0.00313
Rhodomicrobium	1068	G	108	34	142	0.00151
Methyloligella	1485594	G	5	2	7	0.00007
Devosia	46913	G	220	170	390	0.00414
Xanthobacter	279	G	216	1	217	0.00230
Labrys	204476	G	30	0	30	0.00032
Pseudolabrys	556257	G	29	19	48	0.00051
Azorhizobium	6	G	5	3	8	0.00008
Mesorhizobium	68287	G	213	1	214	0.00227
Nitratireductor	245876	G	1	0	1	0.00001
Aquibium	2911176	G	1	0	1	0.00001
Rhizobium	379	G	31	61	92	0.00098
Pararhizobium	1612611	G	3	6	9	0.00010
Neorhizobium	1525371	G	1	4	5	0.00005
Liberibacter	34019	G	17	0	17	0.00018
Shinella	323620	G	3	0	3	0.00003
Sinorhizobium	28105	G	1	25	26	0.00028
Beijerinckia	532	G	97	34	131	0.00139
Methylovirgula	1156568	G	3	0	3	0.00003
Methylocapsa	184923	G	2	0	2	0.00002
Phreatobacter	1632780	G	111	86	197	0.00209
Cohaesibacter	655352	G	34	0	34	0.00036
Salinarimonas	690086	G	34	28	62	0.00066
Chenggangzhangella	2041902	G	31	18	49	0.00052
Kaistia	166953	G	21	16	37	0.00039
Anderseniella	444432	G	15	3	18	0.00019
Parvibaculum	256616	G	2	3	5	0.00005
Martelella	293088	G	7	3	10	0.00011
Aureimonas	414371	G	6	0	6	0.00006
Aurantimonas	182269	G	1	0	1	0.00001
Methylocystis	133	G	11	2	13	0.00014
Pleomorphomonas	261933	G	10	8	18	0.00019
Afifella	643217	G	9	4	13	0.00014
Oceaniradius	2679892	G	7	5	12	0.00013
Roseitalea	1915401	G	1	0	1	0.00001
Terrirubrum	3142786	G	7	3	10	0.00011
Brucella	234	G	7	2649	2656	0.02818
Methyloraptor	3382645	G	3	2	5	0.00005
Blastochloris	59282	G	1	0	1	0.00001
Bosea	85413	G	1	0	1	0.00001
Chelatococcus	28209	G	1	0	1	0.00001
Sphingomonas	13687	G	847	233	1080	0.01146
Sphingobium	165695	G	182	13	195	0.00207
Novosphingobium	165696	G	31	2	33	0.00035
Sphingopyxis	165697	G	8	0	8	0.00008
Parasphingopyxis	1234545	G	3	1	4	0.00004
Sphingorhabdus	1434046	G	2	0	2	0.00002
Alterisphingorhabdus	3382518	G	2	0	2	0.00002
Erythrobacter	1041	G	79	561	640	0.00679
Tsuneonella	2800686	G	23	38	61	0.00065
Qipengyuania	1855416	G	7	23	30	0.00032
Aurantiacibacter	2800681	G	7	0	7	0.00007
Croceicoccus	1295327	G	1	0	1	0.00001
Croceibacterium	2676755	G	1	1	2	0.00002
Sphingosinicella	335405	G	129	61	190	0.00202
Sandaracinobacteroides	2883109	G	2	0	2	0.00002
Polymorphobacter	1508451	G	1	0	1	0.00001
Zymomonas	541	G	21	1	22	0.00023
Skermanella	204447	G	474	0	474	0.00503
Niveispirillum	1543704	G	221	112	333	0.00353
Indioceanicola	2478349	G	8	5	13	0.00014
Azospirillum	191	G	7	4	11	0.00012
Hypericibacter	2705399	G	248	0	248	0.00263
Ferrovibrio	1231242	G	61	28	89	0.00094
Pararhodospirillum	1612157	G	13	4	17	0.00018
Algihabitans	2821512	G	6	2	8	0.00008
Candidatus Endolissoclinum	1263978	G	4	0	4	0.00004
Rhodospirillum	1081	G	1	1	2	0.00002
Defluviicoccus	111830	G	1	0	1	0.00001
Caenispirillum	414051	G	41	30	71	0.00075
Stella	93	G	10	6	16	0.00017
Varunaivibrio	1866954	G	10	2	12	0.00013
Nisaea	390876	G	7	0	7	0.00007
Terasakiella	196080	G	2	0	2	0.00002
Rhodovulum	34008	G	26	213	239	0.00254
Paracoccus	265	G	9	14	23	0.00024
Pontivivens	1844015	G	4	35	39	0.00041
Pseudorhodobacter	238783	G	3	16	19	0.00020
Gemmobacter	204456	G	1	14	15	0.00016
Jannaschia	188905	G	4	7	11	0.00012
Sulfitobacter	60136	G	3	1	4	0.00004
Terricaulis	2768684	G	119	20	139	0.00147
Caulobacter	75	G	90	28	118	0.00125
Brevundimonas	41275	G	59	33	92	0.00098
Phenylobacterium	20	G	41	13	54	0.00057
Asticcacaulis	76890	G	2	0	2	0.00002
Roseomonas	125216	G	118	51	169	0.00179
Roseococcus	35812	G	1	0	1	0.00001
Acidibrevibacterium	2603324	G	60	41	101	0.00107
Granulibacter	364409	G	3	1	4	0.00004
Commensalibacter	1079922	G	2	0	2	0.00002
Lichenicola	2804525	G	2	1	3	0.00003
Acidisoma	512381	G	23	7	30	0.00032
Elioraea	457933	G	7	3	10	0.00011
Wolbachia	953	G	36	43	79	0.00084
Candidatus Neoehrlichia	467749	G	11	1	12	0.00013
Neorickettsia	33993	G	9	0	9	0.00010
Candidatus Mesenet	2883098	G	9	1	10	0.00011
Ehrlichia	943	G	1	0	1	0.00001
Orientia	69474	G	2	0	2	0.00002
Rickettsia	780	G	1	0	1	0.00001
Candidatus Megaera	1742636	G	3	0	3	0.00003
Candidatus Phycorickettsia	2115980	G	1	0	1	0.00001
Candidatus Midichloria	411566	G	2	0	2	0.00002
Candidatus Bandiella	2716172	G	1	0	1	0.00001
Candidatus Deianiraea	2603321	G	1	0	1	0.00001
Hyphobacterium	2004661	G	85	15	100	0.00106
Algimonas	1246884	G	6	0	6	0.00006
Candidatus Bealeia	1920992	G	13	3	16	0.00017
Candidatus Hydrogenosomobacter	2654634	G	1	0	1	0.00001
Candidatus Gromoviella	2900571	G	1	0	1	0.00001
Candidatus Nucleicultrix	1509243	G	11	1	12	0.00013
Candidatus Paracaedibacter	1521255	G	6	0	6	0.00006
Candidatus Bodocaedibacter	3163645	G	3	0	3	0.00003
Candidatus Viadribacter	2892997	G	20	2	22	0.00023
Candidatus Pelagibacter	198251	G	4	0	4	0.00004
Candidatus Fonsibacter	2045213	G	4	0	4	0.00004
Gimibacter	3058346	G	2	3	5	0.00005
Temperatibacter	1549129	G	1	0	1	0.00001
Kordiimonas	288021	G	1	0	1	0.00001
Hyphococcus	2038635	G	6	0	6	0.00006
Tistrella	171436	G	4	3	7	0.00007
Pseudoduganella	1522432	G	67	1016	1083	0.01149
Massilia	149698	G	11	13	24	0.00025
Duganella	75654	G	1	0	1	0.00001
Janthinobacterium	29580	G	24	5	29	0.00031
Noviherbaspirillum	1344552	G	12	36	48	0.00051
Actimicrobium	1051898	G	11	22	33	0.00035
Collimonas	202907	G	10	2	12	0.00013
Herbaspirillum	963	G	8	6	14	0.00015
Undibacterium	401469	G	3	1	4	0.00004
Ralstonia	48736	G	136	368	504	0.00535
Cupriavidus	106589	G	44	15	59	0.00063
Paraburkholderia	1822464	G	37	49	86	0.00091
Limnobacter	131079	G	10	0	10	0.00011
Burkholderia	32008	G	8	514	522	0.00554
Robbsia	2038280	G	8	3	11	0.00012
Polynucleobacter	44013	G	6	0	6	0.00006
Caballeronia	1827195	G	6	0	6	0.00006
Lautropia	47670	G	5	4	9	0.00010
Variovorax	34072	G	133	70	203	0.00215
Limnohabitans	665874	G	28	8	36	0.00038
Ramlibacter	174951	G	6	45	51	0.00054
Rhodoferax	28065	G	6	0	6	0.00006
Diaphorobacter	238749	G	5	79	84	0.00089
Comamonas	283	G	4	27	31	0.00033
Hylemonella	232523	G	2	12	14	0.00015
Hydrogenophaga	47420	G	1	10	11	0.00012
Alicycliphilus	201096	G	1	30	31	0.00033
Roseateles	93681	G	92	1	93	0.00099
Ideonella	36862	G	20	72	92	0.00098
Sphaerotilus	34102	G	2	5	7	0.00007
Inhella	644355	G	1	1	2	0.00002
Oligella	90243	G	26	4	30	0.00032
Basilea	1472344	G	7	0	7	0.00007
Bordetella	517	G	2	68	70	0.00074
Paenalcaligenes	1100891	G	1	0	1	0.00001
Sutterella	40544	G	35	7	42	0.00045
Turicimonas	1918598	G	6	0	6	0.00006
Duodenibacillus	1980697	G	2	0	2	0.00002
Aquabacterium	92793	G	10	32	42	0.00045
Tepidimonas	114248	G	8	22	30	0.00032
Sulfuritortus	1938335	G	449	730	1179	0.01251
Nitrosospira	35798	G	141	0	141	0.00150
Nitrosomonas	914	G	48	22	70	0.00074
Usitatibacter	2803845	G	22	9	31	0.00033
Sulfuriferula	1778653	G	9	0	9	0.00010
Sulfurimicrobium	2772198	G	1	0	1	0.00001
Denitratisoma	311181	G	7	0	7	0.00007
Pseudothauera	2891324	G	71	68	139	0.00147
Azonexus	146936	G	27	25	52	0.00055
Dechloromonas	73029	G	1	0	1	0.00001
Niveibacterium	1769726	G	11	8	19	0.00020
Azospira	146937	G	1	0	1	0.00001
Laribacter	168470	G	39	51	90	0.00095
Aquella	2593687	G	4	0	4	0.00004
Kingella	32257	G	2	0	2	0.00002
Uruburuella	299568	G	1	0	1	0.00001
Vogesella	57739	G	1	0	1	0.00001
Aquitalea	407217	G	1	0	1	0.00001
Candidatus Profftella	1381133	G	3	0	3	0.00003
Candidatus Kinetoplastibacterium	33055	G	2	0	2	0.00002
Candidatus Nasuia	1301080	G	1	0	1	0.00001
Chitinivorax	1433992	G	1	1	2	0.00002
Casimicrobium	2706000	G	1	0	1	0.00001
Ferrovum	416212	G	6	1	7	0.00007
Mariprofundus	377315	G	5	0	5	0.00005
Hydrogenophilus	70774	G	1	0	1	0.00001
Niabella	379899	G	749	250	999	0.01060
Arachidicoccus	1769012	G	253	10	263	0.00279
Flavisolibacter	398041	G	214	64	278	0.00295
Mycovorax	3389990	G	200	150	350	0.00371
Ferruginibacter	1004303	G	198	38	236	0.00250
Pseudobacter	1860196	G	151	78	229	0.00243
Sediminibacterium	504481	G	145	23	168	0.00178
Chitinophaga	79328	G	143	20	163	0.00173
Paraflavitalea	2698688	G	137	0	137	0.00145
Niastella	354354	G	93	47	140	0.00149
Lacibacter	649461	G	42	19	61	0.00065
Flavihumibacter	1004301	G	24	0	24	0.00025
Phnomibacter	2836216	G	22	0	22	0.00023
Panacibacter	1874621	G	12	4	16	0.00017
Rhizosphaericola	3114547	G	9	2	11	0.00012
Filimonas	649460	G	3	1	4	0.00004
Flavobacterium	237	G	680	398	1078	0.01144
Croceibacter	216431	G	13	145	158	0.00168
Tenacibaculum	104267	G	13	0	13	0.00014
Leeuwenhoekiella	283735	G	11	0	11	0.00012
Amniculibacterium	2715289	G	11	28	39	0.00041
Mangrovimonas	1211036	G	3	20	23	0.00024
Aegicerativicinus	2893197	G	3	10	13	0.00014
Psychroflexus	83612	G	2	10	12	0.00013
Aureibaculum	2706948	G	2	14	16	0.00017
Polaribacter	52959	G	2	29	31	0.00033
Aequorivita	153265	G	2	0	2	0.00002
Christiangramia	292691	G	1	0	1	0.00001
Zunongwangia	417127	G	1	13	14	0.00015
Kordia	221065	G	1	0	1	0.00001
Winogradskyella	286104	G	1	10	11	0.00012
Faecalibacter	2766734	G	53	0	53	0.00056
Weeksella	1013	G	21	54	75	0.00080
Chryseobacterium	59732	G	11	13	24	0.00025
Elizabethkingia	308865	G	7	0	7	0.00007
Bergeyella	59735	G	2	4	6	0.00006
Cruoricaptor	1433995	G	2	10	12	0.00013
Blattabacterium	34098	G	42	18	60	0.00064
Ichthyobacterium	1755829	G	22	2	24	0.00025
Fluviicola	332102	G	17	3	20	0.00021
Paracrocinitomix	3024544	G	4	0	4	0.00004
Parvicella	2975260	G	5	0	5	0.00005
Croceimicrobium	2828338	G	5	0	5	0.00005
Candidatus Karelsulcia	336809	G	2	1	3	0.00003
Pontibacter	323449	G	463	520	983	0.01043
Hymenobacter	89966	G	121	128	249	0.00264
Adhaeribacter	299566	G	102	83	185	0.00196
Rufibacter	1379908	G	3	0	3	0.00003
Chryseolinea	1433993	G	59	67	126	0.00134
Roseivirga	290180	G	44	0	44	0.00047
Candidatus Cardinium	273135	G	21	4	25	0.00027
Candidatus Amoebophilus	281119	G	3	1	4	0.00004
Imperialibacter	1649461	G	17	0	17	0.00018
Flammeovirga	59739	G	1	0	1	0.00001
Cytophaga	978	G	15	16	31	0.00033
Spirosoma	107	G	2	2	4	0.00004
Fulvitalea	1434007	G	7	3	10	0.00011
Persicobacter	59740	G	3	2	5	0.00005
Dyadobacter	120831	G	7	7	14	0.00015
Larkinella	332157	G	1	4	5	0.00005
Marivirga	869806	G	4	0	4	0.00004
Emticicia	312278	G	4	5	9	0.00010
Rhodocytophaga	455076	G	3	3	6	0.00006
Algoriphagus	246875	G	1	0	1	0.00001
Echinicola	390846	G	1	0	1	0.00001
Mangrovivirga	2858886	G	2	2	4	0.00004
Ekhidna	447678	G	1	1	2	0.00002
Mangrovibacterium	1573808	G	148	14	162	0.00172
Maribellus	2678352	G	1	0	1	0.00001
Alkalitalea	1193324	G	48	3	51	0.00054
Xiashengella	3129724	G	3	0	3	0.00003
Labilibaculum	2060722	G	2	0	2	0.00002
Alistipes	239759	G	129	0	129	0.00137
Acetobacteroides	1647173	G	1	1	2	0.00002
Proteiniphilum	294702	G	20	11	31	0.00033
Petrimonas	307628	G	2	1	3	0.00003
Bacteroides	816	G	11	3	14	0.00015
Paraprevotella	577309	G	4	3	7	0.00007
Hoylesella	2974257	G	2	1	3	0.00003
Porphyromonas	836	G	1	0	1	0.00001
Butyricimonas	574697	G	1	0	1	0.00001
Tannerella	195950	G	1	0	1	0.00001
Sphingobacterium	28453	G	57	40	97	0.00103
Pedobacter	84567	G	36	18	54	0.00057
Mucilaginibacter	423349	G	23	7	30	0.00032
Solitalea	929509	G	9	0	9	0.00010
Arcticibacter	1288026	G	3	1	4	0.00004
Aurantibacillus	3088889	G	158	13	171	0.00181
Lewinella	70994	G	17	14	31	0.00033
Neolewinella	2993541	G	1	0	1	0.00001
Haliscomenobacter	2349	G	10	9	19	0.00020
Aureispira	365032	G	3	0	3	0.00003
Candidatus Sulfidibacterium	2923290	G	42	4	46	0.00049
Melioribacter	1134403	G	100	3	103	0.00109
Ignavibacterium	795750	G	5	0	5	0.00005
Pelodictyon	1099	G	26	26	52	0.00055
Chloroherpeton	100715	G	1	0	1	0.00001
Cyclonatronum	2489367	G	3	0	3	0.00003
Rhodothermus	29548	G	1	0	1	0.00001
Rubrivirga	1434037	G	1	0	1	0.00001
Gemmatimonas	173479	G	1601	41	1642	0.01742
Gemmatirosa	1706036	G	528	547	1075	0.01141
Pseudogemmatithrix	3237678	G	200	433	633	0.00672
Candidatus Palauibacter	3056650	G	9	0	9	0.00010
Gaopeijia	3381669	G	15	2	17	0.00018
Candidatus Cloacimonas	456826	G	37	0	37	0.00039
Fibrobacter	832	G	2	0	2	0.00002
Pirellula	123	G	150	114	264	0.00280
Lignipirellula	2795775	G	45	123	168	0.00178
Blastopirellula	265487	G	26	68	94	0.00100
Rosistilla	2795779	G	18	0	18	0.00019
Anatilimnocola	2807414	G	17	40	57	0.00060
Mariniblastus	2005380	G	13	11	24	0.00025
Stieleria	2795973	G	6	0	6	0.00006
Rhodopirellula	265488	G	5	2	7	0.00007
Lacipirellula	2691417	G	86	0	86	0.00091
Aeoliella	2795781	G	19	70	89	0.00094
Botrimarina	2795782	G	19	107	126	0.00134
Bythopirellula	1400386	G	7	23	30	0.00032
Limnoglobus	2731450	G	104	105	209	0.00222
Gemmata	113	G	96	150	246	0.00261
Urbifossiella	2807415	G	92	161	253	0.00268
Frigoriglobus	2774146	G	46	125	171	0.00181
Telmatocola	1382832	G	10	1	11	0.00012
Tuwongella	2051044	G	1	0	1	0.00001
Planctomyces	118	G	304	157	461	0.00489
Caulifigura	2795778	G	95	53	148	0.00157
Gimesia	1649453	G	43	0	43	0.00046
Rubinisphaera	1649490	G	29	12	41	0.00044
Polystyrenella	2795774	G	20	4	24	0.00025
Alienimonas	2714737	G	16	8	24	0.00025
Symmachiella	2795780	G	14	3	17	0.00018
Planctopirus	1649480	G	9	0	9	0.00010
Maioricimonas	2795777	G	9	5	14	0.00015
Thalassoglobus	2795865	G	5	1	6	0.00006
Fuerstiella	1936111	G	1	0	1	0.00001
Saltatorellus	3405235	G	54	24	78	0.00083
Rohdeia	3405237	G	32	41	73	0.00077
Kolteria	3405236	G	22	5	27	0.00029
Aquisphaera	1511635	G	73	51	124	0.00132
Paludisphaera	1763521	G	32	35	67	0.00071
Singulisphaera	466152	G	11	2	13	0.00014
Tautonia	2680020	G	2	1	3	0.00003
Humisphaera	2807511	G	683	75	758	0.00804
Phycisphaera	666508	G	30	5	35	0.00037
Mucisphaera	2913022	G	30	3	33	0.00035
Poriferisphaera	2803301	G	22	0	22	0.00023
Anaerohalosphaera	2690159	G	4	0	4	0.00004
Sedimentisphaera	2483368	G	2	0	2	0.00002
Candidatus Uabimicrobium	2897349	G	22	0	22	0.00023
Candidatus Kuenenia	380738	G	12	0	12	0.00013
Verrucomicrobium	2735	G	601	340	941	0.00998
Roseimicrobium	1348508	G	299	239	538	0.00571
Luteolibacter	518753	G	20	26	46	0.00049
Sulfuriroseicoccus	2911469	G	7	8	15	0.00016
Akkermansia	239934	G	5	0	5	0.00005
Fontisphaera	3050007	G	698	55	753	0.00799
Opitutus	178440	G	32	88	120	0.00127
Horticoccus	2986286	G	26	35	61	0.00065
Oleiharenicola	2100741	G	20	70	90	0.00095
Synoicihabitans	2892920	G	3	3	6	0.00006
Nibricoccus	2576890	G	2	2	4	0.00004
Actomonas	3138693	G	1	1	2	0.00002
Coraliomargarita	442430	G	34	0	34	0.00036
Candidatus Pelagisphaera	3049269	G	13	26	39	0.00041
Candidatus Xiphinematobacter	134550	G	204	7	211	0.00224
Methylacidimicrobium	1541670	G	1	0	1	0.00001
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	1	0	1	0.00001
Parachlamydia	83551	G	7	3	10	0.00011
Neochlamydia	112987	G	5	1	6	0.00006
Candidatus Protochlamydia	282132	G	3	1	4	0.00004
Simkania	34093	G	3	0	3	0.00003
Candidatus Rhabdochlamydia	292833	G	3	0	3	0.00003
Chlamydiifrater	2822114	G	5	0	5	0.00005
Chlamydia	810	G	4	0	4	0.00004
Kiritimatiella	1921784	G	13	2	15	0.00016
Candidatus Velamenicoccus	2789201	G	5	0	5	0.00005
Lentisphaera	256846	G	3	0	3	0.00003
Luteitalea	2004797	G	3334	27	3361	0.03566
Candidatus Korobacter	658061	G	693	112	805	0.00854
Terriglobus	392733	G	35	34	69	0.00073
Acidisarcina	2608728	G	8	27	35	0.00037
Telmatobacter	1078829	G	4	4	8	0.00008
Acidobacterium	33973	G	3	7	10	0.00011
Alloacidobacterium	2951993	G	3	5	8	0.00008
Edaphobacter	388463	G	2	0	2	0.00002
Chloracidobacterium	458032	G	2	0	2	0.00002
Occallatibacter	1742983	G	2	3	5	0.00005
Paludibaculum	1649475	G	250	22	272	0.00289
Geothrix	44675	G	3	0	3	0.00003
Mesoterricola	3074468	G	1	64	65	0.00069
Thermotomaculum	1172428	G	1	0	1	0.00001
Polyangium	55	G	292	269	561	0.00595
Sorangium	39643	G	200	275	475	0.00504
Chondromyces	50	G	40	23	63	0.00067
Pajaroellobacter	1882917	G	18	1	19	0.00020
Sandaracinus	1055688	G	159	82	241	0.00256
Labilithrix	1524217	G	18	10	28	0.00030
Haliangium	162027	G	519	235	754	0.00800
Nannocystis	53	G	242	95	337	0.00358
Anaeromyxobacter	161492	G	416	41	457	0.00485
Melittangium	44	G	1	116	117	0.00124
Vulgatibacter	1524214	G	9	106	115	0.00122
Pendulispora	3375062	G	141	4	145	0.00154
Dictyoglomus	13	G	1431	52	1483	0.01573
Geobacter	28231	G	10	59	69	0.00073
Trichlorobacter	115782	G	9	81	90	0.00095
Geoalkalibacter	392332	G	51	84	135	0.00143
Desulfuromonas	890	G	6	1	7	0.00007
Maridesulfovibrio	2794998	G	56	17	73	0.00077
Mailhella	1981028	G	12	9	21	0.00022
Desulfovibrio	872	G	7	0	7	0.00007
Pseudodesulfovibrio	2035811	G	7	2	9	0.00010
Desulfobaculum	1433996	G	1	0	1	0.00001
Desulfomicrobium	898	G	1	0	1	0.00001
Desulfosarcina	2299	G	29	0	29	0.00031
Desulfoluna	497721	G	25	4	29	0.00031
Desulfosudis	2904716	G	5	1	6	0.00006
Desulfonema	45654	G	2	0	2	0.00002
Desulfobulbus	893	G	12	14	26	0.00028
Desulfurivibrio	427922	G	9	4	13	0.00014
Desulfomarina	2894767	G	2	1	3	0.00003
Candidatus Desulfofervidus	1902583	G	19	1	20	0.00021
Desulfarculus	453229	G	11	17	28	0.00030
Desulfoferula	3093638	G	6	2	8	0.00008
Thermosulfuriphilus	2033601	G	8	0	8	0.00008
Thermodesulfatator	241192	G	2	0	2	0.00002
Syntrophus	43773	G	6	1	7	0.00007
Syntrophobacter	29526	G	2	1	3	0.00003
Desulfobacca	60892	G	2	0	2	0.00002
Nitrospira	1234	G	438	32	470	0.00499
Leptospirillum	179	G	8	0	8	0.00008
Thermodesulfovibrio	28261	G	16	0	16	0.00017
Dissulfurispira	2811506	G	5	0	5	0.00005
Campylobacter	194	G	177	29	206	0.00219
Sulfurimonas	202746	G	13	0	13	0.00014
Sulfuricurvum	286130	G	1	0	1	0.00001
Helicobacter	209	G	4	0	4	0.00004
Nitratifractor	269260	G	1	0	1	0.00001
Nitratiruptor	269258	G	89	0	89	0.00094
Nitrosophilus	2795692	G	79	3	82	0.00087
Hippea	84404	G	2	0	2	0.00002
