name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Robbsia	2038280	G	2	0	2	0.00003
Lautropia	47670	G	1	0	1	0.00001
Limnobacter	131079	G	1	0	1	0.00001
Variovorax	34072	G	843	21	864	0.01225
Comamonas	283	G	14	0	14	0.00020
Vandammella	2919468	G	3	1	4	0.00006
Hylemonella	232523	G	1	0	1	0.00001
Pseudoduganella	1522432	G	5	11	16	0.00023
Duganella	75654	G	1	0	1	0.00001
Massilia	149698	G	1	68	69	0.00098
Herbaspirillum	963	G	49	9	58	0.00082
Janthinobacterium	29580	G	2	0	2	0.00003
Bordetella	517	G	11	10	21	0.00030
Basilea	1472344	G	6	0	6	0.00009
Taylorella	29574	G	3	0	3	0.00004
Pollutimonas	2987599	G	3	0	3	0.00004
Oligella	90243	G	2	0	2	0.00003
Turicimonas	1918598	G	2	0	2	0.00003
Ferribacterium	88875	G	1	0	1	0.00001
Kingella	32257	G	1	0	1	0.00001
Paludibacterium	400060	G	1	0	1	0.00001
Ferrovum	416212	G	3	0	3	0.00004
Sideroxyarcus	2943286	G	1	0	1	0.00001
Thiobacillus	919	G	1	0	1	0.00001
Rhizobium	379	G	294	0	294	0.00417
Agrobacterium	357	G	1	329	330	0.00468
Liberibacter	34019	G	2	0	2	0.00003
Tardiphaga	1395974	G	4	39	43	0.00061
Rhodopseudomonas	1073	G	1	0	1	0.00001
Methylobacterium	407	G	34	0	34	0.00048
Devosia	46913	G	11	1	12	0.00017
Xanthobacter	279	G	9	0	9	0.00013
Brucella	234	G	3	912	915	0.01298
Enhydrobacter	212791	G	2	0	2	0.00003
Pleomorphomonas	261933	G	2	0	2	0.00003
Bartonella	773	G	1	0	1	0.00001
Sphingomonas	13687	G	899	19	918	0.01302
Sphingobium	165695	G	4	0	4	0.00006
Sphingosinicella	335405	G	1	3	4	0.00006
Glacieibacterium	2860235	G	1	3	4	0.00006
Caulobacter	75	G	4	0	4	0.00006
Wolbachia	953	G	3	0	3	0.00004
Tistrella	171436	G	1	0	1	0.00001
Hydrogenophilus	70774	G	1	0	1	0.00001
Sphingobacterium	28453	G	330	1	331	0.00469
Mucilaginibacter	423349	G	149	10	159	0.00225
Pedobacter	84567	G	43	0	43	0.00061
Chryseobacterium	59732	G	50	0	50	0.00071
Flavobacterium	237	G	32	0	32	0.00045
Dyadobacter	120831	G	48	8	56	0.00079
Persicobacter	59740	G	1	0	1	0.00001
Chitinophaga	79328	G	31	0	31	0.00044
Rhizosphaericola	3114547	G	1	0	1	0.00001
Desulfuromonas	890	G	61	0	61	0.00087
Geotalea	2910589	G	4	0	4	0.00006
Geobacter	28231	G	3	0	3	0.00004
Trichlorobacter	115782	G	2	0	2	0.00003
Edaphobacter	388463	G	15	0	15	0.00021
Luteitalea	2004797	G	5	0	5	0.00007
Singulisphaera	466152	G	4	2	6	0.00009
Mucisphaera	2913022	G	1	0	1	0.00001
Candidatus Protochlamydia	282132	G	3	0	3	0.00004
Candidatus Velamenicoccus	2789201	G	1	0	1	0.00001
Borrelia	138	G	4	0	4	0.00006
Elusimicrobium	423604	G	2	0	2	0.00003
Myxococcus	32	G	1	0	1	0.00001
Enterococcus	1350	G	112	7	119	0.00169
Dellaglioa	2767880	G	6	0	6	0.00009
Bacillus	1386	G	26	209	235	0.00333
Pseudalkalibacillus	2893058	G	4	0	4	0.00006
Alkalicoccus	2005375	G	1	0	1	0.00001
Lentibacillus	175304	G	1	0	1	0.00001
Priestia	2800373	G	1	0	1	0.00001
Lysinibacillus	400634	G	1	0	1	0.00001
Tumebacillus	432330	G	12	0	12	0.00017
Staphylococcus	1279	G	4	0	4	0.00006
Sporosarcina	1569	G	4	0	4	0.00006
Paenibacillus	44249	G	2	0	2	0.00003
Brevibacillus	55080	G	1	0	1	0.00001
Anoxybacillus	150247	G	1	0	1	0.00001
Staphylospora	2689589	G	1	0	1	0.00001
Dehalobacter	56112	G	57	0	57	0.00081
Clostridium	1485	G	13	3	16	0.00023
Acetobacterium	33951	G	1	0	1	0.00001
Butyrivibrio	830	G	2	0	2	0.00003
Chakrabartyella	3088373	G	1	0	1	0.00001
Romboutsia	1501226	G	1	0	1	0.00001
Anaerococcus	165779	G	8	0	8	0.00011
Finegoldia	150022	G	1	0	1	0.00001
Glutamicibacter	1742989	G	4	0	4	0.00006
Cutibacterium	1912216	G	13	4	17	0.00024
Aeromicrobium	2040	G	2	0	2	0.00003
Amycolatopsis	1813	G	1	0	1	0.00001
Corynebacterium	1716	G	3	0	3	0.00004
Mycobacterium	1763	G	1	2	3	0.00004
Caldilinea	233191	G	17	0	17	0.00024
Tepidiforma	2682228	G	1	5	6	0.00009
Mycoplasma	2093	G	1	0	1	0.00001
Chamaesiphon	217161	G	1	0	1	0.00001
Minisyncoccus	3238478	G	42	0	42	0.00060
Candidatus Saccharimonas	1331051	G	4	1	5	0.00007
Thermus	270	G	1	0	1	0.00001
