name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Brevundimonas	41275	G	399	12	411	0.00357
Asticcacaulis	76890	G	137	0	137	0.00119
Phenylobacterium	20	G	128	34	162	0.00141
Terricaulis	2768684	G	111	13	124	0.00108
Paracoccus	265	G	70	0	70	0.00061
Rhodovulum	34008	G	18	275	293	0.00254
Pikeienuella	2831955	G	17	106	123	0.00107
Paroceanicella	2683599	G	7	98	105	0.00091
Pontivivens	1844015	G	6	111	117	0.00102
Pseudorhodobacter	238783	G	5	51	56	0.00049
Fontisubflavum	3118803	G	1	12	13	0.00011
Jannaschia	188905	G	15	62	77	0.00067
Roseicyclus	336277	G	6	0	6	0.00005
Ruegeria	97050	G	5	23	28	0.00024
Roseomonas	125216	G	331	153	484	0.00420
Roseococcus	35812	G	20	10	30	0.00026
Acidibrevibacterium	2603324	G	31	23	54	0.00047
Granulibacter	364409	G	26	16	42	0.00036
Lichenicola	2804525	G	10	8	18	0.00016
Commensalibacter	1079922	G	6	0	6	0.00005
Komagataeibacter	1434011	G	3	6	9	0.00008
Elioraea	457933	G	36	21	57	0.00050
Acidisoma	512381	G	22	7	29	0.00025
Wolbachia	953	G	28	33	61	0.00053
Neorickettsia	33993	G	11	0	11	0.00010
Candidatus Mesenet	2883098	G	10	1	11	0.00010
Candidatus Neoehrlichia	467749	G	8	1	9	0.00008
Ehrlichia	943	G	4	0	4	0.00003
Candidatus Phycorickettsia	2115980	G	6	0	6	0.00005
Rickettsia	780	G	2	4	6	0.00005
Candidatus Megaera	1742636	G	3	4	7	0.00006
Candidatus Deianiraea	2603321	G	1	0	1	0.00001
Hyphobacterium	2004661	G	74	8	82	0.00071
Maricaulis	74317	G	7	0	7	0.00006
Candidatus Bealeia	1920992	G	10	0	10	0.00009
Candidatus Hydrogenosomobacter	2654634	G	5	1	6	0.00005
Candidatus Paracaedibacter	1521255	G	9	0	9	0.00008
Candidatus Bodocaedibacter	3163645	G	3	0	3	0.00003
Candidatus Odyssella	84646	G	2	0	2	0.00002
Candidatus Nucleicultrix	1509243	G	6	0	6	0.00005
Kordiimonas	288021	G	32	1	33	0.00029
Temperatibacter	1549129	G	3	0	3	0.00003
Candidatus Fonsibacter	2045213	G	8	0	8	0.00007
Candidatus Pelagibacter	198251	G	7	0	7	0.00006
Tistrella	171436	G	11	0	11	0.00010
Hyphococcus	2038635	G	4	0	4	0.00003
Candidatus Viadribacter	2892997	G	4	0	4	0.00003
Sneathiella	510690	G	2	0	2	0.00002
Minwuia	2493629	G	1	0	1	0.00001
Lysobacter	68	G	580	256	836	0.00726
Arenimonas	490567	G	479	315	794	0.00690
Pseudoxanthomonas	83618	G	276	161	437	0.00380
Stenotrophomonas	40323	G	159	4	163	0.00142
Luteimonas	83614	G	135	0	135	0.00117
Xanthomonas	338	G	27	1227	1254	0.01089
Marilutibacter	3382698	G	11	7	18	0.00016
Xylella	2370	G	4	10	14	0.00012
Pseudolysobacter	2709666	G	2	0	2	0.00002
Tahibacter	1453544	G	141	73	214	0.00186
Rhodanobacter	75309	G	43	0	43	0.00037
Dokdonella	323413	G	12	18	30	0.00026
Aerosticca	2707020	G	11	60	71	0.00062
Dyella	231454	G	5	12	17	0.00015
Luteibacter	242605	G	3	3	6	0.00005
Thiocapsa	1056	G	988	0	988	0.00858
Allochromatium	85072	G	29	12	41	0.00036
Thermochromatium	85073	G	16	6	22	0.00019
Nitrosococcus	1227	G	10	0	10	0.00009
Marichromatium	85076	G	1	0	1	0.00001
Thioflavicoccus	156885	G	1	0	1	0.00001
Candidatus Thiodiazotropha	1913444	G	434	0	434	0.00377
Spiribacter	1335745	G	74	7	81	0.00070
Acidihalobacter	1765964	G	6	0	6	0.00005
Ectothiorhodospira	1051	G	3	0	3	0.00003
Halorhodospira	85108	G	2	0	2	0.00002
Guyparkeria	2035712	G	4	0	4	0.00003
Halothiobacillus	109262	G	1	0	1	0.00001
Granulosicoccus	437504	G	1	0	1	0.00001
Sodalis	84565	G	622	90	712	0.00618
Escherichia	561	G	187	754	941	0.00817
Candidatus Moranella	1048757	G	88	0	88	0.00076
Candidatus Blochmanniella	203804	G	33	1	34	0.00030
Candidatus Purcelliella	472825	G	23	25	48	0.00042
Candidatus Mikella	1906660	G	1	0	1	0.00001
Klebsiella	570	G	25	365	390	0.00339
Salmonella	590	G	24	6058	6082	0.05283
Citrobacter	544	G	6	13	19	0.00017
Enterobacter	547	G	5	7	12	0.00010
Candidatus Profftia	1177214	G	3	0	3	0.00003
Candidatus Schneideria	1081630	G	2	0	2	0.00002
Kosakonia	1330547	G	1	0	1	0.00001
Candidatus Curculioniphilus	690591	G	1	0	1	0.00001
Brenneria	71655	G	35	4	39	0.00034
Dickeya	204037	G	7	2	9	0.00008
Pectobacterium	122277	G	1	0	1	0.00001
Providencia	586	G	20	2	22	0.00019
Proteus	583	G	8	1	9	0.00008
Arsenophonus	637	G	5	0	5	0.00004
Morganella	581	G	1	0	1	0.00001
Erwinia	551	G	11	1	12	0.00010
Buchnera	32199	G	5	0	5	0.00004
Pantoea	53335	G	1	0	1	0.00001
Edwardsiella	635	G	12	8	20	0.00017
Serratia	613	G	1	3	4	0.00003
Yersinia	629	G	1	0	1	0.00001
Chania	1745211	G	1	0	1	0.00001
Cellvibrio	10	G	829	0	829	0.00720
Agaribacterium	2038244	G	1	0	1	0.00001
Aequoribacter	2847769	G	36	11	47	0.00041
Congregibacter	393661	G	15	5	20	0.00017
Halioglobus	1217416	G	1	0	1	0.00001
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00001
Microbulbifer	48073	G	3	0	3	0.00003
Porticoccus	1123967	G	3	0	3	0.00003
Steroidobacter	469322	G	633	69	702	0.00610
Pseudomonas	286	G	265	209	474	0.00412
Halopseudomonas	2901189	G	8	2	10	0.00009
Entomomonas	2758906	G	7	0	7	0.00006
Thiopseudomonas	1654787	G	1	0	1	0.00001
Ectopseudomonas	3236654	G	1	4	5	0.00004
Paraphotobacterium	2042066	G	279	21	300	0.00261
Vibrio	662	G	53	0	53	0.00046
Sulfurifustis	1692042	G	158	16	174	0.00151
Acidiferrobacter	986106	G	13	0	13	0.00011
Sulfuricaulis	1744881	G	4	0	4	0.00003
Aquicella	254245	G	79	28	107	0.00093
Rickettsiella	59195	G	2	0	2	0.00002
Coxiella	776	G	1	0	1	0.00001
Legionella	445	G	34	13	47	0.00041
Kangiella	261963	G	100	0	100	0.00087
Allohahella	1855402	G	50	10	60	0.00052
Marinomonas	28253	G	3	0	3	0.00003
Venatoribacter	2893036	G	3	3	6	0.00005
Halomonas	2745	G	4	0	4	0.00003
Candidatus Carsonella	114185	G	1	0	1	0.00001
Vreelandella	3137766	G	1	1	2	0.00002
Endozoicomonas	305899	G	6	0	6	0.00005
Marinicella	863253	G	3	0	3	0.00003
Alloalcanivorax	3020832	G	1	0	1	0.00001
Pleionea	1502941	G	1	0	1	0.00001
Methylocaldum	73778	G	30	17	47	0.00041
Methylococcus	413	G	21	11	32	0.00028
Methylomagnum	1760987	G	4	2	6	0.00005
Methylotuvimicrobium	2822410	G	2	0	2	0.00002
Thalassotalea	1518149	G	45	2	47	0.00041
Flocculibacter	2834759	G	11	0	11	0.00010
Pseudoalteromonas	53246	G	2	2	4	0.00003
Catenovulum	1172191	G	2	6	8	0.00007
Pseudidiomarina	2800384	G	4	4	8	0.00007
Psychromonas	67572	G	3	0	3	0.00003
Shewanella	22	G	2	0	2	0.00002
Moritella	58050	G	1	0	1	0.00001
Candidatus Palibaumannia	198346	G	63	5	68	0.00059
Candidatus Vondammii	2686004	G	7	0	7	0.00006
Candidatus Nardonella	204619	G	1	0	1	0.00001
Avibacterium	292486	G	60	5	65	0.00056
Lonepinella	53416	G	2	0	2	0.00002
Haemophilus	724	G	1	0	1	0.00001
Pasteurella	745	G	1	3	4	0.00003
Acinetobacter	469	G	27	0	27	0.00023
Psychrobacter	497	G	17	0	17	0.00015
Aquirhabdus	2824158	G	8	0	8	0.00007
Moraxella	475	G	7	0	7	0.00006
Algiphilus	1266053	G	29	5	34	0.00030
Solimonas	413435	G	5	12	17	0.00015
Flagellatimonas	2893022	G	1	3	4	0.00003
Thiomicrospira	933	G	21	0	21	0.00018
Thiomicrorhabdus	2039723	G	20	0	20	0.00017
Hydrogenovibrio	28884	G	2	0	2	0.00002
Thiothrix	1030	G	1	0	1	0.00001
Sulfurivermis	2034504	G	32	7	39	0.00034
Woeseia	1738655	G	25	0	25	0.00022
Aeromonas	642	G	5	2	7	0.00006
Wohlfahrtiimonas	582472	G	1	1	2	0.00002
Thiohalobacter	1273155	G	1	0	1	0.00001
Massilia	149698	G	108	978	1086	0.00943
Pseudoduganella	1522432	G	56	924	980	0.00851
Duganella	75654	G	4	0	4	0.00003
Collimonas	202907	G	16	7	23	0.00020
Janthinobacterium	29580	G	13	6	19	0.00017
Herbaspirillum	963	G	11	0	11	0.00010
Noviherbaspirillum	1344552	G	4	31	35	0.00030
Actimicrobium	1051898	G	2	11	13	0.00011
Oxalobacter	846	G	1	0	1	0.00001
Herminiimonas	303379	G	1	2	3	0.00003
Variovorax	34072	G	664	137	801	0.00696
Limnohabitans	665874	G	71	0	71	0.00062
Ramlibacter	174951	G	16	282	298	0.00259
Rhodoferax	28065	G	15	0	15	0.00013
Diaphorobacter	238749	G	8	0	8	0.00007
Hylemonella	232523	G	5	71	76	0.00066
Comamonas	283	G	4	121	125	0.00109
Vandammella	2919468	G	2	20	22	0.00019
Hydrogenophaga	47420	G	1	0	1	0.00001
Delftia	80865	G	1	177	178	0.00155
Paraburkholderia	1822464	G	112	199	311	0.00270
Ralstonia	48736	G	94	509	603	0.00524
Burkholderia	32008	G	57	726	783	0.00680
Cupriavidus	106589	G	46	57	103	0.00089
Caballeronia	1827195	G	26	0	26	0.00023
Robbsia	2038280	G	18	14	32	0.00028
Lautropia	47670	G	11	19	30	0.00026
Limnobacter	131079	G	4	0	4	0.00003
Polynucleobacter	44013	G	2	0	2	0.00002
Oligella	90243	G	6	1	7	0.00006
Bordetella	517	G	4	251	255	0.00221
Basilea	1472344	G	3	0	3	0.00003
Paenalcaligenes	1100891	G	2	0	2	0.00002
Taylorella	29574	G	1	0	1	0.00001
Pollutimonas	2987599	G	1	0	1	0.00001
Achromobacter	222	G	1	3	4	0.00003
Ideonella	36862	G	48	354	402	0.00349
Roseateles	93681	G	22	3	25	0.00022
Turicimonas	1918598	G	5	0	5	0.00004
Duodenibacillus	1980697	G	4	1	5	0.00004
Sutterella	40544	G	1	0	1	0.00001
Aquabacterium	92793	G	4	26	30	0.00026
Thiomonas	32012	G	3	0	3	0.00003
Nitrosospira	35798	G	224	0	224	0.00195
Nitrosomonas	914	G	63	31	94	0.00082
Sulfuritortus	1938335	G	178	505	683	0.00593
Thiobacillus	919	G	13	4	17	0.00015
Usitatibacter	2803845	G	143	71	214	0.00186
Sideroxyarcus	2943286	G	1	1	2	0.00002
Sulfuricystis	3050898	G	1	2	3	0.00003
Sulfuriferula	1778653	G	1	0	1	0.00001
Pseudothauera	2891324	G	84	131	215	0.00187
Thauera	33057	G	2	5	7	0.00006
Azospira	146937	G	2	0	2	0.00002
Niveibacterium	1769726	G	2	2	4	0.00003
Azonexus	146936	G	1	2	3	0.00003
Laribacter	168470	G	28	61	89	0.00077
Aquella	2593687	G	7	0	7	0.00006
Chitinibacter	230666	G	1	0	1	0.00001
Vogesella	57739	G	2	1	3	0.00003
Casimicrobium	2706000	G	3	3	6	0.00005
Candidatus Kinetoplastibacterium	33055	G	2	0	2	0.00002
Mariprofundus	377315	G	13	0	13	0.00011
Acidithiobacillus	119977	G	2	0	2	0.00002
Niabella	379899	G	841	299	1140	0.00990
Ferruginibacter	1004303	G	351	32	383	0.00333
Paraflavitalea	2698688	G	333	1	334	0.00290
Flavisolibacter	398041	G	316	106	422	0.00367
Niastella	354354	G	280	153	433	0.00376
Pseudobacter	1860196	G	258	142	400	0.00347
Mycovorax	3389990	G	190	153	343	0.00298
Sediminibacterium	504481	G	173	60	233	0.00202
Chitinophaga	79328	G	152	16	168	0.00146
Arachidicoccus	1769012	G	91	4	95	0.00083
Phnomibacter	2836216	G	74	0	74	0.00064
Flavihumibacter	1004301	G	25	0	25	0.00022
Lacibacter	649461	G	23	11	34	0.00030
Rhizosphaericola	3114547	G	23	6	29	0.00025
Panacibacter	1874621	G	19	8	27	0.00023
Filimonas	649460	G	15	7	22	0.00019
Thermoflavifilum	1649506	G	6	1	7	0.00006
Pontibacter	323449	G	508	795	1303	0.01132
Adhaeribacter	299566	G	174	184	358	0.00311
Hymenobacter	89966	G	120	73	193	0.00168
Rufibacter	1379908	G	38	0	38	0.00033
Chryseolinea	1433993	G	174	279	453	0.00393
Fulvivirga	396811	G	2	4	6	0.00005
Dyadobacter	120831	G	98	125	223	0.00194
Larkinella	332157	G	2	11	13	0.00011
Roseivirga	290180	G	38	0	38	0.00033
Algoriphagus	246875	G	15	0	15	0.00013
Aquiflexum	280472	G	11	15	26	0.00023
Echinicola	390846	G	10	0	10	0.00009
Mongoliitalea	1511649	G	1	1	2	0.00002
Fulvitalea	1434007	G	34	25	59	0.00051
Persicobacter	59740	G	2	2	4	0.00003
Cytophaga	978	G	15	22	37	0.00032
Spirosoma	107	G	4	7	11	0.00010
Candidatus Cardinium	273135	G	16	3	19	0.00017
Candidatus Amoebophilus	281119	G	1	0	1	0.00001
Emticicia	312278	G	13	25	38	0.00033
Arcticibacterium	2173039	G	1	1	2	0.00002
Imperialibacter	1649461	G	14	0	14	0.00012
Ekhidna	447678	G	4	9	13	0.00011
Rhodocytophaga	455076	G	4	6	10	0.00009
Bernardetia	1937972	G	1	0	1	0.00001
Marivirga	869806	G	1	0	1	0.00001
Mangrovivirga	2858886	G	1	2	3	0.00003
Flavobacterium	237	G	1507	943	2450	0.02128
Tenacibaculum	104267	G	8	0	8	0.00007
Aegicerativicinus	2893197	G	5	15	20	0.00017
Kordia	221065	G	4	0	4	0.00003
Mangrovimonas	1211036	G	2	12	14	0.00012
Leeuwenhoekiella	283735	G	2	0	2	0.00002
Aquimarina	290174	G	2	0	2	0.00002
Myroides	76831	G	2	0	2	0.00002
Vaginella	1935184	G	1	3	4	0.00003
Allomuricauda	111500	G	1	2	3	0.00003
Salegentibacter	143222	G	1	0	1	0.00001
Psychroflexus	83612	G	1	4	5	0.00004
Winogradskyella	286104	G	1	0	1	0.00001
Aureibaculum	2706948	G	1	6	7	0.00006
Sediminicola	389486	G	1	4	5	0.00004
Faecalibacter	2766734	G	56	0	56	0.00049
Kaistella	2782231	G	16	0	16	0.00014
Chryseobacterium	59732	G	3	9	12	0.00010
Weeksella	1013	G	5	32	37	0.00032
Elizabethkingia	308865	G	3	0	3	0.00003
Apibacter	1778601	G	2	2	4	0.00003
Cruoricaptor	1433995	G	1	16	17	0.00015
Blattabacterium	34098	G	29	14	43	0.00037
Fluviicola	332102	G	29	6	35	0.00030
Parvicella	2975260	G	15	2	17	0.00015
Croceimicrobium	2828338	G	11	2	13	0.00011
Ichthyobacterium	1755829	G	7	0	7	0.00006
Candidatus Karelsulcia	336809	G	1	1	2	0.00002
Mucilaginibacter	423349	G	262	100	362	0.00314
Pedobacter	84567	G	169	44	213	0.00185
Sphingobacterium	28453	G	119	154	273	0.00237
Solitalea	929509	G	29	0	29	0.00025
Arcticibacter	1288026	G	22	12	34	0.00030
Anseongella	1773450	G	1	0	1	0.00001
Aurantibacillus	3088889	G	83	7	90	0.00078
Mangrovibacterium	1573808	G	80	8	88	0.00076
Maribellus	2678352	G	37	2	39	0.00034
Aquipluma	2792393	G	4	0	4	0.00003
Alkalitalea	1193324	G	27	2	29	0.00025
Xiashengella	3129724	G	5	0	5	0.00004
Marinifilum	866673	G	3	0	3	0.00003
Alistipes	239759	G	61	6	67	0.00058
Proteiniphilum	294702	G	19	7	26	0.00023
Dysgonomonas	156973	G	3	0	3	0.00003
Petrimonas	307628	G	3	1	4	0.00003
Bacteroides	816	G	4	3	7	0.00006
Porphyromonas	836	G	1	1	2	0.00002
Paraprevotella	577309	G	1	2	3	0.00003
Butyricimonas	574697	G	1	0	1	0.00001
Lewinella	70994	G	17	16	33	0.00029
Neolewinella	2993541	G	4	3	7	0.00006
Haliscomenobacter	2349	G	9	9	18	0.00016
Candidatus Sulfidibacterium	2923290	G	44	5	49	0.00043
Melioribacter	1134403	G	100	3	103	0.00089
Ignavibacterium	795750	G	8	0	8	0.00007
Chloroherpeton	100715	G	24	0	24	0.00021
Pelodictyon	1099	G	5	17	22	0.00019
Rubrivirga	1434037	G	5	0	5	0.00004
Rhodothermus	29548	G	1	0	1	0.00001
Cyclonatronum	2489367	G	1	0	1	0.00001
Gemmatimonas	173479	G	745	41	786	0.00683
Gemmatirosa	1706036	G	478	306	784	0.00681
Pseudogemmatithrix	3237678	G	122	153	275	0.00239
Candidatus Palauibacter	3056650	G	10	0	10	0.00009
Gaopeijia	3381669	G	17	2	19	0.00017
Fibrobacter	832	G	5	0	5	0.00004
Candidatus Cloacimonas	456826	G	4	0	4	0.00003
Pirellula	123	G	274	204	478	0.00415
Lignipirellula	2795775	G	64	172	236	0.00205
Rosistilla	2795779	G	55	0	55	0.00048
Stieleria	2795973	G	25	0	25	0.00022
Mariniblastus	2005380	G	21	18	39	0.00034
Anatilimnocola	2807414	G	18	42	60	0.00052
Blastopirellula	265487	G	15	36	51	0.00044
Bremerella	2714594	G	9	0	9	0.00008
Aureliella	2795605	G	2	3	5	0.00004
Lacipirellula	2691417	G	203	0	203	0.00176
Aeoliella	2795781	G	49	199	248	0.00215
Botrimarina	2795782	G	25	183	208	0.00181
Bythopirellula	1400386	G	3	12	15	0.00013
Urbifossiella	2807415	G	117	240	357	0.00310
Gemmata	113	G	105	162	267	0.00232
Limnoglobus	2731450	G	101	120	221	0.00192
Frigoriglobus	2774146	G	39	123	162	0.00141
Telmatocola	1382832	G	14	2	16	0.00014
Tuwongella	2051044	G	2	0	2	0.00002
Caulifigura	2795778	G	135	145	280	0.00243
Planctomyces	118	G	94	90	184	0.00160
Gimesia	1649453	G	39	0	39	0.00034
Alienimonas	2714737	G	34	30	64	0.00056
Polystyrenella	2795774	G	21	9	30	0.00026
Symmachiella	2795780	G	17	7	24	0.00021
Rubinisphaera	1649490	G	13	10	23	0.00020
Thalassoglobus	2795865	G	10	3	13	0.00011
Planctopirus	1649480	G	8	0	8	0.00007
Schlesneria	656899	G	2	0	2	0.00002
Maioricimonas	2795777	G	2	2	4	0.00003
Planctellipticum	3132181	G	1	1	2	0.00002
Aquisphaera	1511635	G	49	55	104	0.00090
Paludisphaera	1763521	G	34	59	93	0.00081
Singulisphaera	466152	G	25	11	36	0.00031
Tautonia	2680020	G	10	8	18	0.00016
Saltatorellus	3405235	G	24	20	44	0.00038
Kolteria	3405236	G	22	7	29	0.00025
Rohdeia	3405237	G	6	15	21	0.00018
Humisphaera	2807511	G	592	60	652	0.00566
Mucisphaera	2913022	G	29	2	31	0.00027
Phycisphaera	666508	G	21	3	24	0.00021
Poriferisphaera	2803301	G	11	0	11	0.00010
Anaerohalosphaera	2690159	G	4	0	4	0.00003
Candidatus Kuenenia	380738	G	17	0	17	0.00015
Candidatus Uabimicrobium	2897349	G	4	0	4	0.00003
Verrucomicrobium	2735	G	382	207	589	0.00512
Luteolibacter	518753	G	171	238	409	0.00355
Roseimicrobium	1348508	G	130	103	233	0.00202
Sulfuriroseicoccus	2911469	G	34	37	71	0.00062
Akkermansia	239934	G	8	0	8	0.00007
Fontisphaera	3050007	G	108	9	117	0.00102
Oleiharenicola	2100741	G	28	183	211	0.00183
Horticoccus	2986286	G	23	53	76	0.00066
Opitutus	178440	G	9	50	59	0.00051
Nibricoccus	2576890	G	4	10	14	0.00012
Ereboglobus	2028344	G	2	6	8	0.00007
Synoicihabitans	2892920	G	1	2	3	0.00003
Termitidicoccus	3126963	G	1	2	3	0.00003
Coraliomargarita	442430	G	56	0	56	0.00049
Candidatus Pelagisphaera	3049269	G	18	21	39	0.00034
Candidatus Xiphinematobacter	134550	G	100	3	103	0.00089
Methylacidimicrobium	1541670	G	5	0	5	0.00004
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	2	0	2	0.00002
Candidatus Protochlamydia	282132	G	9	6	15	0.00013
Neochlamydia	112987	G	8	3	11	0.00010
Parachlamydia	83551	G	4	2	6	0.00005
Candidatus Rhabdochlamydia	292833	G	7	1	8	0.00007
Simkania	34093	G	3	0	3	0.00003
Chlamydia	810	G	12	4	16	0.00014
Kiritimatiella	1921784	G	13	2	15	0.00013
Tichowtungia	2907187	G	1	0	1	0.00001
Candidatus Velamenicoccus	2789201	G	5	0	5	0.00004
Lentisphaera	256846	G	2	0	2	0.00002
Luteitalea	2004797	G	3556	23	3579	0.03109
Candidatus Korobacter	658061	G	176	19	195	0.00169
Terriglobus	392733	G	70	41	111	0.00096
Chloracidobacterium	458032	G	11	0	11	0.00010
Edaphobacter	388463	G	3	0	3	0.00003
Alloacidobacterium	2951993	G	3	9	12	0.00010
Acidisarcina	2608728	G	2	12	14	0.00012
Tunturiibacter	3154218	G	2	8	10	0.00009
Telmatobacter	1078829	G	1	2	3	0.00003
Paludibaculum	1649475	G	256	21	277	0.00241
Polyangium	55	G	323	359	682	0.00592
Sorangium	39643	G	140	139	279	0.00242
Chondromyces	50	G	43	30	73	0.00063
Pajaroellobacter	1882917	G	12	1	13	0.00011
Sandaracinus	1055688	G	79	47	126	0.00109
Labilithrix	1524217	G	26	18	44	0.00038
Haliangium	162027	G	353	182	535	0.00465
Nannocystis	53	G	327	147	474	0.00412
Anaeromyxobacter	161492	G	307	6	313	0.00272
Melittangium	44	G	2	144	146	0.00127
Vulgatibacter	1524214	G	35	212	247	0.00215
Pendulispora	3375062	G	142	2	144	0.00125
Dictyoglomus	13	G	1189	39	1228	0.01067
Geobacter	28231	G	12	196	208	0.00181
Geoalkalibacter	392332	G	22	73	95	0.00083
Desulfuromonas	890	G	1	0	1	0.00001
Syntrophotalea	2812025	G	1	1	2	0.00002
Maridesulfovibrio	2794998	G	83	33	116	0.00101
Desulfovibrio	872	G	12	9	21	0.00018
Pseudodesulfovibrio	2035811	G	11	7	18	0.00016
Mailhella	1981028	G	9	14	23	0.00020
Oleidesulfovibrio	2909705	G	4	9	13	0.00011
Solidesulfovibrio	2910984	G	1	0	1	0.00001
Desulfosarcina	2299	G	37	0	37	0.00032
Desulfoluna	497721	G	8	1	9	0.00008
Desulfobacula	28222	G	2	0	2	0.00002
Desulfurivibrio	427922	G	17	4	21	0.00018
Desulfobulbus	893	G	15	9	24	0.00021
Thermosulfuriphilus	2033601	G	7	0	7	0.00006
Syntrophus	43773	G	3	0	3	0.00003
Desulfoferula	3093638	G	2	0	2	0.00002
Desulfobacca	60892	G	2	0	2	0.00002
Candidatus Desulfofervidus	1902583	G	1	0	1	0.00001
Nitrospira	1234	G	405	31	436	0.00379
Leptospirillum	179	G	9	0	9	0.00008
Thermodesulfovibrio	28261	G	5	0	5	0.00004
Dissulfurispira	2811506	G	1	0	1	0.00001
Peredibacter	263370	G	162	0	162	0.00141
