name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Basilea	1472344	G	17	4	21	0.00021
Bordetella	517	G	4	112	116	0.00115
Taylorella	29574	G	3	0	3	0.00003
Pusillimonas	305976	G	1	0	1	0.00001
Turicimonas	1918598	G	8	1	9	0.00009
Duodenibacillus	1980697	G	1	0	1	0.00001
Tepidimonas	114248	G	1	3	4	0.00004
Ideonella	36862	G	1	3	4	0.00004
Sulfuritortus	1938335	G	466	3051	3517	0.03498
Thiobacillus	919	G	6	19	25	0.00025
Nitrosospira	35798	G	37	0	37	0.00037
Nitrosomonas	914	G	3	0	3	0.00003
Methylovorus	81682	G	16	0	16	0.00016
Methylophilus	16	G	1	19	20	0.00020
Sideroxyarcus	2943286	G	25	89	114	0.00113
Gallionella	96	G	1	1	2	0.00002
Sterolibacterium	157591	G	2	9	11	0.00011
Sulfuriferula	1778653	G	2	0	2	0.00002
Laribacter	168470	G	91	540	631	0.00628
Chitinimonas	240411	G	1	5	6	0.00006
Jeongeupia	885864	G	1	0	1	0.00001
Pseudothauera	2891324	G	55	230	285	0.00283
Niveibacterium	1769726	G	13	45	58	0.00058
Dechloromonas	73029	G	4	0	4	0.00004
Azonexus	146936	G	1	3	4	0.00004
Ferrovum	416212	G	5	4	9	0.00009
Candidatus Kinetoplastibacterium	33055	G	1	0	1	0.00001
Luteibacter	242605	G	624	498	1122	0.01116
Dyella	231454	G	352	197	549	0.00546
Rhodanobacter	75309	G	26	0	26	0.00026
Dokdonella	323413	G	15	13	28	0.00028
Tahibacter	1453544	G	10	0	10	0.00010
Ahniella	2233801	G	4	0	4	0.00004
Aerosticca	2707020	G	4	6	10	0.00010
Frateuria	70411	G	1	2	3	0.00003
Luteimonas	83614	G	219	3	222	0.00221
Arenimonas	490567	G	113	134	247	0.00246
Solilutibacter	3382695	G	49	90	139	0.00138
Stenotrophomonas	40323	G	47	0	47	0.00047
Xylella	2370	G	39	130	169	0.00168
Lysobacter	68	G	38	54	92	0.00091
Pseudoxanthomonas	83618	G	7	0	7	0.00007
Xanthomonas	338	G	6	406	412	0.00410
Pseudoluteimonas	3382694	G	1	1	2	0.00002
Agrilutibacter	3382696	G	1	2	3	0.00003
Candidatus Moranella	1048757	G	219	0	219	0.00218
Escherichia	561	G	78	257	335	0.00333
Klebsiella	570	G	46	483	529	0.00526
Salmonella	590	G	44	7058	7102	0.07063
Citrobacter	544	G	25	45	70	0.00070
Enterobacter	547	G	14	14	28	0.00028
Candidatus Blochmanniella	203804	G	8	0	8	0.00008
Candidatus Purcelliella	472825	G	4	2	6	0.00006
Candidatus Profftia	1177214	G	4	0	4	0.00004
Shigella	620	G	3	33	36	0.00036
Candidatus Schneideria	1081630	G	2	0	2	0.00002
Buttiauxella	82976	G	1	0	1	0.00001
Candidatus Curculioniphilus	690591	G	1	0	1	0.00001
Candidatus Ishikawella	409304	G	1	0	1	0.00001
Sodalis	84565	G	191	18	209	0.00208
Edwardsiella	635	G	62	6	68	0.00068
Arsenophonus	637	G	29	5	34	0.00034
Proteus	583	G	5	2	7	0.00007
Providencia	586	G	5	0	5	0.00005
Morganella	581	G	4	1	5	0.00005
Yersinia	629	G	13	667	680	0.00676
Serratia	613	G	5	4	9	0.00009
Chania	1745211	G	1	0	1	0.00001
Buchnera	32199	G	11	0	11	0.00011
Erwinia	551	G	2	0	2	0.00002
Pectobacterium	122277	G	5	1	6	0.00006
Dickeya	204037	G	4	0	4	0.00004
Brenneria	71655	G	1	2	3	0.00003
Thiocapsa	1056	G	519	0	519	0.00516
Marichromatium	85076	G	14	3	17	0.00017
Allochromatium	85072	G	4	1	5	0.00005
Rheinheimera	67575	G	2	0	2	0.00002
Nitrosococcus	1227	G	1	0	1	0.00001
Thioflavicoccus	156885	G	1	0	1	0.00001
Candidatus Thiodiazotropha	1913444	G	65	0	65	0.00065
Spiribacter	1335745	G	73	0	73	0.00073
Acidihalobacter	1765964	G	2	0	2	0.00002
Granulosicoccus	437504	G	2	0	2	0.00002
Guyparkeria	2035712	G	2	0	2	0.00002
Halothiobacillus	109262	G	1	0	1	0.00001
Sulfurifustis	1692042	G	414	27	441	0.00439
Acidiferrobacter	986106	G	1	0	1	0.00001
Aquicella	254245	G	190	28	218	0.00217
Coxiella	776	G	1	3	4	0.00004
Legionella	445	G	45	18	63	0.00063
Kangiella	261963	G	170	0	170	0.00169
Paraphotobacterium	2042066	G	134	6	140	0.00139
Vibrio	662	G	27	136	163	0.00162
Cellvibrio	10	G	71	1	72	0.00072
Microbulbifer	48073	G	48	1	49	0.00049
Congregibacter	393661	G	5	0	5	0.00005
Aequoribacter	2847769	G	1	0	1	0.00001
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00001
Spongiibacter	630749	G	1	0	1	0.00001
Zhongshania	1434050	G	1	0	1	0.00001
Steroidobacter	469322	G	90	6	96	0.00095
Pseudomonas	286	G	28	14	42	0.00042
Stutzerimonas	2901164	G	3	4	7	0.00007
Marinobacter	2742	G	2	0	2	0.00002
Thalassotalea	1518149	G	20	0	20	0.00020
Shewanella	22	G	11	7	18	0.00018
Pseudoalteromonas	53246	G	8	5	13	0.00013
Psychromonas	67572	G	3	0	3	0.00003
Hydrocarboniclastica	2650549	G	1	1	2	0.00002
Methylocaldum	73778	G	29	7	36	0.00036
Methylomagnum	1760987	G	7	1	8	0.00008
Methylotuvimicrobium	2822410	G	1	0	1	0.00001
Lonepinella	53416	G	20	1	21	0.00021
Avibacterium	292486	G	16	1	17	0.00017
Haemophilus	724	G	6	0	6	0.00006
Histophilus	214906	G	1	0	1	0.00001
Hahella	158481	G	17	6	23	0.00023
Allohahella	1855402	G	10	3	13	0.00013
Salicola	332339	G	1	0	1	0.00001
Kushneria	504090	G	1	0	1	0.00001
Nitrincola	267849	G	1	0	1	0.00001
Salinispirillum	1649491	G	1	0	1	0.00001
Endozoicomonas	305899	G	1	0	1	0.00001
Candidatus Palibaumannia	198346	G	18	1	19	0.00019
Candidatus Vondammii	2686004	G	15	0	15	0.00015
Acinetobacter	469	G	15	2	17	0.00017
Moraxella	475	G	4	0	4	0.00004
Psychrobacter	497	G	1	0	1	0.00001
Wohlfahrtiimonas	582472	G	16	0	16	0.00016
Cardiobacterium	2717	G	3	0	3	0.00003
Thiomicrospira	933	G	7	0	7	0.00007
Thiomicrorhabdus	2039723	G	2	0	2	0.00002
Francisella	262	G	2	0	2	0.00002
Algiphilus	1266053	G	6	0	6	0.00006
Solimonas	413435	G	4	0	4	0.00004
Aeromonas	642	G	3	4	7	0.00007
Woeseia	1738655	G	2	0	2	0.00002
Zophobihabitans	2894762	G	1	0	1	0.00001
Sulfurivermis	2034504	G	1	0	1	0.00001
Mariprofundus	377315	G	5	0	5	0.00005
Hydrogenophilus	70774	G	1	0	1	0.00001
Candidatus Korobacter	658061	G	3695	245	3940	0.03918
Tunturiibacter	3154218	G	173	118	291	0.00289
Acidisarcina	2608728	G	167	144	311	0.00309
Occallatibacter	1742983	G	152	70	222	0.00221
Edaphobacter	388463	G	76	12	88	0.00088
Terriglobus	392733	G	32	10	42	0.00042
Telmatobacter	1078829	G	23	7	30	0.00030
Chloracidobacterium	458032	G	17	0	17	0.00017
Granulicella	940557	G	3	2	5	0.00005
Paludibaculum	1649475	G	917	47	964	0.00959
Luteitalea	2004797	G	2246	4	2250	0.02238
Geothrix	44675	G	1	0	1	0.00001
Gemmatimonas	173479	G	2604	23	2627	0.02613
Gemmatirosa	1706036	G	670	375	1045	0.01039
Pseudogemmatithrix	3237678	G	337	391	728	0.00724
Gaopeijia	3381669	G	3	0	3	0.00003
Sediminibacterium	504481	G	374	116	490	0.00487
Chitinophaga	79328	G	261	46	307	0.00305
Flavisolibacter	398041	G	213	52	265	0.00264
Niastella	354354	G	177	71	248	0.00247
Pseudobacter	1860196	G	156	63	219	0.00218
Niabella	379899	G	134	32	166	0.00165
Filimonas	649460	G	120	42	162	0.00161
Paraflavitalea	2698688	G	83	0	83	0.00083
Ferruginibacter	1004303	G	56	8	64	0.00064
Flavihumibacter	1004301	G	43	0	43	0.00043
Panacibacter	1874621	G	25	7	32	0.00032
Arachidicoccus	1769012	G	22	0	22	0.00022
Phnomibacter	2836216	G	22	0	22	0.00022
Lacibacter	649461	G	8	2	10	0.00010
Rhizosphaericola	3114547	G	8	1	9	0.00009
Mycovorax	3389990	G	7	4	11	0.00011
Pseudocnuella	2812019	G	1	0	1	0.00001
Thermoflavifilum	1649506	G	1	0	1	0.00001
Mucilaginibacter	423349	G	186	59	245	0.00244
Pedobacter	84567	G	48	5	53	0.00053
Sphingobacterium	28453	G	21	10	31	0.00031
Olivibacter	376469	G	2	1	3	0.00003
Aurantibacillus	3088889	G	13	0	13	0.00013
Hymenobacter	89966	G	97	6	103	0.00102
Pontibacter	323449	G	40	39	79	0.00079
Adhaeribacter	299566	G	4	2	6	0.00006
Dyadobacter	120831	G	26	16	42	0.00042
Tellurirhabdus	2674996	G	1	2	3	0.00003
Spirosoma	107	G	9	10	19	0.00019
Cytophaga	978	G	7	6	13	0.00013
Chryseolinea	1433993	G	13	12	25	0.00025
Fulvivirga	396811	G	1	0	1	0.00001
Imperialibacter	1649461	G	9	0	9	0.00009
Fulvitalea	1434007	G	5	2	7	0.00007
Persicobacter	59740	G	3	2	5	0.00005
Emticicia	312278	G	3	3	6	0.00006
Candidatus Cardinium	273135	G	2	0	2	0.00002
Roseivirga	290180	G	1	0	1	0.00001
Flavobacterium	237	G	99	9	108	0.00107
Croceibacter	216431	G	3	1	4	0.00004
Mangrovimonas	1211036	G	1	0	1	0.00001
Chryseobacterium	59732	G	77	0	77	0.00077
Elizabethkingia	308865	G	3	4	7	0.00007
Ichthyobacterium	1755829	G	4	0	4	0.00004
Fluviicola	332102	G	2	0	2	0.00002
Paracrocinitomix	3024544	G	2	0	2	0.00002
Candidatus Karelsulcia	336809	G	1	1	2	0.00002
Croceimicrobium	2828338	G	2	0	2	0.00002
Blattabacterium	34098	G	1	0	1	0.00001
Alistipes	239759	G	6	0	6	0.00006
Petrimonas	307628	G	2	1	3	0.00003
Dysgonomonas	156973	G	1	0	1	0.00001
Butyricimonas	574697	G	2	2	4	0.00004
Paraprevotella	577309	G	1	1	2	0.00002
Tannerella	195950	G	1	0	1	0.00001
Alkalitalea	1193324	G	1	0	1	0.00001
Mangrovibacterium	1573808	G	1	0	1	0.00001
Labilibaculum	2060722	G	1	0	1	0.00001
Aureispira	365032	G	1	0	1	0.00001
Neolewinella	2993541	G	1	0	1	0.00001
Melioribacter	1134403	G	127	2	129	0.00128
Ignavibacterium	795750	G	22	0	22	0.00022
Pelodictyon	1099	G	1	14	15	0.00015
Chloroherpeton	100715	G	1	3	4	0.00004
Rhodothermus	29548	G	1	0	1	0.00001
Rhodocaloribacter	2893090	G	1	0	1	0.00001
Rubrivirga	1434037	G	1	0	1	0.00001
Fibrobacter	832	G	5	0	5	0.00005
Candidatus Cloacimonas	456826	G	4	0	4	0.00004
Roseimicrobium	1348508	G	995	1702	2697	0.02682
Verrucomicrobium	2735	G	324	342	666	0.00662
Luteolibacter	518753	G	20	42	62	0.00062
Sulfuriroseicoccus	2911469	G	2	5	7	0.00007
Fontisphaera	3050007	G	246	10	256	0.00255
Candidatus Xiphinematobacter	134550	G	190	3	193	0.00192
Opitutus	178440	G	8	19	27	0.00027
Oleiharenicola	2100741	G	6	38	44	0.00044
Horticoccus	2986286	G	2	4	6	0.00006
Ereboglobus	2028344	G	1	3	4	0.00004
Synoicihabitans	2892920	G	1	2	3	0.00003
Coraliomargarita	442430	G	46	0	46	0.00046
Candidatus Pelagisphaera	3049269	G	2	10	12	0.00012
Methylacidimicrobium	1541670	G	2	0	2	0.00002
Gemmata	113	G	130	410	540	0.00537
Urbifossiella	2807415	G	86	290	376	0.00374
Limnoglobus	2731450	G	60	116	176	0.00175
Frigoriglobus	2774146	G	48	266	314	0.00312
Telmatocola	1382832	G	35	9	44	0.00044
Tuwongella	2051044	G	5	1	6	0.00006
Aquisphaera	1511635	G	181	175	356	0.00354
Paludisphaera	1763521	G	58	93	151	0.00150
Singulisphaera	466152	G	23	6	29	0.00029
Caulifigura	2795778	G	62	60	122	0.00121
Planctomyces	118	G	51	44	95	0.00094
Polystyrenella	2795774	G	9	3	12	0.00012
Thalassoglobus	2795865	G	8	2	10	0.00010
Gimesia	1649453	G	7	0	7	0.00007
Planctopirus	1649480	G	7	0	7	0.00007
Rubinisphaera	1649490	G	7	5	12	0.00012
Fuerstiella	1936111	G	6	2	8	0.00008
Schlesneria	656899	G	5	0	5	0.00005
Calycomorphotria	2795776	G	4	2	6	0.00006
Symmachiella	2795780	G	4	1	5	0.00005
Alienimonas	2714737	G	2	1	3	0.00003
Pirellula	123	G	83	64	147	0.00146
Lignipirellula	2795775	G	8	21	29	0.00029
Mariniblastus	2005380	G	4	3	7	0.00007
Blastopirellula	265487	G	3	7	10	0.00010
Rosistilla	2795779	G	2	0	2	0.00002
Rhodopirellula	265488	G	1	2	3	0.00003
Stieleria	2795973	G	1	0	1	0.00001
Aeoliella	2795781	G	13	35	48	0.00048
Botrimarina	2795782	G	3	9	12	0.00012
Lacipirellula	2691417	G	1	0	1	0.00001
Rohdeia	3405237	G	80	21	101	0.00100
Kolteria	3405236	G	17	5	22	0.00022
Saltatorellus	3405235	G	1	0	1	0.00001
Humisphaera	2807511	G	671	43	714	0.00710
Mucisphaera	2913022	G	23	1	24	0.00024
Phycisphaera	666508	G	17	1	18	0.00018
Poriferisphaera	2803301	G	6	0	6	0.00006
Anaerohalosphaera	2690159	G	2	0	2	0.00002
Candidatus Uabimicrobium	2897349	G	2	0	2	0.00002
Candidatus Kuenenia	380738	G	1	0	1	0.00001
Candidatus Velamenicoccus	2789201	G	135	3	138	0.00137
Parachlamydia	83551	G	14	5	19	0.00019
Neochlamydia	112987	G	5	1	6	0.00006
Candidatus Protochlamydia	282132	G	1	0	1	0.00001
Chlamydia	810	G	16	1	17	0.00017
Kiritimatiella	1921784	G	3	0	3	0.00003
Anaeromyxobacter	161492	G	468	27	495	0.00492
Vulgatibacter	1524214	G	8	20	28	0.00028
Melittangium	44	G	1	19	20	0.00020
Pendulispora	3375062	G	286	9	295	0.00293
Haliangium	162027	G	376	98	474	0.00471
Polyangium	55	G	132	69	201	0.00200
Chondromyces	50	G	36	12	48	0.00048
Sorangium	39643	G	21	17	38	0.00038
Pajaroellobacter	1882917	G	11	0	11	0.00011
Labilithrix	1524217	G	18	6	24	0.00024
Sandaracinus	1055688	G	8	2	10	0.00010
Nannocystis	53	G	5	1	6	0.00006
Dictyoglomus	13	G	666	13	679	0.00675
Geobacter	28231	G	174	235	409	0.00407
Geoalkalibacter	392332	G	3	1	4	0.00004
Desulfuromonas	890	G	1	0	1	0.00001
Maridesulfovibrio	2794998	G	41	2	43	0.00043
Mailhella	1981028	G	12	1	13	0.00013
Desulfovibrio	872	G	3	0	3	0.00003
Pseudodesulfovibrio	2035811	G	1	0	1	0.00001
Desulfomicrobium	898	G	1	0	1	0.00001
Desulfohalobium	45662	G	1	0	1	0.00001
Syntrophus	43773	G	43	3	46	0.00046
Desulfoluna	497721	G	16	0	16	0.00016
Desulfosarcina	2299	G	5	0	5	0.00005
Desulfobacula	28222	G	3	1	4	0.00004
Desulfobulbus	893	G	10	0	10	0.00010
Desulfurivibrio	427922	G	4	0	4	0.00004
Thermodesulfatator	241192	G	1	0	1	0.00001
Desulfoferula	3093638	G	2	0	2	0.00002
Candidatus Desulfofervidus	1902583	G	1	0	1	0.00001
Nitrospira	1234	G	501	16	517	0.00514
Leptospirillum	179	G	11	0	11	0.00011
Dissulfurispira	2811506	G	3	0	3	0.00003
Thermodesulfovibrio	28261	G	2	0	2	0.00002
Nitrospina	35800	G	345	27	372	0.00370
Elusimicrobium	423604	G	53	0	53	0.00053
Endomicrobium	1408194	G	1	0	1	0.00001
Candidatus Endomicrobiellum	3238959	G	1	1	2	0.00002
Nitrosophilus	2795692	G	26	2	28	0.00028
Nitratiruptor	269258	G	12	0	12	0.00012
Helicobacter	209	G	5	0	5	0.00005
Sulfurimonas	202746	G	4	0	4	0.00004
Hippea	84404	G	2	0	2	0.00002
Peredibacter	263370	G	6	0	6	0.00006
Bacteriovorax	146784	G	5	0	5	0.00005
Halobacteriovorax	1652133	G	7	0	7	0.00007
Fluviispira	2698753	G	2	0	2	0.00002
Pigmentibacter	2838409	G	2	0	2	0.00002
Bdellovibrio	958	G	3	0	3	0.00003
Leptospira	171	G	14	2	16	0.00016
Borrelia	138	G	3	0	3	0.00003
Spirochaeta	146	G	2	0	2	0.00002
Sphaerochaeta	399320	G	1	1	2	0.00002
Brachyspira	29521	G	1	0	1	0.00001
Sulfurihydrogenibium	212790	G	11	0	11	0.00011
Mucispirillum	248038	G	7	0	7	0.00007
Flexistipes	2351	G	3	0	3	0.00003
Sphaerobacter	2056	G	6	0	6	0.00006
Caldithrix	187144	G	4	0	4	0.00004
Nesterenkonia	57494	G	2	0	2	0.00002
Neomicrococcus	1868332	G	1	40	41	0.00041
Pseudarthrobacter	1742993	G	1	679	680	0.00676
Ornithinimicrobium	125287	G	133	287	420	0.00418
Pedococcus	2805645	G	63	194	257	0.00256
Nostocoides	99479	G	33	102	135	0.00134
Phycicoccus	367298	G	1	4	5	0.00005
Aquiluna	529881	G	14	4	18	0.00018
Microbacterium	33882	G	3	14	17	0.00017
Gryllotalpicola	1195526	G	2	29	31	0.00031
Agromyces	33877	G	1	0	1	0.00001
Clavibacter	1573	G	1	34	35	0.00035
Leucobacter	55968	G	1	11	12	0.00012
Yimella	908935	G	27	58	85	0.00085
Cellulomonas	1707	G	25	87	112	0.00111
Cellulosimicrobium	157920	G	6	67	73	0.00073
Promicromonospora	43676	G	1	0	1	0.00001
Georgenia	154116	G	2	6	8	0.00008
Jonesia	43673	G	1	0	1	0.00001
Ruania	626119	G	1	0	1	0.00001
Nocardioides	1839	G	593	1550	2143	0.02131
Aeromicrobium	2040	G	9	2	11	0.00011
Microlunatus	29404	G	223	293	516	0.00513
Propionibacterium	1743	G	1	1	2	0.00002
Kribbella	182639	G	30	0	30	0.00030
Streptomyces	1883	G	162	414	576	0.00573
Yinghuangia	2805681	G	4	12	16	0.00016
Kitasatospora	2063	G	1	22	23	0.00023
Mycobacterium	1763	G	12	0	12	0.00012
Mycolicibacterium	1866885	G	3	159	162	0.00161
Corynebacterium	1716	G	153	198	351	0.00349
Rhodococcus	1827	G	12	5	17	0.00017
Nocardia	1817	G	7	13	20	0.00020
Tsukamurella	2060	G	1	2	3	0.00003
Micromonospora	1873	G	46	60	106	0.00105
Longispora	203522	G	37	124	161	0.00160
Dactylosporangium	35753	G	29	0	29	0.00029
Phytohabitans	907364	G	28	0	28	0.00028
Actinoplanes	1865	G	22	0	22	0.00022
Catellatospora	53365	G	15	75	90	0.00090
Solwaraspora	265431	G	1	0	1	0.00001
Amycolatopsis	1813	G	57	6	63	0.00063
Kibdelosporangium	2029	G	22	84	106	0.00105
Pseudonocardia	1847	G	18	36	54	0.00054
Actinomycetospora	402649	G	16	59	75	0.00075
Umezawaea	583360	G	8	54	62	0.00062
Lentzea	165301	G	2	11	13	0.00013
Saccharomonospora	1851	G	1	5	6	0.00006
Kutzneria	43356	G	1	0	1	0.00001
Frankia	1854	G	198	298	496	0.00493
Jatrophihabitans	1434010	G	241	248	489	0.00486
Actinoallomurus	667113	G	100	225	325	0.00323
Thermomonospora	2019	G	32	82	114	0.00113
Streptosporangium	2000	G	15	0	15	0.00015
Microbispora	2005	G	3	6	9	0.00009
Nonomuraea	83681	G	3	0	3	0.00003
Blastococcus	38501	G	154	320	474	0.00471
Modestobacter	88138	G	3	0	3	0.00003
Epidermidibacterium	2078948	G	117	235	352	0.00350
Bifidobacterium	1678	G	73	23	96	0.00095
Nakamurella	53460	G	57	2	59	0.00059
Boudabousia	2767318	G	11	2	13	0.00013
Trueperella	1069494	G	4	0	4	0.00004
Gleimia	2692113	G	4	6	10	0.00010
Schaalia	2529408	G	3	1	4	0.00004
Actinomyces	1654	G	2	0	2	0.00002
Catenulispora	414878	G	26	46	72	0.00072
Natronoglycomyces	2838311	G	9	3	12	0.00012
Stackebrandtia	283810	G	3	4	7	0.00007
Acidothermus	28048	G	7	5	12	0.00012
Jiangella	281472	G	4	0	4	0.00004
Candidatus Planktophila	622681	G	1	0	1	0.00001
Conexibacter	191494	G	2362	538	2900	0.02884
Baekduia	2600304	G	149	0	149	0.00148
Paraconexibacter	2758920	G	17	0	17	0.00017
Capillimicrobium	2976759	G	2	1	3	0.00003
Thermoleophilum	192992	G	31	7	38	0.00038
Miltoncostaea	2843200	G	8	2	10	0.00010
Iamia	467975	G	87	93	180	0.00179
Dermatobacter	3075137	G	72	65	137	0.00136
Actinomarinicola	2789775	G	18	21	39	0.00039
Aquihabitans	1648491	G	5	5	10	0.00010
Acidimicrobium	53634	G	165	39	204	0.00203
Candidatus Poriferisocius	2983186	G	163	83	246	0.00245
Ilumatobacter	682522	G	7	0	7	0.00007
