name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Candidatus Poriferisodalis	2983190	G	1	0	1	0.00001
Rubrobacter	42255	G	254	51	305	0.00303
Phoenicibacter	1981050	G	53	17	70	0.00070
Raoultibacter	1926677	G	14	3	17	0.00017
Slackia	84108	G	2	0	2	0.00002
Fannyhessea	2767327	G	1	6	7	0.00007
Coriobacterium	33870	G	3	0	3	0.00003
Euzebya	908623	G	18	5	23	0.00023
Egibacter	1747770	G	1	0	1	0.00001
Clostridium	1485	G	788	259	1047	0.01041
Caloramator	44258	G	23	1	24	0.00024
Sarcina	1266	G	5	16	21	0.00021
Oceanirhabdus	1434026	G	2	2	4	0.00004
Candidatus Arthromitus	49082	G	1	0	1	0.00001
Solibaculum	2842531	G	5	15	20	0.00020
Acetivibrio	35829	G	2	2	4	0.00004
Faecalibacterium	216851	G	2	9	11	0.00011
Flavonifractor	946234	G	1	2	3	0.00003
Carboxydocella	178898	G	13	2	15	0.00015
Fenollaria	1686313	G	8	0	8	0.00008
Thermaerobacter	73918	G	2	0	2	0.00002
Desulfitobacterium	36853	G	11	0	11	0.00011
Dehalobacter	56112	G	1	2	3	0.00003
Phosphitispora	2903061	G	3	3	6	0.00006
Desulforamulus	2916693	G	3	0	3	0.00003
Desulfoscipio	2867376	G	6	0	6	0.00006
Eubacterium	1730	G	1	0	1	0.00001
Terrisporobacter	1505652	G	71	58	129	0.00128
Peptostreptococcus	1257	G	36	6	42	0.00042
Romboutsia	1501226	G	4	2	6	0.00006
Clostridioides	1870884	G	4	132	136	0.00135
Alkaliphilus	114627	G	1	0	1	0.00001
Serpentinicella	1890059	G	1	0	1	0.00001
Christensenella	990721	G	113	0	113	0.00112
Butyrivibrio	830	G	15	0	15	0.00015
Anaeromicropila	3024823	G	12	0	12	0.00012
Claveliimonas	3076670	G	8	2	10	0.00010
Chakrabartyella	3088373	G	2	0	2	0.00002
Tyzzerella	1506577	G	2	0	2	0.00002
Anaerostipes	207244	G	1	0	1	0.00001
Lacrimispora	2719231	G	1	0	1	0.00001
Lachnoanaerobaculum	1164882	G	1	0	1	0.00001
Cellulosilyticum	698776	G	29	0	29	0.00029
Ammonifex	42837	G	53	1	54	0.00054
Thermacetogenium	140458	G	3	0	3	0.00003
Thermoanaerobacterium	28895	G	2	0	2	0.00002
Halobacteroides	42417	G	9	1	10	0.00010
Halanaerobium	2330	G	1	0	1	0.00001
Tepidanaerobacter	499228	G	4	0	4	0.00004
Natranaerobius	375928	G	3	0	3	0.00003
Thermanaeromonas	202949	G	1	0	1	0.00001
Metallumcola	3234175	G	1	0	1	0.00001
Priestia	2800373	G	102	0	102	0.00101
Bacillus	1386	G	35	1731	1766	0.01756
Peribacillus	2675229	G	12	5	17	0.00017
Heyndrickxia	2837504	G	6	0	6	0.00006
Aeribacillus	1055323	G	3	0	3	0.00003
Salicibibacter	2685905	G	2	0	2	0.00002
Psychrobacillus	1221880	G	2	0	2	0.00002
Fervidibacillus	3033930	G	1	0	1	0.00001
Neobacillus	2675232	G	1	0	1	0.00001
Radiobacillus	2785518	G	1	0	1	0.00001
Lysinibacillus	400634	G	1	0	1	0.00001
Paenibacillus	44249	G	119	263	382	0.00380
Cohnella	329857	G	14	0	14	0.00014
Brevibacillus	55080	G	4	0	4	0.00004
Aneurinibacillus	55079	G	2	0	2	0.00002
Thermobacillus	76632	G	1	0	1	0.00001
Sporosarcina	1569	G	135	3	138	0.00137
Planococcus	1372	G	3	0	3	0.00003
Staphylospora	2689589	G	87	6	93	0.00092
Polycladomyces	1348505	G	3	0	3	0.00003
Laceyella	292635	G	2	0	2	0.00002
Kroppenstedtia	1274351	G	1	0	1	0.00001
Novibacillus	1677050	G	1	0	1	0.00001
Effusibacillus	1502725	G	34	0	34	0.00034
Tumebacillus	432330	G	16	0	16	0.00016
Alicyclobacillus	29330	G	3	0	3	0.00003
Gemella	1378	G	32	0	32	0.00032
Listeria	1637	G	31	0	31	0.00031
Anoxybacillus	150247	G	8	0	8	0.00008
Geobacillus	129337	G	4	5	9	0.00009
Parageobacillus	1906945	G	1	1	2	0.00002
Staphylococcus	1279	G	13	1	14	0.00014
Enterococcus	1350	G	270	44	314	0.00312
Vagococcus	2737	G	2	0	2	0.00002
Weissella	46255	G	52	0	52	0.00052
Fructilactobacillus	2767881	G	2	0	2	0.00002
Lactobacillus	1578	G	1	0	1	0.00001
Lentilactobacillus	2767893	G	1	1	2	0.00002
Lactiplantibacillus	2767842	G	1	0	1	0.00001
Apilactobacillus	2767877	G	1	0	1	0.00001
Streptococcus	1301	G	52	4	56	0.00056
Carnobacterium	2747	G	23	0	23	0.00023
Turicibacter	191303	G	423	0	423	0.00421
Geochorda	3366854	G	38	113	151	0.00150
Carboxydochorda	3366853	G	4	10	14	0.00014
Limnochorda	1676651	G	34	2	36	0.00036
Sporanaerobacter	165812	G	51	3	54	0.00054
Anaerococcus	165779	G	8	0	8	0.00008
Peptoniphilus	162289	G	1	0	1	0.00001
Aedoeadaptatus	2981628	G	1	0	1	0.00001
Tissierella	41273	G	1	0	1	0.00001
Sedimentibacter	190972	G	1	0	1	0.00001
Sporomusa	2375	G	46	1	47	0.00047
Pelosinus	365348	G	4	0	4	0.00004
Megasphaera	906	G	1	0	1	0.00001
Veillonella	29465	G	1	0	1	0.00001
Dialister	39948	G	1	0	1	0.00001
Chloroflexus	1107	G	1064	6	1070	0.01064
Roseiflexus	120961	G	12	3	15	0.00015
Thermobaculum	262406	G	236	133	369	0.00367
Candidatus Chlorohelix	3139173	G	37	14	51	0.00051
Tepidiforma	2682228	G	481	101	582	0.00579
Ktedonosporobacter	2692417	G	40	13	53	0.00053
Candidatus Leptofilum	3140596	G	24	7	31	0.00031
Dehalogenimonas	670486	G	18	3	21	0.00021
Dehalococcoides	61434	G	3	0	3	0.00003
Pelolinea	1649478	G	7	3	10	0.00010
Anaerolinea	233189	G	1	0	1	0.00001
Caldilinea	233191	G	2	5	7	0.00007
Thermoflexus	1495649	G	1	1	2	0.00002
Leptolyngbya	47251	G	681	17	698	0.00694
Trichodesmium	1205	G	27	0	27	0.00027
Microcoleus	44471	G	1	0	1	0.00001
Capsulimonas	2494209	G	371	10	381	0.00379
Fimbriimonas	1005038	G	66	1	67	0.00067
Chthonomonas	1077265	G	28	0	28	0.00028
Vulcanimicrobium	3016049	G	105	7	112	0.00111
Spiroplasma	2132	G	5	3	8	0.00008
Candidatus Phytoplasma	33926	G	4	0	4	0.00004
Candidatus Saccharimonas	1331051	G	33	131	164	0.00163
Candidatus Nanosynbacter	2093823	G	28	0	28	0.00028
Minisyncoccus	3238478	G	37	0	37	0.00037
Candidatus Chromulinivorax	2953757	G	6	0	6	0.00006
Candidatus Babela	1551504	G	1	0	1	0.00001
Aminobacterium	81466	G	50	0	50	0.00050
Cloacibacillus	508459	G	19	2	21	0.00021
Aminithiophilus	3029078	G	7	1	8	0.00008
Pyramidobacter	638847	G	1	0	1	0.00001
Deinococcus	1298	G	55	4	59	0.00059
Truepera	332248	G	1	0	1	0.00001
Kosmotoga	651456	G	4	0	4	0.00004
Thermotoga	2335	G	2	0	2	0.00002
Pseudothermotoga	1643951	G	1	0	1	0.00001
Dissulfurimicrobium	1769732	G	7	0	7	0.00007
Persicimonas	2766927	G	3	0	3	0.00003
Fusobacterium	848	G	1	0	1	0.00001
Candidatus Nitrosocosmicus	1826864	G	538	0	538	0.00535
Nitrososphaera	497726	G	325	448	773	0.00769
Methanocella	570266	G	3	0	3	0.00003
Methanomassiliicoccus	1080709	G	1	0	1	0.00001
