name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium	374	G	125	116	241	0.00223
Rhodopseudomonas	1073	G	44	672	716	0.00664
Tardiphaga	1395974	G	7	120	127	0.00118
Afipia	1033	G	5	0	5	0.00005
Devosia	46913	G	570	254	824	0.00764
Microvirga	186650	G	507	4	511	0.00474
Methylobacterium	407	G	84	464	548	0.00508
Hyphomicrobium	81	G	353	1	354	0.00328
Rhodomicrobium	1068	G	110	21	131	0.00121
Methyloligella	1485594	G	3	0	3	0.00003
Methyloceanibacter	1484898	G	1	0	1	0.00001
Mesorhizobium	68287	G	342	3	345	0.00320
Aminobacter	31988	G	19	9	28	0.00026
Aquibium	2911176	G	11	4	15	0.00014
Nitratireductor	245876	G	2	0	2	0.00002
Chelativorans	449972	G	1	0	1	0.00001
Rhizobium	379	G	178	69	247	0.00229
Pararhizobium	1612611	G	3	0	3	0.00003
Agrobacterium	357	G	1	29	30	0.00028
Liberibacter	34019	G	29	0	29	0.00027
Sinorhizobium	28105	G	10	52	62	0.00057
Shinella	323620	G	6	0	6	0.00006
Georhizobium	2661800	G	1	0	1	0.00001
Enhydrobacter	212791	G	281	71	352	0.00326
Pseudorhodoplanes	1734920	G	81	17	98	0.00091
Terrihabitans	2874214	G	5	1	6	0.00006
Nordella	169055	G	3	0	3	0.00003
Kaistia	166953	G	237	99	336	0.00311
Xanthobacter	279	G	128	0	128	0.00119
Labrys	204476	G	42	0	42	0.00039
Pseudolabrys	556257	G	21	7	28	0.00026
Azorhizobium	6	G	8	2	10	0.00009
Ancylobacter	99	G	5	2	7	0.00006
Bosea	85413	G	120	0	120	0.00111
Phreatobacter	1632780	G	110	47	157	0.00146
Beijerinckia	532	G	60	14	74	0.00069
Methylovirgula	1156568	G	6	0	6	0.00006
Methylocapsa	184923	G	5	0	5	0.00005
Methylocella	120652	G	2	0	2	0.00002
Salinarimonas	690086	G	66	30	96	0.00089
Chenggangzhangella	2041902	G	42	14	56	0.00052
Martelella	293088	G	16	6	22	0.00020
Aureimonas	414371	G	5	0	5	0.00005
Aurantimonas	182269	G	1	0	1	0.00001
Anderseniella	444432	G	13	2	15	0.00014
Parvibaculum	256616	G	1	6	7	0.00006
Cohaesibacter	655352	G	13	0	13	0.00012
Afifella	643217	G	12	3	15	0.00014
Brucella	234	G	8	3805	3813	0.03534
Terrirubrum	3142786	G	8	1	9	0.00008
Methyloraptor	3382645	G	6	2	8	0.00007
Chelatococcus	28209	G	4	0	4	0.00004
Pleomorphomonas	261933	G	3	1	4	0.00004
Roseitalea	1915401	G	2	0	2	0.00002
Blastochloris	59282	G	1	0	1	0.00001
Methylocystis	133	G	1	0	1	0.00001
Sphingomonas	13687	G	1707	382	2089	0.01936
Sphingobium	165695	G	398	11	409	0.00379
Novosphingobium	165696	G	81	3	84	0.00078
Sphingopyxis	165697	G	35	0	35	0.00032
Sphingorhabdus	1434046	G	4	0	4	0.00004
Alterisphingorhabdus	3382518	G	2	0	2	0.00002
Parasphingopyxis	1234545	G	2	0	2	0.00002
Erythrobacter	1041	G	144	1061	1205	0.01117
Aurantiacibacter	2800681	G	34	2	36	0.00033
Qipengyuania	1855416	G	30	100	130	0.00120
Tsuneonella	2800686	G	16	27	43	0.00040
Croceibacterium	2676755	G	12	25	37	0.00034
Croceicoccus	1295327	G	1	0	1	0.00001
Sphingosinicella	335405	G	152	72	224	0.00208
Sandaracinobacteroides	2883109	G	2	0	2	0.00002
Zymomonas	541	G	9	0	9	0.00008
Skermanella	204447	G	939	0	939	0.00870
Niveispirillum	1543704	G	62	27	89	0.00082
Indioceanicola	2478349	G	7	4	11	0.00010
Azospirillum	191	G	6	2	8	0.00007
Hypericibacter	2705399	G	104	1	105	0.00097
Ferrovibrio	1231242	G	87	35	122	0.00113
Pararhodospirillum	1612157	G	8	2	10	0.00009
Algihabitans	2821512	G	3	1	4	0.00004
Rhodospirillum	1081	G	1	1	2	0.00002
Caenispirillum	414051	G	76	53	129	0.00120
Varunaivibrio	1866954	G	42	10	52	0.00048
Stella	93	G	8	4	12	0.00011
Nisaea	390876	G	4	0	4	0.00004
Brevundimonas	41275	G	190	42	232	0.00215
Caulobacter	75	G	173	44	217	0.00201
Phenylobacterium	20	G	84	23	107	0.00099
Terricaulis	2768684	G	51	6	57	0.00053
Asticcacaulis	76890	G	24	0	24	0.00022
Paracoccus	265	G	33	27	60	0.00056
Rhodovulum	34008	G	20	184	204	0.00189
Pontivivens	1844015	G	16	169	185	0.00171
Pikeienuella	2831955	G	4	15	19	0.00018
Paroceanicella	2683599	G	3	25	28	0.00026
Pseudorhodobacter	238783	G	2	12	14	0.00013
Ruegeria	97050	G	4	9	13	0.00012
Roseicyclus	336277	G	1	0	1	0.00001
Jannaschia	188905	G	1	2	3	0.00003
Roseomonas	125216	G	204	73	277	0.00257
Roseococcus	35812	G	31	12	43	0.00040
Sediminicoccus	1706033	G	1	0	1	0.00001
Acidibrevibacterium	2603324	G	59	33	92	0.00085
Lichenicola	2804525	G	6	4	10	0.00009
Granulibacter	364409	G	3	1	4	0.00004
Commensalibacter	1079922	G	2	0	2	0.00002
Acidisoma	512381	G	34	8	42	0.00039
Acidocella	50709	G	1	0	1	0.00001
Elioraea	457933	G	26	11	37	0.00034
Wolbachia	953	G	49	55	104	0.00096
Neorickettsia	33993	G	17	0	17	0.00016
Candidatus Neoehrlichia	467749	G	9	1	10	0.00009
Candidatus Mesenet	2883098	G	4	0	4	0.00004
Anaplasma	768	G	1	0	1	0.00001
Orientia	69474	G	2	0	2	0.00002
Candidatus Trichorickettsia	1522201	G	1	0	1	0.00001
Candidatus Megaera	1742636	G	2	1	3	0.00003
Candidatus Phycorickettsia	2115980	G	2	0	2	0.00002
Candidatus Midichloria	411566	G	1	0	1	0.00001
Candidatus Bandiella	2716172	G	1	0	1	0.00001
Candidatus Deianiraea	2603321	G	1	0	1	0.00001
Hyphobacterium	2004661	G	71	9	80	0.00074
Maricaulis	74317	G	1	0	1	0.00001
Candidatus Paracaedibacter	1521255	G	37	0	37	0.00034
Candidatus Bodocaedibacter	3163645	G	5	0	5	0.00005
Candidatus Nucleicultrix	1509243	G	12	1	13	0.00012
Candidatus Bealeia	1920992	G	8	0	8	0.00007
Candidatus Hydrogenosomobacter	2654634	G	2	0	2	0.00002
Candidatus Gromoviella	2900571	G	1	0	1	0.00001
Temperatibacter	1549129	G	6	2	8	0.00007
Gimibacter	3058346	G	4	3	7	0.00006
Kordiimonas	288021	G	8	1	9	0.00008
Candidatus Pelagibacter	198251	G	17	0	17	0.00016
Candidatus Fonsibacter	2045213	G	4	0	4	0.00004
Candidatus Viadribacter	2892997	G	11	1	12	0.00011
Hyphococcus	2038635	G	9	0	9	0.00008
Parvularcula	208215	G	1	0	1	0.00001
Sneathiella	510690	G	4	0	4	0.00004
Minwuia	2493629	G	1	0	1	0.00001
Tistrella	171436	G	1	1	2	0.00002
Lysobacter	68	G	772	420	1192	0.01105
Luteimonas	83614	G	359	3	362	0.00336
Arenimonas	490567	G	319	326	645	0.00598
Pseudoxanthomonas	83618	G	242	273	515	0.00477
Agrilutibacter	3382696	G	44	77	121	0.00112
Xanthomonas	338	G	37	1446	1483	0.01374
Stenotrophomonas	40323	G	34	1	35	0.00032
Xylella	2370	G	11	44	55	0.00051
Solilutibacter	3382695	G	2	2	4	0.00004
Pseudolysobacter	2709666	G	1	0	1	0.00001
Rhodanobacter	75309	G	81	0	81	0.00075
Tahibacter	1453544	G	35	35	70	0.00065
Dokdonella	323413	G	9	25	34	0.00032
Luteibacter	242605	G	8	25	33	0.00031
Aerosticca	2707020	G	5	53	58	0.00054
Frateuria	70411	G	3	45	48	0.00044
Dyella	231454	G	3	19	22	0.00020
Candidatus Moranella	1048757	G	254	0	254	0.00235
Escherichia	561	G	190	1028	1218	0.01129
Klebsiella	570	G	54	1319	1373	0.01273
Candidatus Blochmanniella	203804	G	16	19	35	0.00032
Candidatus Purcelliella	472825	G	6	0	6	0.00006
Salmonella	590	G	18	4441	4459	0.04133
Enterobacter	547	G	11	24	35	0.00032
Citrobacter	544	G	8	17	25	0.00023
Candidatus Curculioniphilus	690591	G	2	0	2	0.00002
Candidatus Profftia	1177214	G	1	0	1	0.00001
Superficieibacter	2303321	G	1	0	1	0.00001
Sodalis	84565	G	651	121	772	0.00716
Proteus	583	G	62	11	73	0.00068
Providencia	586	G	8	2	10	0.00009
Arsenophonus	637	G	8	0	8	0.00007
Morganella	581	G	2	0	2	0.00002
Edwardsiella	635	G	40	8	48	0.00044
Erwinia	551	G	10	2	12	0.00011
Buchnera	32199	G	4	18	22	0.00020
Brenneria	71655	G	6	3	9	0.00008
Dickeya	204037	G	2	1	3	0.00003
Serratia	613	G	2	0	2	0.00002
Yersinia	629	G	2	0	2	0.00002
Thiocapsa	1056	G	796	0	796	0.00738
Thermochromatium	85073	G	7	7	14	0.00013
Nitrosococcus	1227	G	6	0	6	0.00006
Allochromatium	85072	G	5	4	9	0.00008
Marichromatium	85076	G	4	1	5	0.00005
Thioflavicoccus	156885	G	1	0	1	0.00001
Caldichromatium	2828366	G	1	0	1	0.00001
Candidatus Thiodiazotropha	1913444	G	443	0	443	0.00411
Sedimenticola	349742	G	1	102	103	0.00095
Spiribacter	1335745	G	143	17	160	0.00148
Acidihalobacter	1765964	G	4	0	4	0.00004
Alkalilimnicola	133193	G	2	0	2	0.00002
Ectothiorhodospira	1051	G	1	0	1	0.00001
Halorhodospira	85108	G	1	0	1	0.00001
Aquisalimonas	406099	G	1	0	1	0.00001
Guyparkeria	2035712	G	4	0	4	0.00004
Steroidobacter	469322	G	782	103	885	0.00820
Cellvibrio	10	G	618	0	618	0.00573
Congregibacter	393661	G	19	1	20	0.00019
Aequoribacter	2847769	G	6	0	6	0.00006
Halioglobus	1217416	G	1	0	1	0.00001
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00001
Microbulbifer	48073	G	4	0	4	0.00004
Zhongshania	1434050	G	1	0	1	0.00001
Pseudomonas	286	G	185	132	317	0.00294
Halopseudomonas	2901189	G	7	1	8	0.00007
Entomomonas	2758906	G	3	0	3	0.00003
Metapseudomonas	3236656	G	2	2	4	0.00004
Stutzerimonas	2901164	G	1	1	2	0.00002
Kangiella	261963	G	215	0	215	0.00199
Paraphotobacterium	2042066	G	106	11	117	0.00108
Vibrio	662	G	103	0	103	0.00095
Aquicella	254245	G	77	42	119	0.00110
Coxiella	776	G	3	0	3	0.00003
Legionella	445	G	24	24	48	0.00044
Sulfurifustis	1692042	G	105	14	119	0.00110
Sulfuricaulis	1744881	G	16	2	18	0.00017
Acidiferrobacter	986106	G	9	0	9	0.00008
Candidatus Palibaumannia	198346	G	112	10	122	0.00113
Candidatus Vondammii	2686004	G	4	0	4	0.00004
Thalassotalea	1518149	G	51	3	54	0.00050
Thalassomonas	137583	G	2	0	2	0.00002
Flocculibacter	2834759	G	10	0	10	0.00009
Pseudoalteromonas	53246	G	4	4	8	0.00007
Psychromonas	67572	G	11	0	11	0.00010
Shewanella	22	G	7	2	9	0.00008
Pseudidiomarina	2800384	G	1	6	7	0.00006
Saccharobesus	2894574	G	1	3	4	0.00004
Moritella	58050	G	1	0	1	0.00001
Methylococcus	413	G	34	15	49	0.00045
Methylocaldum	73778	G	17	8	25	0.00023
