name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pasteurella	745	G	1	4	5	0.00005
Kushneria	504090	G	4	2	6	0.00006
Halomonas	2745	G	2	12	14	0.00013
Candidatus Carsonella	114185	G	2	0	2	0.00002
Salicola	332339	G	1	1	2	0.00002
Allohahella	1855402	G	5	4	9	0.00009
Marinobacterium	48075	G	2	4	6	0.00006
Marinomonas	28253	G	1	0	1	0.00001
Venatoribacter	2893036	G	1	2	3	0.00003
Salinispirillum	1649491	G	2	2	4	0.00004
Saccharospirillum	231683	G	1	1	2	0.00002
Alcanivorax	59753	G	1	0	1	0.00001
Marinicella	863253	G	1	0	1	0.00001
Endozoicomonas	305899	G	2	1	3	0.00003
Pleionea	1502941	G	1	0	1	0.00001
Agarivorans	261825	G	8	0	8	0.00008
Saccharobesus	2894574	G	7	1	8	0.00008
Catenovulum	1172191	G	6	0	6	0.00006
Psychromonas	67572	G	16	0	16	0.00015
Thalassotalea	1518149	G	13	0	13	0.00012
Pseudoalteromonas	53246	G	4	5	9	0.00009
Flocculibacter	2834759	G	2	0	2	0.00002
Sulfurifustis	1692042	G	25	4	29	0.00028
Acidiferrobacter	986106	G	5	0	5	0.00005
Sulfuricaulis	1744881	G	5	0	5	0.00005
Dichelobacter	869	G	12	5	17	0.00016
Wohlfahrtiimonas	582472	G	2	0	2	0.00002
Acinetobacter	469	G	8	3	11	0.00010
Aquirhabdus	2824158	G	4	0	4	0.00004
Psychrobacter	497	G	1	0	1	0.00001
Thiomicrorhabdus	2039723	G	9	0	9	0.00009
Thiomicrospira	933	G	2	0	2	0.00002
Piscirickettsia	1237	G	1	0	1	0.00001
Candidatus Vondammii	2686004	G	5	0	5	0.00005
Celerinatantimonas	412033	G	5	0	5	0.00005
Candidatus Palibaumannia	198346	G	2	0	2	0.00002
Aeromonas	642	G	8	5	13	0.00012
Sulfurivermis	2034504	G	7	2	9	0.00009
Woeseia	1738655	G	3	0	3	0.00003
Zophobihabitans	2894762	G	2	0	2	0.00002
Cupriavidus	106589	G	508	5	513	0.00488
Ralstonia	48736	G	113	175	288	0.00274
Paraburkholderia	1822464	G	75	45	120	0.00114
Lautropia	47670	G	27	17	44	0.00042
Burkholderia	32008	G	6	1327	1333	0.01267
Caballeronia	1827195	G	2	0	2	0.00002
Robbsia	2038280	G	2	0	2	0.00002
Variovorax	34072	G	42	14	56	0.00053
Limnohabitans	665874	G	19	0	19	0.00018
Diaphorobacter	238749	G	6	124	130	0.00124
Ramlibacter	174951	G	4	39	43	0.00041
Vandammella	2919468	G	3	17	20	0.00019
Comamonas	283	G	1	19	20	0.00019
Delftia	80865	G	1	103	104	0.00099
Hylemonella	232523	G	1	8	9	0.00009
Massilia	149698	G	13	193	206	0.00196
Pseudoduganella	1522432	G	4	21	25	0.00024
Janthinobacterium	29580	G	52	0	52	0.00049
Actimicrobium	1051898	G	33	52	85	0.00081
Noviherbaspirillum	1344552	G	9	20	29	0.00028
Collimonas	202907	G	5	0	5	0.00005
Herbaspirillum	963	G	3	0	3	0.00003
Undibacterium	401469	G	2	0	2	0.00002
Candidatus Zinderia	884214	G	1	0	1	0.00001
Sutterella	40544	G	69	12	81	0.00077
Turicimonas	1918598	G	2	0	2	0.00002
Roseateles	93681	G	25	0	25	0.00024
Basilea	1472344	G	4	0	4	0.00004
Bordetella	517	G	3	19	22	0.00021
Oligella	90243	G	1	0	1	0.00001
Tepidimonas	114248	G	2	3	5	0.00005
Aquabacterium	92793	G	1	1	2	0.00002
Candidatus Ichthyocystis	2929841	G	1	0	1	0.00001
Sulfuritortus	1938335	G	378	560	938	0.00892
Thiobacillus	919	G	4	4	8	0.00008
Nitrosomonas	914	G	57	0	57	0.00054
Nitrosospira	35798	G	47	0	47	0.00045
Usitatibacter	2803845	G	16	7	23	0.00022
Sideroxyarcus	2943286	G	1	0	1	0.00001
Azonexus	146936	G	91	91	182	0.00173
Dechloromonas	73029	G	7	4	11	0.00010
Pseudothauera	2891324	G	41	35	76	0.00072
Niveibacterium	1769726	G	3	22	25	0.00024
Azospira	146937	G	2	0	2	0.00002
Laribacter	168470	G	25	30	55	0.00052
Aquella	2593687	G	1	0	1	0.00001
Ferrovum	416212	G	30	5	35	0.00033
Candidatus Kinetoplastibacterium	33055	G	1	0	1	0.00001
Chitinivorax	1433992	G	1	0	1	0.00001
Mariprofundus	377315	G	4	0	4	0.00004
Gemmata	113	G	342	631	973	0.00925
Limnoglobus	2731450	G	249	343	592	0.00563
Urbifossiella	2807415	G	211	489	700	0.00666
Frigoriglobus	2774146	G	107	352	459	0.00436
Telmatocola	1382832	G	96	28	124	0.00118
Tuwongella	2051044	G	9	3	12	0.00011
Pirellula	123	G	425	367	792	0.00753
Blastopirellula	265487	G	81	243	324	0.00308
Rosistilla	2795779	G	21	0	21	0.00020
Mariniblastus	2005380	G	15	14	29	0.00028
Lignipirellula	2795775	G	13	38	51	0.00048
Stieleria	2795973	G	8	2	10	0.00010
Anatilimnocola	2807414	G	8	20	28	0.00027
Aureliella	2795605	G	5	9	14	0.00013
Rhodopirellula	265488	G	2	5	7	0.00007
Lacipirellula	2691417	G	148	0	148	0.00141
Aeoliella	2795781	G	22	106	128	0.00122
Botrimarina	2795782	G	15	117	132	0.00126
Bythopirellula	1400386	G	13	58	71	0.00068
Pirellulimonas	2795783	G	1	8	9	0.00009
Gimesia	1649453	G	174	2	176	0.00167
Caulifigura	2795778	G	105	131	236	0.00224
Planctomyces	118	G	66	74	140	0.00133
Alienimonas	2714737	G	53	60	113	0.00107
Symmachiella	2795780	G	33	18	51	0.00048
Polystyrenella	2795774	G	31	16	47	0.00045
Maioricimonas	2795777	G	11	14	25	0.00024
Planctellipticum	3132181	G	8	10	18	0.00017
Rubinisphaera	1649490	G	7	6	13	0.00012
Thalassoglobus	2795865	G	4	1	5	0.00005
Planctopirus	1649480	G	2	0	2	0.00002
Fuerstiella	1936111	G	1	0	1	0.00001
Kolteria	3405236	G	87	45	132	0.00126
Saltatorellus	3405235	G	41	19	60	0.00057
Rohdeia	3405237	G	21	25	46	0.00044
Paludisphaera	1763521	G	33	83	116	0.00110
Singulisphaera	466152	G	25	10	35	0.00033
Aquisphaera	1511635	G	23	37	60	0.00057
Tautonia	2680020	G	11	13	24	0.00023
Isosphaera	127	G	1	0	1	0.00001
Humisphaera	2807511	G	338	63	401	0.00381
Mucisphaera	2913022	G	29	5	34	0.00032
Poriferisphaera	2803301	G	9	0	9	0.00009
Phycisphaera	666508	G	2	0	2	0.00002
Sedimentisphaera	2483368	G	2	0	2	0.00002
Anaerohalosphaera	2690159	G	1	0	1	0.00001
Candidatus Kuenenia	380738	G	70	3	73	0.00069
Candidatus Uabimicrobium	2897349	G	8	0	8	0.00008
Verrucomicrobium	2735	G	397	273	670	0.00637
Roseimicrobium	1348508	G	179	155	334	0.00318
Luteolibacter	518753	G	24	34	58	0.00055
Sulfuriroseicoccus	2911469	G	7	9	16	0.00015
Akkermansia	239934	G	1	0	1	0.00001
Fontisphaera	3050007	G	192	27	219	0.00208
Candidatus Xiphinematobacter	134550	G	378	24	402	0.00382
Horticoccus	2986286	G	15	26	41	0.00039
Oleiharenicola	2100741	G	9	38	47	0.00045
Nibricoccus	2576890	G	8	15	23	0.00022
Opitutus	178440	G	1	1	2	0.00002
Ereboglobus	2028344	G	1	2	3	0.00003
Termitidicoccus	3126963	G	1	1	2	0.00002
Coraliomargarita	442430	G	49	0	49	0.00047
Candidatus Pelagisphaera	3049269	G	3	9	12	0.00011
Methylacidimicrobium	1541670	G	97	0	97	0.00092
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	1	0	1	0.00001
Candidatus Protochlamydia	282132	G	19	11	30	0.00029
Neochlamydia	112987	G	7	2	9	0.00009
Parachlamydia	83551	G	4	2	6	0.00006
Candidatus Rhabdochlamydia	292833	G	9	0	9	0.00009
Simkania	34093	G	1	0	1	0.00001
Chlamydia	810	G	20	1	21	0.00020
Kiritimatiella	1921784	G	31	10	41	0.00039
Tichowtungia	2907187	G	1	0	1	0.00001
Candidatus Velamenicoccus	2789201	G	7	0	7	0.00007
Lentisphaera	256846	G	1	0	1	0.00001
Luteitalea	2004797	G	6621	144	6765	0.06432
Paludibaculum	1649475	G	263	50	313	0.00298
Candidatus Korobacter	658061	G	118	20	138	0.00131
Terriglobus	392733	G	81	23	104	0.00099
Acidisarcina	2608728	G	1	1	2	0.00002
Alloacidobacterium	2951993	G	1	0	1	0.00001
Geothrix	44675	G	4	0	4	0.00004
Flavisolibacter	398041	G	428	103	531	0.00505
Niabella	379899	G	402	101	503	0.00478
Ferruginibacter	1004303	G	141	9	150	0.00143
Paraflavitalea	2698688	G	104	0	104	0.00099
Niastella	354354	G	95	33	128	0.00122
Sediminibacterium	504481	G	65	12	77	0.00073
Arachidicoccus	1769012	G	61	0	61	0.00058
Pseudobacter	1860196	G	51	18	69	0.00066
Mycovorax	3389990	G	45	30	75	0.00071
Phnomibacter	2836216	G	42	0	42	0.00040
Chitinophaga	79328	G	41	3	44	0.00042
Panacibacter	1874621	G	9	2	11	0.00010
Flavihumibacter	1004301	G	6	0	6	0.00006
Filimonas	649460	G	5	1	6	0.00006
Lacibacter	649461	G	4	1	5	0.00005
Thermoflavifilum	1649506	G	3	0	3	0.00003
Pseudocnuella	2812019	G	1	0	1	0.00001
Pontibacter	323449	G	207	246	453	0.00431
Hymenobacter	89966	G	38	17	55	0.00052
Adhaeribacter	299566	G	37	30	67	0.00064
Chryseolinea	1433993	G	54	65	119	0.00113
Fulvivirga	396811	G	1	1	2	0.00002
Persicobacter	59740	G	12	12	24	0.00023
Fulvitalea	1434007	G	11	6	17	0.00016
Aureibacter	1097443	G	1	0	1	0.00001
Cytophaga	978	G	14	16	30	0.00029
Spirosoma	107	G	7	13	20	0.00019
Dyadobacter	120831	G	10	10	20	0.00019
Larkinella	332157	G	3	11	14	0.00013
Fibrella	861914	G	1	5	6	0.00006
Algoriphagus	246875	G	7	0	7	0.00007
Roseivirga	290180	G	5	0	5	0.00005
Flammeovirga	59739	G	2	1	3	0.00003
Imperialibacter	1649461	G	2	0	2	0.00002
Mangrovivirga	2858886	G	3	4	7	0.00007
Rhodocytophaga	455076	G	3	3	6	0.00006
Emticicia	312278	G	2	2	4	0.00004
Marinilongibacter	2975149	G	1	1	2	0.00002
Marivirga	869806	G	2	0	2	0.00002
Flavobacterium	237	G	168	134	302	0.00287
Tenacibaculum	104267	G	6	0	6	0.00006
Aegicerativicinus	2893197	G	2	6	8	0.00008
Leeuwenhoekiella	283735	G	1	0	1	0.00001
Vaginella	1935184	G	1	2	3	0.00003
Mangrovimonas	1211036	G	1	5	6	0.00006
Lutibacter	358023	G	1	0	1	0.00001
Chryseobacterium	59732	G	10	26	36	0.00034
Faecalibacter	2766734	G	6	0	6	0.00006
Blattabacterium	34098	G	5	2	7	0.00007
Fluviicola	332102	G	4	0	4	0.00004
Paracrocinitomix	3024544	G	1	0	1	0.00001
Croceimicrobium	2828338	G	1	0	1	0.00001
Solitalea	929509	G	24	4	28	0.00027
Sphingobacterium	28453	G	18	68	86	0.00082
Pedobacter	84567	G	4	7	11	0.00010
Mucilaginibacter	423349	G	4	7	11	0.00010
Aurantibacillus	3088889	G	47	5	52	0.00049
Mangrovibacterium	1573808	G	22	3	25	0.00024
Aquipluma	2792393	G	3	0	3	0.00003
Alkalitalea	1193324	G	13	1	14	0.00013
Alistipes	239759	G	6	0	6	0.00006
Bacteroides	816	G	4	7	11	0.00010
Butyricimonas	574697	G	2	3	5	0.00005
Porphyromonas	836	G	1	2	3	0.00003
Dysgonomonas	156973	G	1	0	1	0.00001
Tenuifilum	2760873	G	1	0	1	0.00001
Candidatus Sulfidibacterium	2923290	G	12	1	13	0.00012
Lewinella	70994	G	5	4	9	0.00009
Haliscomenobacter	2349	G	1	0	1	0.00001
Melioribacter	1134403	G	156	7	163	0.00155
Ignavibacterium	795750	G	45	2	47	0.00045
Pelodictyon	1099	G	2	3	5	0.00005
Chloroherpeton	100715	G	4	2	6	0.00006
Rubrivirga	1434037	G	6	0	6	0.00006
Rhodocaloribacter	2893090	G	1	0	1	0.00001
Gemmatimonas	173479	G	685	24	709	0.00674
Gemmatirosa	1706036	G	157	187	344	0.00327
Pseudogemmatithrix	3237678	G	128	296	424	0.00403
Candidatus Palauibacter	3056650	G	2	0	2	0.00002
Gaopeijia	3381669	G	7	1	8	0.00008
Fibrobacter	832	G	2	0	2	0.00002
Dictyoglomus	13	G	2582	157	2739	0.02604
Anaeromyxobacter	161492	G	553	13	566	0.00538
Melittangium	44	G	37	286	323	0.00307
Vulgatibacter	1524214	G	16	23	39	0.00037
Pendulispora	3375062	G	170	0	170	0.00162
Polyangium	55	G	130	116	246	0.00234
Sorangium	39643	G	103	140	243	0.00231
Chondromyces	50	G	40	23	63	0.00060
Pajaroellobacter	1882917	G	11	1	12	0.00011
Sandaracinus	1055688	G	49	27	76	0.00072
Labilithrix	1524217	G	44	25	69	0.00066
Haliangium	162027	G	276	156	432	0.00411
Nannocystis	53	G	51	25	76	0.00072
Nitrospira	1234	G	636	104	740	0.00704
Leptospirillum	179	G	51	0	51	0.00048
Thermodesulfovibrio	28261	G	8	0	8	0.00008
Dissulfurispira	2811506	G	3	0	3	0.00003
Trichlorobacter	115782	G	3	65	68	0.00065
Geobacter	28231	G	1	0	1	0.00001
Desulfuromonas	890	G	29	2	31	0.00029
Geoalkalibacter	392332	G	24	57	81	0.00077
Mailhella	1981028	G	22	14	36	0.00034
Maridesulfovibrio	2794998	G	21	5	26	0.00025
Pseudodesulfovibrio	2035811	G	6	3	9	0.00009
Solidesulfovibrio	2910984	G	4	0	4	0.00004
Oleidesulfovibrio	2909705	G	3	7	10	0.00010
Desulfovibrio	872	G	2	2	4	0.00004
Desulfocurvibacter	2582840	G	1	0	1	0.00001
Desulfomicrobium	898	G	1	0	1	0.00001
Desulfohalobium	45662	G	1	0	1	0.00001
Desulfosarcina	2299	G	63	0	63	0.00060
Desulfoluna	497721	G	6	1	7	0.00007
Desulfosudis	2904716	G	4	1	5	0.00005
Desulfobacula	28222	G	2	1	3	0.00003
Desulfobulbus	893	G	7	10	17	0.00016
Desulfurivibrio	427922	G	5	3	8	0.00008
Desulfomarina	2894767	G	2	2	4	0.00004
Syntrophus	43773	G	9	1	10	0.00010
Syntrophobacter	29526	G	3	3	6	0.00006
Desulfoglaeba	361106	G	2	1	3	0.00003
Candidatus Desulfofervidus	1902583	G	5	0	5	0.00005
Thermosulfuriphilus	2033601	G	1	0	1	0.00001
Nitratiruptor	269258	G	126	0	126	0.00120
Nitrosophilus	2795692	G	49	8	57	0.00054
Sulfurimonas	202746	G	41	0	41	0.00039
Arcobacter	28196	G	1	31	32	0.00030
Helicobacter	209	G	4	1	5	0.00005
Campylobacter	194	G	3	2	5	0.00005
Hippea	84404	G	7	0	7	0.00007
Nitrospina	35800	G	216	59	275	0.00261
Peredibacter	263370	G	75	0	75	0.00071
Bacteriovorax	146784	G	5	0	5	0.00005
Halobacteriovorax	1652133	G	39	3	42	0.00040
Bdellovibrio	958	G	2	1	3	0.00003
Sulfurihydrogenibium	212790	G	67	1	68	0.00065
Coprothermobacter	68335	G	36	1	37	0.00035
Elusimicrobium	423604	G	34	1	35	0.00033
Thiospirochaeta	2792240	G	10	1	11	0.00010
Spirochaeta	146	G	1	0	1	0.00001
Oceanispirochaeta	2035349	G	1	0	1	0.00001
Treponema	157	G	13	0	13	0.00012
Gracilinema	2951106	G	1	0	1	0.00001
Leptospira	171	G	6	6	12	0.00011
Sphaerobacter	2056	G	15	3	18	0.00017
Calditerrivibrio	545865	G	9	1	10	0.00010
Deferribacter	53572	G	2	0	2	0.00002
Mucispirillum	248038	G	2	0	2	0.00002
Flexistipes	2351	G	1	0	1	0.00001
Caldithrix	187144	G	11	1	12	0.00011
Thermosulfidibacter	412592	G	2	0	2	0.00002
Nocardioides	1839	G	2138	3000	5138	0.04885
Aeromicrobium	2040	G	27	0	27	0.00026
Micropruina	116071	G	2	4	6	0.00006
Mumia	1546255	G	1	0	1	0.00001
Microlunatus	29404	G	235	224	459	0.00436
Propionibacterium	1743	G	5	9	14	0.00013
Auraticoccus	1278221	G	1	2	3	0.00003
Kribbella	182639	G	45	0	45	0.00043
Nesterenkonia	57494	G	5	0	5	0.00005
Agromyces	33877	G	102	294	396	0.00377
Aquiluna	529881	G	28	0	28	0.00027
Rhodoluna	529883	G	2	0	2	0.00002
Microbacterium	33882	G	25	10	35	0.00033
Gryllotalpicola	1195526	G	9	33	42	0.00040
Curtobacterium	2034	G	1	0	1	0.00001
Ornithinimicrobium	125287	G	78	146	224	0.00213
Cellulosimicrobium	157920	G	32	669	701	0.00667
Promicromonospora	43676	G	3	0	3	0.00003
Pedococcus	2805645	G	5	28	33	0.00031
Nostocoides	99479	G	2	13	15	0.00014
Phycicoccus	367298	G	1	6	7	0.00007
Cellulomonas	1707	G	34	87	121	0.00115
Brachybacterium	43668	G	23	0	23	0.00022
Dermabacter	36739	G	1	0	1	0.00001
Demequina	577469	G	6	0	6	0.00006
Sanguibacter	60919	G	3	0	3	0.00003
Yimella	908935	G	2	3	5	0.00005
Tropheryma	2038	G	1	0	1	0.00001
Ruania	626119	G	1	0	1	0.00001
Bifidobacterium	1678	G	1026	0	1026	0.00976
Mycolicibacterium	1866885	G	4	460	464	0.00441
Mycobacterium	1763	G	1	0	1	0.00001
Rhodococcus	1827	G	69	38	107	0.00102
Nocardia	1817	G	36	61	97	0.00092
Corynebacterium	1716	G	79	44	123	0.00117
Tsukamurella	2060	G	8	0	8	0.00008
Streptomyces	1883	G	334	667	1001	0.00952
Yinghuangia	2805681	G	3	11	14	0.00013
Blastococcus	38501	G	479	1378	1857	0.01766
Modestobacter	88138	G	2	0	2	0.00002
Micromonospora	1873	G	134	14	148	0.00141
Catellatospora	53365	G	46	159	205	0.00195
Longispora	203522	G	40	107	147	0.00140
Dactylosporangium	35753	G	25	0	25	0.00024
Phytohabitans	907364	G	16	3	19	0.00018
Plantactinospora	673534	G	12	61	73	0.00069
Actinoplanes	1865	G	3	0	3	0.00003
Actinomycetospora	402649	G	68	318	386	0.00367
Pseudonocardia	1847	G	41	38	79	0.00075
Saccharomonospora	1851	G	6	41	47	0.00045
Amycolatopsis	1813	G	4	0	4	0.00004
Lentzea	165301	G	3	22	25	0.00024
