name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Microvirga	186650	G	591	14	605	0.00575
Methylobacterium	407	G	135	805	940	0.00894
Mesorhizobium	68287	G	523	0	523	0.00497
Nitratireductor	245876	G	4	1	5	0.00005
Bradyrhizobium	374	G	98	3	101	0.00096
Rhodopseudomonas	1073	G	29	374	403	0.00383
Afipia	1033	G	8	0	8	0.00008
Hyphomicrobium	81	G	330	1	331	0.00315
Rhodomicrobium	1068	G	12	3	15	0.00014
Pseudorhodoplanes	1734920	G	174	88	262	0.00249
Enhydrobacter	212791	G	105	49	154	0.00146
Terrihabitans	2874214	G	33	20	53	0.00050
Nordella	169055	G	1	0	1	0.00001
Candidatus Hodgkinia	573657	G	1	0	1	0.00001
Ancylobacter	99	G	94	91	185	0.00176
Xanthobacter	279	G	52	30	82	0.00078
Pseudolabrys	556257	G	39	29	68	0.00065
Labrys	204476	G	6	0	6	0.00006
Azorhizobium	6	G	2	1	3	0.00003
Beijerinckia	532	G	165	50	215	0.00204
Methylocapsa	184923	G	10	2	12	0.00011
Methylovirgula	1156568	G	1	0	1	0.00001
Phreatobacter	1632780	G	173	136	309	0.00294
Chenggangzhangella	2041902	G	156	106	262	0.00249
Liberibacter	34019	G	34	0	34	0.00032
Rhizobium	379	G	2	94	96	0.00091
Pararhizobium	1612611	G	1	0	1	0.00001
Shinella	323620	G	5	0	5	0.00005
Devosia	46913	G	54	50	104	0.00099
Salinarimonas	690086	G	42	38	80	0.00076
Terrirubrum	3142786	G	24	12	36	0.00034
Martelella	293088	G	19	0	19	0.00018
Aureimonas	414371	G	4	0	4	0.00004
Kaistia	166953	G	15	13	28	0.00027
Chelatococcus	28209	G	11	0	11	0.00010
Blastochloris	59282	G	11	0	11	0.00010
Brucella	234	G	7	2924	2931	0.02787
Cohaesibacter	655352	G	5	0	5	0.00005
Anderseniella	444432	G	2	0	2	0.00002
Kaustia	2838250	G	1	1	2	0.00002
Afifella	643217	G	4	2	6	0.00006
Methyloraptor	3382645	G	3	2	5	0.00005
Methylocystis	133	G	3	0	3	0.00003
Oceaniradius	2679892	G	1	0	1	0.00001
Bosea	85413	G	1	0	1	0.00001
Acuticoccus	1904377	G	1	0	1	0.00001
Sphingomonas	13687	G	1653	304	1957	0.01861
Sphingobium	165695	G	43	0	43	0.00041
Novosphingobium	165696	G	12	2	14	0.00013
Sphingopyxis	165697	G	4	0	4	0.00004
Sphingorhabdus	1434046	G	3	0	3	0.00003
Parasphingopyxis	1234545	G	2	0	2	0.00002
Sphingomicrobium	1227948	G	1	0	1	0.00001
Erythrobacter	1041	G	29	593	622	0.00591
Tsuneonella	2800686	G	16	73	89	0.00085
Croceibacterium	2676755	G	6	23	29	0.00028
Aurantiacibacter	2800681	G	2	0	2	0.00002
Sphingosinicella	335405	G	184	100	284	0.00270
Zymomonas	541	G	15	1	16	0.00015
Skermanella	204447	G	228	0	228	0.00217
Niveispirillum	1543704	G	37	64	101	0.00096
Azospirillum	191	G	4	4	8	0.00008
Hypericibacter	2705399	G	102	27	129	0.00123
Ferrovibrio	1231242	G	66	84	150	0.00143
Pararhodospirillum	1612157	G	14	15	29	0.00028
Algihabitans	2821512	G	2	2	4	0.00004
Candidatus Endolissoclinum	1263978	G	1	0	1	0.00001
Caenispirillum	414051	G	17	46	63	0.00060
Terasakiella	196080	G	5	1	6	0.00006
Varunaivibrio	1866954	G	3	2	5	0.00005
Stella	93	G	1	2	3	0.00003
Brevundimonas	41275	G	60	1	61	0.00058
Caulobacter	75	G	33	19	52	0.00049
Phenylobacterium	20	G	20	10	30	0.00029
Terricaulis	2768684	G	14	3	17	0.00016
Asticcacaulis	76890	G	2	0	2	0.00002
Roseomonas	125216	G	46	41	87	0.00083
Roseococcus	35812	G	1	0	1	0.00001
Komagataeibacter	1434011	G	23	13	36	0.00034
Lichenicola	2804525	G	14	9	23	0.00022
Acidibrevibacterium	2603324	G	1	0	1	0.00001
Elioraea	457933	G	4	4	8	0.00008
Acidisoma	512381	G	2	1	3	0.00003
Wolbachia	953	G	40	100	140	0.00133
Candidatus Mesenet	2883098	G	10	1	11	0.00010
Candidatus Neoehrlichia	467749	G	3	0	3	0.00003
Rickettsia	780	G	1	0	1	0.00001
Orientia	69474	G	1	0	1	0.00001
Candidatus Phycorickettsia	2115980	G	1	0	1	0.00001
Candidatus Midichloria	411566	G	1	0	1	0.00001
Candidatus Bandiella	2716172	G	1	0	1	0.00001
Rhodovulum	34008	G	38	43	81	0.00077
Paracoccus	265	G	10	4	14	0.00013
Paroceanicella	2683599	G	9	11	20	0.00019
Pikeienuella	2831955	G	2	1	3	0.00003
Pontivivens	1844015	G	1	1	2	0.00002
Yoonia	2211641	G	1	0	1	0.00001
Pukyongiella	2831925	G	1	1	2	0.00002
Roseicyclus	336277	G	6	0	6	0.00006
Jannaschia	188905	G	3	3	6	0.00006
Palleronia	315422	G	2	1	3	0.00003
Hyphobacterium	2004661	G	94	21	115	0.00109
Candidatus Bodocaedibacter	3163645	G	9	0	9	0.00009
Candidatus Paracaedibacter	1521255	G	4	0	4	0.00004
Candidatus Bealeia	1920992	G	7	0	7	0.00007
Candidatus Gromoviella	2900571	G	1	0	1	0.00001
Candidatus Nucleicultrix	1509243	G	3	0	3	0.00003
Candidatus Viadribacter	2892997	G	19	3	22	0.00021
Candidatus Pelagibacter	198251	G	8	0	8	0.00008
Candidatus Fonsibacter	2045213	G	5	0	5	0.00005
Kordiimonas	288021	G	4	1	5	0.00005
Gimibacter	3058346	G	4	5	9	0.00009
Sneathiella	510690	G	1	0	1	0.00001
Candidatus Thiodiazotropha	1913444	G	894	0	894	0.00850
Sedimenticola	349742	G	1	50	51	0.00048
Thiocapsa	1056	G	514	1	515	0.00490
Nitrosococcus	1227	G	35	0	35	0.00033
Thermochromatium	85073	G	12	8	20	0.00019
Allochromatium	85072	G	11	8	19	0.00018
Spiribacter	1335745	G	45	9	54	0.00051
Alkalilimnicola	133193	G	2	0	2	0.00002
Acidihalobacter	1765964	G	2	0	2	0.00002
Thioalkalivibrio	106633	G	1	0	1	0.00001
Aquisalimonas	406099	G	1	0	1	0.00001
Guyparkeria	2035712	G	3	0	3	0.00003
Granulosicoccus	437504	G	1	0	1	0.00001
Candidatus Moranella	1048757	G	479	0	479	0.00455
Escherichia	561	G	326	1317	1643	0.01562
Enterobacter	547	G	26	51	77	0.00073
Salmonella	590	G	26	4973	4999	0.04753
Klebsiella	570	G	16	370	386	0.00367
Citrobacter	544	G	13	58	71	0.00068
Candidatus Purcelliella	472825	G	3	0	3	0.00003
Candidatus Blochmanniella	203804	G	2	0	2	0.00002
Candidatus Mikella	1906660	G	2	9	11	0.00010
Candidatus Schneideria	1081630	G	2	0	2	0.00002
Candidatus Profftia	1177214	G	1	0	1	0.00001
Candidatus Curculioniphilus	690591	G	1	0	1	0.00001
Sodalis	84565	G	251	49	300	0.00285
Proteus	583	G	162	32	194	0.00184
Arsenophonus	637	G	4	0	4	0.00004
Providencia	586	G	1	0	1	0.00001
Edwardsiella	635	G	57	37	94	0.00089
Brenneria	71655	G	11	1	12	0.00011
Dickeya	204037	G	1	0	1	0.00001
Serratia	613	G	6	11	17	0.00016
Erwinia	551	G	3	1	4	0.00004
Buchnera	32199	G	1	0	1	0.00001
Lysobacter	68	G	134	112	246	0.00234
Agrilutibacter	3382696	G	95	143	238	0.00226
Pseudoxanthomonas	83618	G	75	34	109	0.00104
Xylella	2370	G	49	229	278	0.00264
Arenimonas	490567	G	43	38	81	0.00077
Xanthomonas	338	G	16	447	463	0.00440
Luteimonas	83614	G	14	5	19	0.00018
Stenotrophomonas	40323	G	12	0	12	0.00011
Solilutibacter	3382695	G	2	2	4	0.00004
Pseudolysobacter	2709666	G	1	0	1	0.00001
Rhodanobacter	75309	G	55	0	55	0.00052
Dokdonella	323413	G	6	8	14	0.00013
Frateuria	70411	G	3	17	20	0.00019
Luteibacter	242605	G	1	1	2	0.00002
Kangiella	261963	G	848	0	848	0.00806
Steroidobacter	469322	G	639	92	731	0.00695
Paraphotobacterium	2042066	G	128	16	144	0.00137
Vibrio	662	G	95	93	188	0.00179
Aquicella	254245	G	65	29	94	0.00089
Coxiella	776	G	2	1	3	0.00003
Rickettsiella	59195	G	1	0	1	0.00001
Legionella	445	G	40	30	70	0.00067
Methylococcus	413	G	92	35	127	0.00121
Methylomagnum	1760987	G	32	11	43	0.00041
Methylocaldum	73778	G	6	2	8	0.00008
Methylobacter	429	G	2	0	2	0.00002
Algiphilus	1266053	G	88	13	101	0.00096
Solimonas	413435	G	2	1	3	0.00003
Aequoribacter	2847769	G	13	10	23	0.00022
Congregibacter	393661	G	9	8	17	0.00016
Halioglobus	1217416	G	5	3	8	0.00008
Candidatus Paraluminiphilus	3040948	G	1	0	1	0.00001
Cellvibrio	10	G	24	1	25	0.00024
Agarilytica	2036021	G	2	0	2	0.00002
Marinagarivorans	1792291	G	1	0	1	0.00001
Microbulbifer	48073	G	6	0	6	0.00006
Zhongshania	1434050	G	1	0	1	0.00001
Pseudomonas	286	G	42	27	69	0.00066
Entomomonas	2758906	G	1	0	1	0.00001
Stutzerimonas	2901164	G	1	1	2	0.00002
Marinobacter	2742	G	2	0	2	0.00002
Avibacterium	292486	G	57	6	63	0.00060
Haemophilus	724	G	3	0	3	0.00003
