name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Novosphingobium	165696	G	36	8	44	0.00043
Parasphingopyxis	1234545	G	26	19	45	0.00044
Alterisphingorhabdus	3382518	G	4	1	5	0.00005
Aurantiacibacter	2800681	G	232	3	235	0.00228
Erythrobacter	1041	G	159	1018	1177	0.01142
Tsuneonella	2800686	G	45	74	119	0.00115
Croceibacterium	2676755	G	6	9	15	0.00015
Qipengyuania	1855416	G	2	6	8	0.00008
Altererythrobacter	361177	G	1	4	5	0.00005
Sphingosinicella	335405	G	62	32	94	0.00091
Glacieibacterium	2860235	G	2	0	2	0.00002
Polymorphobacter	1508451	G	1	0	1	0.00001
Zymomonas	541	G	41	3	44	0.00043
Skermanella	204447	G	662	0	662	0.00642
Niveispirillum	1543704	G	86	63	149	0.00145
Azospirillum	191	G	17	14	31	0.00030
Indioceanicola	2478349	G	3	3	6	0.00006
Ferrovibrio	1231242	G	296	177	473	0.00459
Pararhodospirillum	1612157	G	14	6	20	0.00019
Algihabitans	2821512	G	14	7	21	0.00020
Candidatus Endolissoclinum	1263978	G	5	0	5	0.00005
Rhodospirillum	1081	G	2	5	7	0.00007
Hypericibacter	2705399	G	204	6	210	0.00204
Caenispirillum	414051	G	69	78	147	0.00143
Varunaivibrio	1866954	G	14	5	19	0.00018
Stella	93	G	8	7	15	0.00015
Nisaea	390876	G	2	0	2	0.00002
Caulobacter	75	G	315	100	415	0.00403
Brevundimonas	41275	G	136	14	150	0.00146
Terricaulis	2768684	G	80	11	91	0.00088
Phenylobacterium	20	G	59	17	76	0.00074
Asticcacaulis	76890	G	7	0	7	0.00007
Paracoccus	265	G	20	17	37	0.00036
Pseudorhodobacter	238783	G	16	108	124	0.00120
Rhodovulum	34008	G	9	89	98	0.00095
Pontivivens	1844015	G	6	67	73	0.00071
Pikeienuella	2831955	G	3	12	15	0.00015
Cereibacter	1653176	G	3	41	44	0.00043
Paroceanicella	2683599	G	2	18	20	0.00019
Jannaschia	188905	G	12	28	40	0.00039
Roseicyclus	336277	G	5	0	5	0.00005
Ruegeria	97050	G	2	5	7	0.00007
Sulfitobacter	60136	G	1	1	2	0.00002
Shimia	573139	G	1	0	1	0.00001
Roseomonas	125216	G	153	68	221	0.00214
Roseococcus	35812	G	5	2	7	0.00007
Acidibrevibacterium	2603324	G	11	10	21	0.00020
Granulibacter	364409	G	10	9	19	0.00018
Lichenicola	2804525	G	5	6	11	0.00011
Commensalibacter	1079922	G	2	0	2	0.00002
Acidisoma	512381	G	15	5	20	0.00019
Elioraea	457933	G	13	7	20	0.00019
Hyphobacterium	2004661	G	257	38	295	0.00286
Maricaulis	74317	G	1	0	1	0.00001
Algimonas	1246884	G	5	0	5	0.00005
Wolbachia	953	G	21	65	86	0.00083
Neorickettsia	33993	G	13	0	13	0.00013
Candidatus Mesenet	2883098	G	9	4	13	0.00013
Candidatus Neoehrlichia	467749	G	5	1	6	0.00006
Ehrlichia	943	G	2	0	2	0.00002
Candidatus Phycorickettsia	2115980	G	4	0	4	0.00004
Rickettsia	780	G	1	1	2	0.00002
Candidatus Megaera	1742636	G	1	0	1	0.00001
Candidatus Deianiraea	2603321	G	1	0	1	0.00001
Candidatus Bealeia	1920992	G	18	3	21	0.00020
Candidatus Gromoviella	2900571	G	1	0	1	0.00001
Candidatus Nucleicultrix	1509243	G	5	0	5	0.00005
Candidatus Paracaedibacter	1521255	G	3	0	3	0.00003
Candidatus Bodocaedibacter	3163645	G	1	0	1	0.00001
Kordiimonas	288021	G	18	1	19	0.00018
Temperatibacter	1549129	G	1	0	1	0.00001
Tistrella	171436	G	16	0	16	0.00016
Candidatus Viadribacter	2892997	G	13	1	14	0.00014
Candidatus Pelagibacter	198251	G	6	0	6	0.00006
Candidatus Fonsibacter	2045213	G	4	0	4	0.00004
Hyphococcus	2038635	G	4	0	4	0.00004
Parvularcula	208215	G	1	0	1	0.00001
Sneathiella	510690	G	5	2	7	0.00007
Minwuia	2493629	G	1	0	1	0.00001
Arenimonas	490567	G	543	576	1119	0.01086
Lysobacter	68	G	352	276	628	0.00609
Luteimonas	83614	G	242	8	250	0.00243
Pseudoxanthomonas	83618	G	126	34	160	0.00155
Stenotrophomonas	40323	G	96	0	96	0.00093
Agrilutibacter	3382696	G	64	98	162	0.00157
Xanthomonas	338	G	21	929	950	0.00922
Xylella	2370	G	8	29	37	0.00036
Pseudolysobacter	2709666	G	6	1	7	0.00007
Marilutibacter	3382698	G	3	3	6	0.00006
Solilutibacter	3382695	G	1	1	2	0.00002
Rhodanobacter	75309	G	164	0	164	0.00159
Dokdonella	323413	G	117	322	439	0.00426
Tahibacter	1453544	G	89	92	181	0.00176
Luteibacter	242605	G	14	46	60	0.00058
Aerosticca	2707020	G	7	63	70	0.00068
Dyella	231454	G	2	4	6	0.00006
Frateuria	70411	G	1	12	13	0.00013
Ahniella	2233801	G	1	0	1	0.00001
Thiocapsa	1056	G	1644	0	1644	0.01595
Allochromatium	85072	G	30	11	41	0.00040
Nitrosococcus	1227	G	20	0	20	0.00019
Thermochromatium	85073	G	15	5	20	0.00019
Marichromatium	85076	G	8	2	10	0.00010
Rheinheimera	67575	G	2	0	2	0.00002
Candidatus Thiodiazotropha	1913444	G	797	0	797	0.00773
Sedimenticola	349742	G	8	81	89	0.00086
Thiolapillus	1608298	G	4	28	32	0.00031
Spiribacter	1335745	G	120	15	135	0.00131
Acidihalobacter	1765964	G	13	0	13	0.00013
Alkalilimnicola	133193	G	3	0	3	0.00003
Ectothiorhodospira	1051	G	2	0	2	0.00002
Granulosicoccus	437504	G	4	0	4	0.00004
Guyparkeria	2035712	G	3	0	3	0.00003
Escherichia	561	G	354	1778	2132	0.02069
Candidatus Moranella	1048757	G	205	0	205	0.00199
Klebsiella	570	G	54	800	854	0.00829
Candidatus Purcelliella	472825	G	14	1	15	0.00015
Candidatus Blochmanniella	203804	G	12	0	12	0.00012
Citrobacter	544	G	34	99	133	0.00129
Salmonella	590	G	24	4788	4812	0.04669
Enterobacter	547	G	5	10	15	0.00015
Candidatus Curculioniphilus	690591	G	4	0	4	0.00004
Candidatus Schneideria	1081630	G	1	0	1	0.00001
Sodalis	84565	G	581	113	694	0.00673
Erwinia	551	G	28	7	35	0.00034
Buchnera	32199	G	4	0	4	0.00004
Pantoea	53335	G	1	0	1	0.00001
Edwardsiella	635	G	27	5	32	0.00031
Providencia	586	G	12	4	16	0.00016
Arsenophonus	637	G	8	0	8	0.00008
Proteus	583	G	4	0	4	0.00004
Morganella	581	G	1	0	1	0.00001
Brenneria	71655	G	19	1	20	0.00019
Dickeya	204037	G	4	9	13	0.00013
Serratia	613	G	1	2	3	0.00003
Candidatus Fukatsuia	1927833	G	1	0	1	0.00001
Gallaecimonas	745410	G	1	0	1	0.00001
Steroidobacter	469322	G	784	121	905	0.00878
Pseudomonas	286	G	271	127	398	0.00386
Halopseudomonas	2901189	G	11	5	16	0.00016
Entomomonas	2758906	G	6	0	6	0.00006
Metapseudomonas	3236656	G	3	10	13	0.00013
Stutzerimonas	2901164	G	2	8	10	0.00010
Ectopseudomonas	3236654	G	1	10	11	0.00011
Marinobacter	2742	G	3	0	3	0.00003
Paraphotobacterium	2042066	G	264	27	291	0.00282
Vibrio	662	G	75	237	312	0.00303
Kangiella	261963	G	214	0	214	0.00208
Aquicella	254245	G	80	41	121	0.00117
Coxiella	776	G	3	2	5	0.00005
Legionella	445	G	27	13	40	0.00039
Cellvibrio	10	G	83	1	84	0.00081
Teredinibacter	2425	G	3	0	3	0.00003
Congregibacter	393661	G	36	3	39	0.00038
Aequoribacter	2847769	G	3	0	3	0.00003
Microbulbifer	48073	G	1	0	1	0.00001
Methylocaldum	73778	G	45	37	82	0.00080
Methylococcus	413	G	18	13	31	0.00030
Methylomagnum	1760987	G	2	1	3	0.00003
Methylobacter	429	G	1	0	1	0.00001
Methylotuvimicrobium	2822410	G	1	0	1	0.00001
Methylomarinovum	1486720	G	2	0	2	0.00002
Thalassotalea	1518149	G	47	3	50	0.00049
Thalassomonas	137583	G	3	0	3	0.00003
Flocculibacter	2834759	G	11	0	11	0.00011
Pseudoalteromonas	53246	G	5	6	11	0.00011
Alkalimarinus	1858563	G	1	0	1	0.00001
Psychromonas	67572	G	10	0	10	0.00010
Pseudidiomarina	2800384	G	8	1	9	0.00009
Shewanella	22	G	5	0	5	0.00005
Moritella	58050	G	2	0	2	0.00002
Sulfurifustis	1692042	G	63	9	72	0.00070
Acidiferrobacter	986106	G	15	0	15	0.00015
Candidatus Palibaumannia	198346	G	70	6	76	0.00074
Candidatus Vondammii	2686004	G	6	0	6	0.00006
Candidatus Nardonella	204619	G	1	0	1	0.00001
Candidatus Pseudothioglobus	2841677	G	1	0	1	0.00001
Thiomicrospira	933	G	31	0	31	0.00030
Thiomicrorhabdus	2039723	G	25	0	25	0.00024
Hydrogenovibrio	28884	G	4	0	4	0.00004
Thiosulfatimonas	2781121	G	2	0	2	0.00002
Piscirickettsia	1237	G	1	0	1	0.00001
Francisella	262	G	4	0	4	0.00004
Thiothrix	1030	G	1	0	1	0.00001
Acinetobacter	469	G	30	925	955	0.00927
Psychrobacter	497	G	25	0	25	0.00024
Moraxella	475	G	4	0	4	0.00004
Aquirhabdus	2824158	G	2	0	2	0.00002
Faucicola	1604696	G	1	0	1	0.00001
Allohahella	1855402	G	19	4	23	0.00022
Halomonas	2745	G	4	0	4	0.00004
Candidatus Carsonella	114185	G	3	0	3	0.00003
Vreelandella	3137766	G	2	3	5	0.00005
Venatoribacter	2893036	G	6	4	10	0.00010
Nitrincola	267849	G	1	0	1	0.00001
Bermanella	599651	G	1	0	1	0.00001
Endozoicomonas	305899	G	5	1	6	0.00006
Algiphilus	1266053	G	32	7	39	0.00038
Solimonas	413435	G	9	5	14	0.00014
Flagellatimonas	2893022	G	1	0	1	0.00001
Avibacterium	292486	G	44	7	51	0.00049
Sulfurivermis	2034504	G	12	3	15	0.00015
Woeseia	1738655	G	9	0	9	0.00009
Ignatzschineria	112008	G	1	0	1	0.00001
Wohlfahrtiimonas	582472	G	1	0	1	0.00001
Cardiobacterium	2717	G	1	0	1	0.00001
Aeromonas	642	G	2	1	3	0.00003
Pseudoduganella	1522432	G	70	445	515	0.00500
Massilia	149698	G	17	401	418	0.00406
Duganella	75654	G	5	0	5	0.00005
Janthinobacterium	29580	G	32	5	37	0.00036
Noviherbaspirillum	1344552	G	13	30	43	0.00042
Collimonas	202907	G	9	0	9	0.00009
Actimicrobium	1051898	G	6	9	15	0.00015
Undibacterium	401469	G	3	0	3	0.00003
Oxalobacter	846	G	2	0	2	0.00002
Herbaspirillum	963	G	2	0	2	0.00002
Herminiimonas	303379	G	2	1	3	0.00003
Cupriavidus	106589	G	164	13	177	0.00172
Ralstonia	48736	G	153	503	656	0.00636
Paraburkholderia	1822464	G	57	84	141	0.00137
Burkholderia	32008	G	15	592	607	0.00589
Robbsia	2038280	G	14	6	20	0.00019
Lautropia	47670	G	8	9	17	0.00016
Caballeronia	1827195	G	4	0	4	0.00004
Limnobacter	131079	G	2	0	2	0.00002
Pandoraea	93217	G	1	1	2	0.00002
Mycoavidus	1810868	G	1	0	1	0.00001
Variovorax	34072	G	196	26	222	0.00215
Ramlibacter	174951	G	36	202	238	0.00231
Limnohabitans	665874	G	35	0	35	0.00034
Diaphorobacter	238749	G	15	215	230	0.00223
Rhodoferax	28065	G	7	0	7	0.00007
Hydrogenophaga	47420	G	4	0	4	0.00004
Comamonas	283	G	2	9	11	0.00011
Vandammella	2919468	G	2	6	8	0.00008
Acidovorax	12916	G	1	4	5	0.00005
Delftia	80865	G	1	49	50	0.00049
Oligella	90243	G	36	21	57	0.00055
Basilea	1472344	G	5	1	6	0.00006
Pollutimonas	2987599	G	2	0	2	0.00002
Pigmentiphaga	152267	G	1	1	2	0.00002
Achromobacter	222	G	1	5	6	0.00006
Roseateles	93681	G	39	0	39	0.00038
Ideonella	36862	G	14	63	77	0.00075
Sutterella	40544	G	10	2	12	0.00012
Turicimonas	1918598	G	3	0	3	0.00003
Duodenibacillus	1980697	G	3	0	3	0.00003
Aquabacterium	92793	G	6	24	30	0.00029
Tepidimonas	114248	G	2	7	9	0.00009
Sulfuritortus	1938335	G	264	650	914	0.00887
Thiobacillus	919	G	3	0	3	0.00003
Nitrosospira	35798	G	119	0	119	0.00115
Nitrosomonas	914	G	38	15	53	0.00051
Usitatibacter	2803845	G	146	87	233	0.00226
Methylobacillus	404	G	1	93	94	0.00091
Ferriphaselus	1443590	G	1	0	1	0.00001
Sterolibacterium	157591	G	1	1	2	0.00002
Sulfuriferula	1778653	G	1	0	1	0.00001
Pseudothauera	2891324	G	165	200	365	0.00354
Azonexus	146936	G	14	15	29	0.00028
Dechloromonas	73029	G	3	0	3	0.00003
Niveibacterium	1769726	G	8	8	16	0.00016
Laribacter	168470	G	68	113	181	0.00176
Aquella	2593687	G	12	1	13	0.00013
Vogesella	57739	G	8	5	13	0.00013
Pseudogulbenkiania	568394	G	1	1	2	0.00002
Ferrovum	416212	G	12	2	14	0.00014
Chitinivorax	1433992	G	3	4	7	0.00007
Candidatus Profftella	1381133	G	1	0	1	0.00001
Casimicrobium	2706000	G	1	0	1	0.00001
Mariprofundus	377315	G	5	0	5	0.00005
Acidithiobacillus	119977	G	1	0	1	0.00001
Hydrogenophilus	70774	G	1	0	1	0.00001
Niabella	379899	G	1201	310	1511	0.01466
Sediminibacterium	504481	G	439	107	546	0.00530
Mycovorax	3389990	G	354	233	587	0.00570
Flavisolibacter	398041	G	277	65	342	0.00332
Ferruginibacter	1004303	G	274	38	312	0.00303
Niastella	354354	G	202	74	276	0.00268
Paraflavitalea	2698688	G	129	0	129	0.00125
Chitinophaga	79328	G	117	10	127	0.00123
Arachidicoccus	1769012	G	111	12	123	0.00119
Pseudobacter	1860196	G	91	33	124	0.00120
Lacibacter	649461	G	39	13	52	0.00050
Phnomibacter	2836216	G	33	0	33	0.00032
Panacibacter	1874621	G	22	6	28	0.00027
Rhizosphaericola	3114547	G	11	2	13	0.00013
Flavihumibacter	1004301	G	10	0	10	0.00010
Filimonas	649460	G	10	3	13	0.00013
Thermoflavifilum	1649506	G	2	0	2	0.00002
Flavobacterium	237	G	865	1216	2081	0.02019
Amniculibacterium	2715289	G	19	65	84	0.00081
Tenacibaculum	104267	G	16	0	16	0.00016
Leeuwenhoekiella	283735	G	9	0	9	0.00009
Psychroflexus	83612	G	3	32	35	0.00034
Aegicerativicinus	2893197	G	3	21	24	0.00023
Mangrovimonas	1211036	G	2	27	29	0.00028
Kordia	221065	G	2	0	2	0.00002
Capnocytophaga	1016	G	1	0	1	0.00001
Zunongwangia	417127	G	1	27	28	0.00027
Sediminicola	389486	G	1	10	11	0.00011
Vaginella	1935184	G	1	4	5	0.00005
Aureibaculum	2706948	G	1	14	15	0.00015
Aquimarina	290174	G	1	8	9	0.00009
Winogradskyella	286104	G	1	0	1	0.00001
Myroides	76831	G	1	0	1	0.00001
Faecalibacter	2766734	G	80	20	100	0.00097
Chryseobacterium	59732	G	10	22	32	0.00031
Kaistella	2782231	G	1	0	1	0.00001
Weeksella	1013	G	8	31	39	0.00038
Elizabethkingia	308865	G	6	0	6	0.00006
Bergeyella	59735	G	3	11	14	0.00014
Cloacibacterium	501783	G	1	0	1	0.00001
Blattabacterium	34098	G	56	22	78	0.00076
Fluviicola	332102	G	36	6	42	0.00041
Paracrocinitomix	3024544	G	1	0	1	0.00001
Ichthyobacterium	1755829	G	29	3	32	0.00031
Parvicella	2975260	G	9	1	10	0.00010
Croceimicrobium	2828338	G	7	1	8	0.00008
Candidatus Karelsulcia	336809	G	1	1	2	0.00002
Pontibacter	323449	G	474	581	1055	0.01024
Hymenobacter	89966	G	61	53	114	0.00111
Adhaeribacter	299566	G	61	55	116	0.00113
Rufibacter	1379908	G	5	0	5	0.00005
Chryseolinea	1433993	G	66	82	148	0.00144
Fulvivirga	396811	G	2	3	5	0.00005
Dyadobacter	120831	G	26	32	58	0.00056
Larkinella	332157	G	1	5	6	0.00006
Algoriphagus	246875	G	14	0	14	0.00014
Echinicola	390846	G	7	0	7	0.00007
Aquiflexum	280472	G	3	3	6	0.00006
Cyclobacterium	68288	G	1	0	1	0.00001
Imperialibacter	1649461	G	18	0	18	0.00017
Flammeovirga	59739	G	1	1	2	0.00002
Candidatus Cardinium	273135	G	15	3	18	0.00017
Candidatus Amoebophilus	281119	G	2	1	3	0.00003
Roseivirga	290180	G	16	0	16	0.00016
Cytophaga	978	G	12	14	26	0.00025
Spirosoma	107	G	2	3	5	0.00005
Fulvitalea	1434007	G	6	3	9	0.00009
Persicobacter	59740	G	2	2	4	0.00004
Emticicia	312278	G	7	9	16	0.00016
Rhodocytophaga	455076	G	5	6	11	0.00011
Reichenbachiella	156993	G	1	1	2	0.00002
Ekhidna	447678	G	1	1	2	0.00002
Marivirga	869806	G	1	1	2	0.00002
Pedobacter	84567	G	77	60	137	0.00133
Sphingobacterium	28453	G	76	97	173	0.00168
Mucilaginibacter	423349	G	42	25	67	0.00065
Solitalea	929509	G	26	0	26	0.00025
Arcticibacter	1288026	G	3	2	5	0.00005
Aurantibacillus	3088889	G	108	10	118	0.00114
Mangrovibacterium	1573808	G	141	17	158	0.00153
Maribellus	2678352	G	2	0	2	0.00002
Alkalitalea	1193324	G	60	5	65	0.00063
Xiashengella	3129724	G	4	0	4	0.00004
Marinifilum	866673	G	3	0	3	0.00003
Labilibaculum	2060722	G	2	0	2	0.00002
Alistipes	239759	G	57	0	57	0.00055
Proteiniphilum	294702	G	8	8	16	0.00016
Petrimonas	307628	G	2	2	4	0.00004
Dysgonomonas	156973	G	1	0	1	0.00001
Bacteroides	816	G	16	0	16	0.00016
Porphyromonas	836	G	1	4	5	0.00005
Paraprevotella	577309	G	1	4	5	0.00005
Lewinella	70994	G	31	25	56	0.00054
Neolewinella	2993541	G	11	9	20	0.00019
Haliscomenobacter	2349	G	28	25	53	0.00051
Candidatus Sulfidibacterium	2923290	G	50	6	56	0.00054
Melioribacter	1134403	G	158	5	163	0.00158
Ignavibacterium	795750	G	22	0	22	0.00021
Pelodictyon	1099	G	10	16	26	0.00025
Chloroherpeton	100715	G	13	3	16	0.00016
Rubrivirga	1434037	G	4	0	4	0.00004
Rhodothermus	29548	G	1	0	1	0.00001
Gemmatimonas	173479	G	1173	52	1225	0.01189
Gemmatirosa	1706036	G	606	565	1171	0.01136
Pseudogemmatithrix	3237678	G	214	396	610	0.00592
Candidatus Palauibacter	3056650	G	16	0	16	0.00016
Gaopeijia	3381669	G	24	4	28	0.00027
Candidatus Cloacimonas	456826	G	5	0	5	0.00005
Fibrobacter	832	G	3	0	3	0.00003
Pirellula	123	G	263	194	457	0.00443
Lignipirellula	2795775	G	87	233	320	0.00310
Rosistilla	2795779	G	49	0	49	0.00048
Anatilimnocola	2807414	G	34	79	113	0.00110
Blastopirellula	265487	G	32	78	110	0.00107
Bremerella	2714594	G	29	0	29	0.00028
Mariniblastus	2005380	G	21	18	39	0.00038
Stieleria	2795973	G	11	4	15	0.00015
Rhodopirellula	265488	G	5	2	7	0.00007
Aureliella	2795605	G	1	1	2	0.00002
Lacipirellula	2691417	G	204	0	204	0.00198
Botrimarina	2795782	G	25	178	203	0.00197
Bythopirellula	1400386	G	23	92	115	0.00112
Aeoliella	2795781	G	22	88	110	0.00107
Pirellulimonas	2795783	G	1	7	8	0.00008
Urbifossiella	2807415	G	125	197	322	0.00312
Limnoglobus	2731450	G	122	112	234	0.00227
Gemmata	113	G	102	120	222	0.00215
Frigoriglobus	2774146	G	80	189	269	0.00261
Telmatocola	1382832	G	32	5	37	0.00036
Tuwongella	2051044	G	2	0	2	0.00002
Caulifigura	2795778	G	164	147	311	0.00302
Planctomyces	118	G	155	121	276	0.00268
Gimesia	1649453	G	60	0	60	0.00058
Alienimonas	2714737	G	52	40	92	0.00089
Polystyrenella	2795774	G	35	13	48	0.00047
Rubinisphaera	1649490	G	27	18	45	0.00044
Symmachiella	2795780	G	17	6	23	0.00022
Thalassoglobus	2795865	G	7	2	9	0.00009
Maioricimonas	2795777	G	2	1	3	0.00003
Planctopirus	1649480	G	1	0	1	0.00001
Planctellipticum	3132181	G	1	0	1	0.00001
Saltatorellus	3405235	G	37	18	55	0.00053
Rohdeia	3405237	G	24	32	56	0.00054
Kolteria	3405236	G	21	5	26	0.00025
Paludisphaera	1763521	G	35	40	75	0.00073
Aquisphaera	1511635	G	33	24	57	0.00055
Singulisphaera	466152	G	11	3	14	0.00014
Tautonia	2680020	G	5	2	7	0.00007
Humisphaera	2807511	G	748	110	858	0.00832
Mucisphaera	2913022	G	33	4	37	0.00036
Poriferisphaera	2803301	G	26	1	27	0.00026
Phycisphaera	666508	G	13	3	16	0.00016
Anaerohalosphaera	2690159	G	7	0	7	0.00007
Sedimentisphaera	2483368	G	2	0	2	0.00002
Candidatus Kuenenia	380738	G	30	0	30	0.00029
Candidatus Uabimicrobium	2897349	G	5	0	5	0.00005
Verrucomicrobium	2735	G	432	297	729	0.00707
Roseimicrobium	1348508	G	159	152	311	0.00302
Luteolibacter	518753	G	65	118	183	0.00178
Sulfuriroseicoccus	2911469	G	16	22	38	0.00037
Akkermansia	239934	G	10	0	10	0.00010
Fontisphaera	3050007	G	177	19	196	0.00190
Oleiharenicola	2100741	G	36	158	194	0.00188
Horticoccus	2986286	G	22	37	59	0.00057
Opitutus	178440	G	16	55	71	0.00069
Ereboglobus	2028344	G	2	4	6	0.00006
Synoicihabitans	2892920	G	1	1	2	0.00002
Coraliomargarita	442430	G	61	0	61	0.00059
Candidatus Pelagisphaera	3049269	G	25	35	60	0.00058
Candidatus Xiphinematobacter	134550	G	113	5	118	0.00114
Methylacidimicrobium	1541670	G	6	0	6	0.00006
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	1	0	1	0.00001
Neochlamydia	112987	G	7	3	10	0.00010
Parachlamydia	83551	G	2	1	3	0.00003
Candidatus Rhabdochlamydia	292833	G	5	1	6	0.00006
Simkania	34093	G	1	0	1	0.00001
Chlamydia	810	G	4	0	4	0.00004
Chlamydiifrater	2822114	G	1	0	1	0.00001
Kiritimatiella	1921784	G	15	4	19	0.00018
Candidatus Velamenicoccus	2789201	G	9	0	9	0.00009
Lentisphaera	256846	G	6	0	6	0.00006
Luteitalea	2004797	G	3681	27	3708	0.03598
Terriglobus	392733	G	97	142	239	0.00232
Edaphobacter	388463	G	3	0	3	0.00003
Acidisarcina	2608728	G	3	16	19	0.00018
Acidobacterium	33973	G	2	8	10	0.00010
Chloracidobacterium	458032	G	2	0	2	0.00002
Candidatus Korobacter	658061	G	209	28	237	0.00230
Paludibaculum	1649475	G	172	25	197	0.00191
Mesoterricola	3074468	G	3	83	86	0.00083
Geothrix	44675	G	1	0	1	0.00001
Polyangium	55	G	230	244	474	0.00460
Sorangium	39643	G	69	101	170	0.00165
Pajaroellobacter	1882917	G	22	2	24	0.00023
Chondromyces	50	G	20	13	33	0.00032
Sandaracinus	1055688	G	203	122	325	0.00315
Labilithrix	1524217	G	25	17	42	0.00041
Haliangium	162027	G	367	197	564	0.00547
Nannocystis	53	G	121	56	177	0.00172
Anaeromyxobacter	161492	G	486	7	493	0.00478
Melittangium	44	G	2	174	176	0.00171
Vulgatibacter	1524214	G	14	156	170	0.00165
Pendulispora	3375062	G	105	0	105	0.00102
Dictyoglomus	13	G	1392	62	1454	0.01411
Geobacter	28231	G	9	181	190	0.00184
Geotalea	2910589	G	2	81	83	0.00081
Desulfuromonas	890	G	18	0	18	0.00017
Geoalkalibacter	392332	G	11	89	100	0.00097
Maridesulfovibrio	2794998	G	78	30	108	0.00105
Pseudodesulfovibrio	2035811	G	17	6	23	0.00022
Mailhella	1981028	G	12	16	28	0.00027
Desulfovibrio	872	G	9	0	9	0.00009
Solidesulfovibrio	2910984	G	2	0	2	0.00002
Oleidesulfovibrio	2909705	G	1	2	3	0.00003
Desulfomicrobium	898	G	2	0	2	0.00002
Desulfosarcina	2299	G	45	0	45	0.00044
Desulfoluna	497721	G	19	3	22	0.00021
Desulfobacter	2289	G	1	0	1	0.00001
Desulfobacula	28222	G	1	0	1	0.00001
Desulfococcus	896	G	1	0	1	0.00001
Desulfonema	45654	G	1	0	1	0.00001
Desulfosudis	2904716	G	1	0	1	0.00001
Desulfurivibrio	427922	G	19	11	30	0.00029
Desulfobulbus	893	G	9	10	19	0.00018
Desulfomarina	2894767	G	2	4	6	0.00006
Candidatus Desulfofervidus	1902583	G	14	0	14	0.00014
Thermodesulfobacterium	1740	G	4	0	4	0.00004
Thermosulfuriphilus	2033601	G	1	0	1	0.00001
Thermodesulfatator	241192	G	3	0	3	0.00003
Desulfarculus	453229	G	2	3	5	0.00005
Desulfoferula	3093638	G	2	0	2	0.00002
Syntrophus	43773	G	3	0	3	0.00003
Nitrospira	1234	G	313	32	345	0.00335
Leptospirillum	179	G	20	0	20	0.00019
Thermodesulfovibrio	28261	G	18	0	18	0.00017
