Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
sample5428_S71_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0005488654950217747)	(21.0, 0.0005488654950217747)	(22.0, 0.0005488654950217747)	(23.0, 0.003293192970130648)	(24.0, 0.003293192970130648)	(25.0, 0.0)	(26.0, 0.0008232982425326622)	(27.0, 0.003018760222619761)	(28.0, 0.01125174264794638)	(29.0, 0.041713777621654846)	(30.0, 0.07656673655553765)	(31.0, 0.04006718113658953)	(32.0, 0.09769805811387614)	(33.0, 0.214331975806002)	(34.0, 0.07629230380802675)	(35.0, 0.06394283017003675)	(36.0, 0.09660032712383256)	(37.0, 0.12431803462243207)	(38.0, 0.29474077082669314)	(39.0, 0.6383305707103221)	(40.0, 1.1015730485087079)	(41.0, 1.14136579689779)	(42.0, 2.509687475986968)	(43.0, 5.255112682086487)	(44.0, 7.521103878283868)	(45.0, 6.210138643424818)	(46.0, 2.7102978144173906)	(47.0, 2.0198250216801323)	(48.0, 1.1139225221466982)	(49.0, 1.4778203453461611)	(50.0, 1.5082823803198637)	(51.0, 3.522893179797089)	(52.0, 8.544463593751123)	(53.0, 5.11240765338064)	(54.0, 4.200193200654185)	(55.0, 4.242455843770866)	(56.0, 3.2558701164690276)	(57.0, 3.2764525725322846)	(58.0, 3.666421506745323)	(59.0, 6.582269449049669)	(60.0, 7.552389211500094)	(61.0, 4.337958439904719)	(62.0, 4.364578416413291)	(63.0, 3.5023107237336997)	(64.0, 1.9202059343337023)	(65.0, 0.32877043151804525)	(66.0, 0.45363733163549985)	(67.0, 0.6298231555374795)	(68.0, 0.11361515746950754)	(69.0, 0.03238306420628471)	(70.0, 0.002195461980087099)	(71.0, 0.0)	(72.0, 0.0010977309900435494)	(73.0, 0.0005488654950217747)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample5428_S71_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0005283499367300826)	(25.0, 0.0005283499367300826)	(26.0, 0.0005283499367300826)	(27.0, 0.0)	(28.0, 0.004755149430570743)	(29.0, 0.008981948924411403)	(30.0, 0.010038648797871568)	(31.0, 0.030380121361979755)	(32.0, 0.09827308823179562)	(33.0, 0.18703587760244833)	(34.0, 0.08321511503498814)	(35.0, 0.3962624525475661)	(36.0, 1.1792770587815666)	(37.0, 0.5085368141027038)	(38.0, 3.0971873291114957)	(39.0, 1.4973437206931006)	(40.0, 2.5331737716522937)	(41.0, 4.710239685948984)	(42.0, 3.040653885881435)	(43.0, 2.6528450323216477)	(44.0, 2.359610817436517)	(45.0, 2.9867621923350396)	(46.0, 3.1946678924382703)	(47.0, 2.071660101918644)	(48.0, 2.9983858909431)	(49.0, 3.2823739819355082)	(50.0, 7.921286426425706)	(51.0, 6.526178418490517)	(52.0, 6.901306873568763)	(53.0, 3.683655758882107)	(54.0, 2.557213693773548)	(55.0, 3.2044423662678208)	(56.0, 4.278841962608696)	(57.0, 6.9480658429696875)	(58.0, 6.4606630263366025)	(59.0, 5.376488956165987)	(60.0, 3.8759751358518795)	(61.0, 2.4111249362676284)	(62.0, 2.211672835152066)	(63.0, 0.4311335483717505)	(64.0, 0.1439753577589472)	(65.0, 0.05124994386281795)	(66.0, 0.01030282376623661)	(67.0, 0.039626245254756165)	(68.0, 0.02905924652015455)	(69.0, 0.0031700996203804952)	(70.0, 0.0005283499367300826)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.000792524905095124)
sample5429_S72_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.00043660877234343644)	(22.0, 0.0008732175446868729)	(23.0, 0.0013098263170303094)	(24.0, 0.00043660877234343644)	(25.0, 0.0008732175446868729)	(26.0, 0.0008732175446868729)	(27.0, 0.00043660877234343644)	(28.0, 0.006549131585151546)	(29.0, 0.008732175446868726)	(30.0, 0.013534871942646532)	(31.0, 0.010042001763899034)	(32.0, 0.020738916686313242)	(33.0, 0.03842157196622237)	(34.0, 0.0698574035749499)	(35.0, 0.07466010007072774)	(36.0, 0.05916048865253568)	(37.0, 0.1272714571381115)	(38.0, 0.9655603000375235)	(39.0, 2.5840690191144424)	(40.0, 1.7139077358341404)	(41.0, 0.6326461111256332)	(42.0, 1.2345113038011035)	(43.0, 3.4797719155772975)	(44.0, 5.01270531527577)	(45.0, 4.321771933041984)	(46.0, 1.454562125062186)	(47.0, 1.006819829023977)	(48.0, 1.0063832202516332)	(49.0, 1.2993477064941044)	(50.0, 1.1292885896663205)	(51.0, 1.705830473545792)	(52.0, 4.517372663051777)	(53.0, 5.174687169814909)	(54.0, 13.079925601864906)	(55.0, 7.018267711034164)	(56.0, 3.0198045739133423)	(57.0, 4.138396248657545)	(58.0, 4.573258585911832)	(59.0, 6.93029104340693)	(60.0, 13.662143399786055)	(61.0, 6.269047057693379)	(62.0, 1.1860477300709868)	(63.0, 1.169674901108107)	(64.0, 0.8057614893598121)	(65.0, 0.1410246334669294)	(66.0, 0.10762406238265698)	(67.0, 0.13927819837755567)	(68.0, 0.04802696495777799)	(69.0, 0.027506352657636485)	(70.0, 0.008732175446868726)	(71.0, 0.00043660877234343644)	(72.0, 0.00043660877234343644)	(73.0, 0.0008732175446868729)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample5429_S72_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0008540712508940931)	(24.0, 0.0012811068763411396)	(25.0, 0.00042703562544704656)	(26.0, 0.0017081425017881863)	(27.0, 0.0017081425017881863)	(28.0, 0.002562213752682279)	(29.0, 0.03160063628308142)	(30.0, 0.030746565032187326)	(31.0, 0.024554548463205178)	(32.0, 0.026689726590440402)	(33.0, 0.026903244403163926)	(34.0, 0.07195550288782747)	(35.0, 0.9559192475632319)	(36.0, 0.2940140281202928)	(37.0, 1.6449412292220098)	(38.0, 2.213539164504649)	(39.0, 1.0082311116804936)	(40.0, 1.598821381673739)	(41.0, 2.5788681420745423)	(42.0, 4.137975210582229)	(43.0, 3.8875188162574172)	(44.0, 2.7541662663206323)	(45.0, 3.9795449935412806)	(46.0, 2.86135220830787)	(47.0, 1.9225143857625833)	(48.0, 2.3984455903232766)	(49.0, 4.697178362105121)	(50.0, 7.496396886909773)	(51.0, 7.787848701277529)	(52.0, 13.283583682969354)	(53.0, 3.1340144551558784)	(54.0, 3.2732280690516506)	(55.0, 2.100374723761237)	(56.0, 5.1978776329423155)	(57.0, 12.665663132946811)	(58.0, 2.9251940343121694)	(59.0, 2.4750984850908804)	(60.0, 1.019120520129403)	(61.0, 0.7791264986281355)	(62.0, 0.3781400463333606)	(63.0, 0.2649756055898943)	(64.0, 0.038646724102957664)	(65.0, 0.006832570007152743)	(66.0, 0.0046973918799175125)	(67.0, 0.00725960563259979)	(68.0, 0.0046973918799175125)	(69.0, 0.0021351781272352325)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.00042703562544704656)	(99.0, 0.0)	(100.0, 0.0006405534381705698)
sample5430_S73_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0008860770709836405)	(23.0, 0.0013291156064754606)	(24.0, 0.00044303853549182025)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.00044303853549182025)	(28.0, 0.008417732174344581)	(29.0, 0.032563332358648764)	(30.0, 0.12493686700869298)	(31.0, 0.07155072348192909)	(32.0, 0.06379754911082221)	(33.0, 0.16724704714816124)	(34.0, 0.13003181016684887)	(35.0, 0.10034822828889733)	(36.0, 0.3023738004731697)	(37.0, 0.6293362396661187)	(38.0, 0.2994940499924722)	(39.0, 0.6656653995764525)	(40.0, 0.8413301788989679)	(41.0, 0.8397795440247475)	(42.0, 0.9981658204630847)	(43.0, 2.65800969368297)	(44.0, 5.055955767033424)	(45.0, 7.576623514712437)	(46.0, 3.800384557449047)	(47.0, 2.9956050577278472)	(48.0, 2.612598243795081)	(49.0, 1.863863118814047)	(50.0, 2.1321229520543024)	(51.0, 3.1220925596108113)	(52.0, 4.056682350231129)	(53.0, 7.777984529093543)	(54.0, 12.083876055538017)	(55.0, 4.697759111087929)	(56.0, 2.008072162116631)	(57.0, 5.505861399825447)	(58.0, 5.462665142615061)	(59.0, 6.531495609488175)	(60.0, 6.7536794350371245)	(61.0, 2.8799719999644067)	(62.0, 1.6620590658975576)	(63.0, 1.0533241181318282)	(64.0, 1.0732608522289628)	(65.0, 0.7161717926225162)	(66.0, 0.24965221474964203)	(67.0, 0.14753183231877548)	(68.0, 0.12981029089910293)	(69.0, 0.09968367048565957)	(70.0, 0.01018988631631186)	(71.0, 0.0)	(72.0, 0.0013291156064754606)	(73.0, 0.003544308283934562)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample5430_S73_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0008595366667597797)	(21.0, 0.00042976833337988985)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0010744208334497246)	(27.0, 0.0006446525000698347)	(28.0, 0.0)	(29.0, 0.0019339575002095043)	(30.0, 0.009240019167667628)	(31.0, 0.052001968338966684)	(32.0, 0.06231640834008412)	(33.0, 0.03395169833701127)	(34.0, 0.23271955252521132)	(35.0, 0.2857959416976288)	(36.0, 0.7841123242516086)	(37.0, 0.5494588142261816)	(38.0, 4.299187522966226)	(39.0, 1.0608831309482816)	(40.0, 1.5196608268312972)	(41.0, 3.411501030369653)	(42.0, 2.545302954442225)	(43.0, 2.2949629002485072)	(44.0, 1.9369658785431305)	(45.0, 4.682111108007713)	(46.0, 4.328196885469254)	(47.0, 2.230497650241548)	(48.0, 2.216959947740074)	(49.0, 3.0227755728274257)	(50.0, 5.803806458128893)	(51.0, 12.71834917387786)	(52.0, 11.199762767877605)	(53.0, 4.0011431837670335)	(54.0, 5.101350117219916)	(55.0, 2.3686681694231724)	(56.0, 2.9954852836577706)	(57.0, 6.351761083188065)	(58.0, 4.921492069700574)	(59.0, 3.4308406053717775)	(60.0, 2.8873985478126625)	(61.0, 0.867272496760626)	(62.0, 0.8408417442577599)	(63.0, 0.4871424058861)	(64.0, 0.3315662692025885)	(65.0, 0.05801872500628519)	(66.0, 0.018480038335335274)	(67.0, 0.02965401500321238)	(68.0, 0.0171907333351956)	(69.0, 0.0047274516671787885)	(70.0, 0.0008595366667597797)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0006446525000698347)
sample5431_S74_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.006649220378910474)	(24.0, 0.013298440757820948)	(25.0, 0.003324610189455237)	(26.0, 0.001187360781948299)	(27.0, 0.001187360781948299)	(28.0, 0.002849665876675918)	(29.0, 0.019947661136731437)	(30.0, 0.07599109004469129)	(31.0, 0.1263351871992988)	(32.0, 0.24388390461218137)	(33.0, 0.0945139182430848)	(34.0, 0.0940389739303055)	(35.0, 0.12134827191511602)	(36.0, 0.13583407345488513)	(37.0, 0.31678785662380865)	(38.0, 0.440985794415598)	(39.0, 0.9073811095648923)	(40.0, 0.9876466984246016)	(41.0, 1.7473201267151155)	(42.0, 2.0320492422262606)	(43.0, 4.092595143219652)	(44.0, 6.921125997976706)	(45.0, 5.900945614127627)	(46.0, 3.5473590721487613)	(47.0, 1.7943396136802638)	(48.0, 0.9057188044701638)	(49.0, 1.2932733636981233)	(50.0, 1.555442624352305)	(51.0, 2.234612991626619)	(52.0, 5.507454250989743)	(53.0, 4.367587900318855)	(54.0, 4.506271639650438)	(55.0, 5.481807258099512)	(56.0, 4.355476820343023)	(57.0, 4.170960954828228)	(58.0, 5.093777754558858)	(59.0, 8.939164382974282)	(60.0, 8.345958936313425)	(61.0, 3.7615589572123227)	(62.0, 3.752535015269513)	(63.0, 2.370209592925061)	(64.0, 1.814762219129765)	(65.0, 0.8097800532887327)	(66.0, 0.5490356255728872)	(67.0, 0.43172438031640187)	(68.0, 0.0636425379124289)	(69.0, 0.03467093483289031)	(70.0, 0.01424832938337959)	(71.0, 0.001424832938337959)	(72.0, 0.0018997772511172785)	(73.0, 0.006649220378910474)	(74.0, 0.001424832938337959)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample5431_S74_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0008735493620905678)	(26.0, 0.002620648086271703)	(27.0, 0.0021838734052264195)	(28.0, 0.0039309721294075554)	(29.0, 0.0032758101078396292)	(30.0, 0.0244593821385359)	(31.0, 0.07490685779926634)	(32.0, 0.06202200470843039)	(33.0, 0.04062004533721136)	(34.0, 0.28783451480884437)	(35.0, 0.4640730986106108)	(36.0, 0.2590073858598548)	(37.0, 2.4057549431972487)	(38.0, 2.554695109433665)	(39.0, 1.91722246244822)	(40.0, 5.710828954667663)	(41.0, 5.514280348197428)	(42.0, 2.8711383658510616)	(43.0, 2.799725705500148)	(44.0, 3.024883053579071)	(45.0, 4.543330232233426)	(46.0, 2.741197898240078)	(47.0, 1.672410253722387)	(48.0, 2.2865154552720037)	(49.0, 3.471921939629007)	(50.0, 7.093657594856119)	(51.0, 3.4610025726028866)	(52.0, 4.595961581299388)	(53.0, 3.4206009146061866)	(54.0, 4.699913955388216)	(55.0, 3.6267585640596485)	(56.0, 5.801022926303402)	(57.0, 7.423859253725848)	(58.0, 6.514057593109296)	(59.0, 4.018545452957496)	(60.0, 2.362077475092726)	(61.0, 1.769592620254932)	(62.0, 1.91350987765932)	(63.0, 0.4470388860498456)	(64.0, 0.04913715161759443)	(65.0, 0.017252599901288725)	(66.0, 0.019218085965992504)	(67.0, 0.013976789793449088)	(68.0, 0.010045817664041525)	(69.0, 0.0008735493620905678)	(70.0, 0.0008735493620905678)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0013103240431358517)
sample5432_S75_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.30364372469635625)	(36.0, 0.5060728744939271)	(37.0, 0.9109311740890688)	(38.0, 1.0121457489878543)	(39.0, 0.5060728744939271)	(40.0, 0.30364372469635625)	(41.0, 0.7085020242914979)	(42.0, 1.3157894736842104)	(43.0, 2.125506072874494)	(44.0, 2.7327935222672064)	(45.0, 4.554655870445343)	(46.0, 4.048582995951417)	(47.0, 3.7449392712550607)	(48.0, 2.530364372469636)	(49.0, 2.125506072874494)	(50.0, 3.137651821862348)	(51.0, 4.251012145748987)	(52.0, 5.769230769230769)	(53.0, 4.959514170040485)	(54.0, 5.769230769230769)	(55.0, 7.186234817813765)	(56.0, 4.352226720647772)	(57.0, 5.0607287449392695)	(58.0, 5.263157894736842)	(59.0, 4.655870445344129)	(60.0, 4.655870445344128)	(61.0, 5.769230769230768)	(62.0, 5.364372469635627)	(63.0, 4.048582995951416)	(64.0, 1.7206477732793526)	(65.0, 0.6072874493927125)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample5432_S75_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.0)	(34.0, 0.0)	(35.0, 0.0)	(36.0, 0.0)	(37.0, 0.34071550255536626)	(38.0, 1.7887563884156732)	(39.0, 1.3628620102214652)	(40.0, 2.299829642248722)	(41.0, 2.896081771720613)	(42.0, 2.8960817717206133)	(43.0, 3.321976149914821)	(44.0, 3.3219761499148217)	(45.0, 5.025553662691653)	(46.0, 6.132879045996593)	(47.0, 4.85519591141397)	(48.0, 4.6848381601362865)	(49.0, 5.366269165247018)	(50.0, 6.47359454855196)	(51.0, 7.666098807495743)	(52.0, 7.3253833049403765)	(53.0, 5.025553662691653)	(54.0, 3.321976149914821)	(55.0, 2.4701873935264054)	(56.0, 4.173764906303236)	(57.0, 4.770017035775127)	(58.0, 4.855195911413969)	(59.0, 5.366269165247019)	(60.0, 2.044293015332198)	(61.0, 0.6814310051107325)	(62.0, 0.5962521294718909)	(63.0, 0.25553662691652473)	(64.0, 0.34071550255536626)	(65.0, 0.17035775127768313)	(66.0, 0.17035775127768313)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
