Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample13228_S44_L001_R1_001	(1.0, 2.0691432568756674)	(2.0, 0.8627566486260938)	(3.0, 0.631420050808144)	(4.0, 0.47862744376127536)	(5.0, 0.4019243277738915)	(6.0, 0.34976620890247045)	(7.0, 0.3565160831093602)	(8.0, 0.25526797000601353)	(9.0, 0.20985972534148228)	('>10', 3.878109544322129)	('>50', 2.472908459433256)	('>100', 7.1916841549771116)	('>500', 0.0)	('>1k', 22.070861406673785)	('>5k', 3.128259882429464)	('>10k+', 55.642894836959854)
sample13228_S44_L001_R2_001	(1.0, 4.85500042953745)	(2.0, 0.4970361915982475)	(3.0, 0.35160708368616767)	(4.0, 0.26508596885239866)	(5.0, 0.22397309868316093)	(6.0, 0.20617797577408783)	(7.0, 0.16751960531644638)	(8.0, 0.16199698096535473)	(9.0, 0.13806560877729096)	('>10', 2.4109323417154496)	('>50', 2.5121804548187967)	('>100', 2.950308653338733)	('>500', 1.721217922756894)	('>1k', 3.5344795846986488)	('>5k', 4.205785255820232)	('>10k+', 75.79863284366064)
sample13229_S45_L001_R1_001	(1.0, 1.7801816940608097)	(2.0, 0.7325526440161739)	(3.0, 0.5671375308512314)	(4.0, 0.49011885382205184)	(5.0, 0.3763412627562184)	(6.0, 0.3518353200651158)	(7.0, 0.3063242836387824)	(8.0, 0.29407131229323114)	(9.0, 0.24812266974741376)	('>10', 3.9227012550543505)	('>50', 1.8060004551103643)	('>100', 4.388751772304784)	('>500', 2.1801536872691627)	('>1k', 9.328887255159376)	('>5k', 20.364875982425737)	('>10k+', 52.8619440214252)
sample13229_S45_L001_R2_001	(1.0, 4.066673668364578)	(2.0, 0.46998897232578896)	(3.0, 0.3006354040854907)	(4.0, 0.225804757653731)	(5.0, 0.15097411122197132)	(6.0, 0.1759176600325579)	(7.0, 0.16235187032855466)	(8.0, 0.10852631763202576)	(9.0, 0.11027674210996168)	('>10', 2.3586969840186245)	('>50', 1.4572283778816362)	('>100', 3.763412627562184)	('>500', 0.9141591836020235)	('>1k', 6.719879570795919)	('>5k', 3.0566787445955645)	('>10k+', 75.95879500778939)
sample13230_S46_L001_R1_001	(1.0, 3.193379768343775)	(2.0, 1.2244315602422922)	(3.0, 0.8949764582279467)	(4.0, 0.6225923187672672)	(5.0, 0.5253122689598817)	(6.0, 0.35799058329117867)	(7.0, 0.4358146231370871)	(8.0, 0.37355539126036036)	(9.0, 0.2101249075839527)	('>10', 5.123415956522303)	('>50', 1.888530033594044)	('>100', 7.609894029599077)	('>500', 6.136425541849878)	('>1k', 44.33376136555249)	('>5k', 12.778707342698159)	('>10k+', 14.291087850370312)
sample13230_S46_L001_R2_001	(1.0, 7.709768214067993)	(2.0, 0.8275289570281593)	(3.0, 0.4786178450523366)	(4.0, 0.4928855856907532)	(5.0, 0.324266832691285)	(6.0, 0.28016654344527026)	(7.0, 0.3813377952449512)	(8.0, 0.342425775321997)	(9.0, 0.23347211953772523)	('>10', 3.826348625757163)	('>50', 2.0701194599011634)	('>100', 4.324422480770976)	('>500', 1.530539450302865)	('>1k', 13.331258025604109)	('>5k', 7.748680233990947)	('>10k+', 56.098162055592304)
sample13231_S47_L001_R1_001	(1.0, 2.413240370148197)	(2.0, 0.9263538829175231)	(3.0, 0.5841339771263362)	(4.0, 0.5113630776190149)	(5.0, 0.3245188761812979)	(6.0, 0.30091750336811257)	(7.0, 0.2065120121153714)	(8.0, 0.236013728131853)	(9.0, 0.20356184051372322)	('>10', 4.332818692287268)	('>50', 2.708257530313013)	('>100', 7.184651240547159)	('>500', 5.839372990195597)	('>1k', 21.61787410634385)	('>5k', 0.0)	('>10k+', 52.61041017219168)
sample13231_S47_L001_R2_001	(1.0, 4.2511972779750025)	(2.0, 0.5703665096519781)	(3.0, 0.345170077392835)	(4.0, 0.2792829116226927)	(5.0, 0.2261798227930258)	(6.0, 0.22421304172526038)	(7.0, 0.151442142217939)	(8.0, 0.10227261552380297)	(9.0, 0.15045875168405629)	('>10', 3.2943582885071145)	('>50', 1.8015714580731443)	('>100', 4.551131390809232)	('>500', 3.0730954183835024)	('>1k', 4.796979024279912)	('>5k', 4.927769965286314)	('>10k+', 71.25451130407419)
sample13232_S48_L001_R1_001	(1.0, 1.8122739987719179)	(2.0, 0.7786381933547111)	(3.0, 0.5654294876168383)	(4.0, 0.4434741079347752)	(5.0, 0.4072286279593368)	(6.0, 0.3044620317936822)	(7.0, 0.29252234427236135)	(8.0, 0.2729071433444771)	(9.0, 0.2225898887903391)	('>10', 3.6484273725864775)	('>50', 1.4549362079552433)	('>100', 4.715323736098792)	('>500', 2.615217984580746)	('>1k', 11.216483591458006)	('>5k', 30.458142866889542)	('>10k+', 40.791942416592754)
sample13232_S48_L001_R2_001	(1.0, 3.634782015419254)	(2.0, 0.46223647403970797)	(3.0, 0.22514839325919353)	(4.0, 0.184212321757522)	(5.0, 0.15990652930340452)	(6.0, 0.13304223238043256)	(7.0, 0.0985024220508972)	(8.0, 0.10234017875417889)	(9.0, 0.057566350549225626)	('>10', 2.2446612540083235)	('>50', 1.451951286074913)	('>100', 3.404516613222351)	('>500', 0.927884287371222)	('>1k', 7.279371631302449)	('>5k', 0.0)	('>10k+', 79.63387801050692)
sample13233_S49_L001_R1_001	(1.0, 1.54517105677686)	(2.0, 0.5892341291242384)	(3.0, 0.39727248941407645)	(4.0, 0.2920807146633062)	(5.0, 0.2696540418738019)	(6.0, 0.21465529669954134)	(7.0, 0.19623338690816275)	(8.0, 0.1879568767120362)	(9.0, 0.17420719041847105)	('>10', 3.058837977968464)	('>50', 1.3964608574464563)	('>100', 4.933200553191262)	('>500', 3.2804348638647562)	('>1k', 13.392060957832516)	('>5k', 9.428814002787316)	('>10k+', 60.64372560431873)
sample13233_S49_L001_R2_001	(1.0, 2.5140567181234212)	(2.0, 0.3534870806345681)	(3.0, 0.223465775295418)	(4.0, 0.1895587819112865)	(5.0, 0.12481511344158652)	(6.0, 0.13295813153777558)	(7.0, 0.11213336394752157)	(8.0, 0.0939784383560181)	(9.0, 0.08650288075951665)	('>10', 2.099296763617529)	('>50', 1.2303966851241743)	('>100', 3.2116864323969305)	('>500', 0.9898439210367531)	('>1k', 4.367461033656028)	('>5k', 1.6722555359173843)	('>10k+', 82.5981033442441)
sample13234_S50_L001_R1_001	(1.0, 5.408338292435327)	(2.0, 1.4282213743130185)	(3.0, 0.9136416144502397)	(4.0, 0.8261280498477264)	(5.0, 0.6651030909791017)	(6.0, 0.58809115412889)	(7.0, 0.4655721636853712)	(8.0, 0.5600868134560857)	(9.0, 0.5985927818811916)	('>10', 9.640494276612875)	('>50', 7.998739804669724)	('>100', 17.50971400567088)	('>500', 9.868029544579409)	('>1k', 43.52924703329016)	('>5k', 0.0)	('>10k+', 0.0)
sample13234_S50_L001_R2_001	(1.0, 6.539013547099801)	(2.0, 1.1341757972485735)	(3.0, 0.6300976651380964)	(4.0, 0.39206076941926)	(5.0, 0.28004340672804284)	(6.0, 0.44106836559666746)	(7.0, 0.5145797598627788)	(8.0, 0.28004340672804284)	(9.0, 0.3780585990828578)	('>10', 4.925263415829454)	('>50', 3.560051808030245)	('>100', 2.9404557706444496)	('>500', 4.858753106731544)	('>1k', 35.229460566387786)	('>5k', 0.0)	('>10k+', 37.8968740154724)
