#Classification	sample12835	sample12836	sample12837	sample12838	sample12839	sample12840	sample12841	sample12842	sample12843	sample12844	sample12973	sample12974	sample12975	sample13079	sample13080	sample13081	sample13082	sample13083	sample13084	sample13085	sample13086	sample13087	sample13088	sample13225	sample13226	sample13227	sample13228	sample13229	sample13230	sample13231	sample13232	sample13233	sample13234	sample5278	sample5279	sample5280	sample5281	sample5282	sample5428	sample5429	sample5430	sample5431	sample5432	sample5926	sample5927	sample5928	sample5929	sample5930	sample6076	sample6077	sample6078	sample6079	sample6080	sample6285	sample6286	sample6287	sample6288	sample6289	sample6290	sample6291	sample6292	sample6293	sample6294	sample6615	sample6616	sample6617	sample6618	sample6619	sample6620	sample6621	sample6622	sample6623	sample6624
Atribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	1	3	0	0	0	0	0	1	9	6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fidelibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Cloacimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	7	0	4	4	1	1	7	0	0	0	0	0	0	0	0	0	0	4	11	10	0	4	0	0	0	0	0	2	37	7	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Caldithrix	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	13	4	9	18	4	16	35	17	0	0	0	0	0	0	0	0	0	1	8	8	15	12	11	0	0	0	0	0	9	9	8	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	26	16	44	19	6	12	10	1	0	0	0	0	0	0	0	0	0	0	5	3	7	10	4	0	0	0	0	0	3	2	7	9	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	7	2	2	2	0	0	0	0	0	1	3	6	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tichowtungia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kiritimatiella	0	0	0	0	0	0	0	0	0	0	0	0	0	41	37	1	3	7	8	3	16	52	32	0	0	0	0	0	0	0	0	1	1	5	13	19	34	15	0	0	0	0	0	8	15	31	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Persephonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfurihydrogenibium	0	0	0	0	0	0	0	0	1	0	0	0	0	68	49	21	25	7	21	11	33	34	18	0	0	0	0	0	0	0	0	0	0	11	10	16	17	75	0	0	0	0	1	35	6	13	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Endomicrobiellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	6	6	5	0	0	0	0	0	4	0	6	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endomicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobium	0	0	0	0	0	0	0	1	0	0	0	0	0	35	37	24	42	5	35	53	32	34	48	0	0	0	0	0	0	0	0	0	0	43	36	84	97	56	0	0	0	0	0	61	118	67	51	94	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermosulfidibacter	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	4	14	2	0	0	0	0	0	0	5	8	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pelodictyon	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	15	0	35	0	0	0	0	0	0	0	0	0	0	0	0	32	31	30	22	0	0	0	0	0	35	52	34	26	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chloroherpeton	0	0	0	0	0	0	3	1	0	0	0	0	0	6	9	0	0	0	0	4	2	0	3	0	0	0	0	0	0	0	0	0	0	10	27	10	49	24	0	0	0	0	0	3	1	5	16	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coprothermobacter	0	0	0	0	0	18	0	0	0	0	0	0	0	37	63	5	4	0	3	0	8	45	25	0	0	0	0	0	0	0	0	0	0	36	24	29	36	15	0	0	0	0	0	60	71	92	30	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyclonatronum	0	0	0	0	0	8	0	1	0	0	0	0	0	0	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salinibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubrivirga	0	0	0	0	0	0	0	1	0	0	0	0	0	6	4	1	1	1	1	1	2	3	1	0	0	0	0	0	0	0	0	0	0	1	3	3	1	5	0	0	0	0	0	4	1	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
Rhodothermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	1	0	5	1	1	0	0	0	0	0	0	1	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodocaloribacter	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Denitrovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flexistipes	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	1	0	1	3	4	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Deferribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calditerrivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	3	1	2	21	0	7	24	10	0	0	0	0	0	0	0	0	0	0	17	13	14	22	13	0	0	0	0	0	14	10	18	11	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucispirillum	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	7	11	4	47	7	10	4	1	0	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	0	0	0	0	8	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Spirobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Silvanigrella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluviispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pigmentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micavibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	21	1	1	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	3	22	4	0	0	0	0	0	6	9	12	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0
Pseudobdellovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	10	24	36	24	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bdellovibrio	0	0	0	0	0	1	0	0	0	18	0	0	0	3	4	2	10	7	6	3	16	7	15	0	0	0	0	0	0	0	0	2	0	7	25	40	37	37	0	0	0	0	0	10	8	17	21	16	0	0	0	0	0	0	0	0	1	1	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0
Halobacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	42	10	13	4	8	60	7	15	2	13	1	0	0	0	0	0	0	0	0	0	4	2	9	11	19	0	0	0	0	0	12	9	13	8	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteriovorax	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	1	12	3	8	5	2	2	7	0	0	0	0	0	0	0	0	0	0	0	7	5	9	21	0	0	0	0	0	9	1	12	5	23	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
Peredibacter	0	0	10	0	0	0	0	0	1	0	0	0	0	75	83	11	27	10	19	6	36	6	11	0	0	0	0	0	0	0	0	0	0	30	56	171	80	162	0	0	0	0	0	80	26	44	68	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermodesulfovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	8	6	5	6	7	6	2	5	41	21	0	0	0	0	0	0	0	0	0	0	15	4	14	17	5	0	0	0	0	0	8	16	36	18	19	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dissulfurispira	0	0	0	0	0	0	1	0	0	1	0	0	0	3	3	0	2	0	0	3	2	7	0	0	0	0	0	0	0	0	0	0	0	1	2	1	4	1	0	0	0	0	0	2	5	3	1	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Leptospirillum	0	0	0	0	0	0	0	0	0	0	0	0	0	51	61	26	15	32	33	11	30	11	7	0	0	0	0	0	0	0	0	0	0	6	14	20	35	9	0	0	0	0	0	12	8	9	20	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospira	0	0	12	1	0	26	0	0	0	0	0	0	0	740	1181	643	575	449	1322	517	602	1047	419	0	0	1	0	0	1	1	0	0	1	298	372	334	527	436	0	0	0	0	0	459	470	376	345	517	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitrospina	0	0	61	0	2	3	0	5	6	0	0	0	0	275	266	273	360	192	299	372	373	415	283	0	0	0	0	0	0	0	0	0	0	193	174	252	232	162	0	0	0	0	0	304	226	238	201	171	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomus	0	0	82	0	2	57	0	0	10	0	0	0	0	2739	3525	1699	1264	1988	1861	679	2044	1513	1724	1	3	2	0	3	0	0	1	0	0	1451	1597	1567	1869	1228	0	0	0	0	0	2456	1483	1476	1454	1787	1	1	0	3	0	0	0	7	0	0	0	117	30	31	39	0	0	0	0	0	0	0	0	0	0
Nannocystis	0	0	0	0	0	0	0	0	0	10	0	0	0	76	78	12	20	15	106	6	72	56	27	0	0	0	0	0	0	0	0	0	0	134	508	173	325	474	0	0	0	0	1	169	337	191	177	218	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0
Myxococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0
Vulgatibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	39	89	39	72	22	26	28	6	17	46	0	0	0	0	0	0	0	0	0	0	125	262	341	285	247	0	0	0	0	0	166	115	103	170	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stigmatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melittangium	0	0	0	0	0	0	0	0	0	0	0	0	0	323	268	52	0	99	100	20	123	115	57	0	0	0	0	0	0	0	0	0	0	144	154	105	274	146	0	0	0	0	0	217	117	120	176	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pendulispora	0	0	10	0	3	0	0	0	0	11	0	0	0	170	313	135	236	88	200	295	107	187	197	0	0	1	0	0	0	0	0	0	1	264	157	154	162	144	0	0	0	0	0	196	145	210	105	154	0	0	0	0	0	0	0	11	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Anaeromyxobacter	0	0	42	0	0	18	2	1	0	30	0	0	0	566	629	265	391	387	449	495	302	346	623	0	1	0	0	0	0	0	0	0	0	315	330	451	426	313	0	0	1	0	0	372	457	404	493	419	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliangium	0	0	25	0	5	114	1	0	0	91	0	1	0	432	954	571	544	696	768	474	690	736	421	0	1	0	0	0	1	0	1	0	1	863	590	604	702	535	0	0	0	0	0	805	754	422	564	516	0	0	0	1	0	0	0	3	0	0	0	25	0	21	10	0	0	0	0	0	0	0	0	0	0
Sandaracinus	0	0	0	0	0	14	0	0	0	0	0	0	0	76	46	13	12	19	23	10	20	49	47	0	0	0	0	0	0	0	0	0	0	164	158	175	472	126	0	0	0	0	0	210	241	190	325	185	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
Labilithrix	0	0	1	0	0	0	0	0	0	0	0	0	0	69	62	14	34	16	29	24	15	24	17	0	0	0	0	0	0	0	0	0	0	30	51	36	60	44	0	0	0	0	0	49	28	41	42	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pajaroellobacter	0	0	0	0	0	0	0	0	0	6	0	0	0	12	17	5	13	4	9	11	4	12	16	0	0	0	0	0	0	0	0	0	0	12	12	21	31	13	0	0	0	0	0	11	19	4	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangium	0	0	0	0	0	2	0	0	0	0	0	0	0	243	609	234	118	64	364	38	181	343	321	0	0	0	0	0	0	0	0	0	5	328	365	359	486	279	0	1	0	0	0	371	475	435	170	305	1	3	0	0	0	0	0	0	0	0	0	1	0	31	0	0	0	0	0	0	0	0	0	0	0
Chondromyces	0	0	5	1	0	14	0	1	0	0	0	0	0	63	84	13	30	13	24	48	17	50	43	0	0	0	0	0	0	0	0	0	0	102	139	163	109	73	0	0	0	0	0	95	63	77	33	66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polyangium	0	0	20	0	3	164	0	0	0	50	0	0	0	246	337	474	332	106	473	201	464	301	229	0	0	0	0	0	0	0	1	0	0	438	507	525	515	682	0	0	0	0	0	910	561	741	474	625	0	0	0	0	0	0	0	18	0	0	0	91	0	1	0	0	0	0	0	0	0	0	0	0	0
Waddlia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neochlamydia	0	0	0	0	0	0	0	0	0	0	0	0	0	9	38	4	3	0	1	6	12	7	16	0	0	0	0	0	0	0	0	0	0	14	4	9	20	11	0	0	0	0	0	12	6	10	10	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Parachlamydia	0	0	0	0	0	0	0	0	1	0	0	0	0	6	15	5	2	4	1	19	2	5	4	0	0	0	0	0	0	0	0	0	0	3	8	8	6	6	0	0	0	0	0	1	10	1	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Protochlamydia	0	0	0	0	0	0	0	0	16	0	0	0	0	30	14	3	7	0	4	1	2	9	13	0	0	0	0	0	0	0	0	0	0	9	6	3	8	15	0	0	0	0	0	1	4	6	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Simkania	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	3	0	0	0	0	0	1	3	2	1	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Neptunochlamydia	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Rhabdochlamydia	0	0	0	2	0	2	0	0	2	0	0	0	0	9	20	6	7	4	1	0	1	10	4	0	0	0	0	0	0	0	0	0	0	22	4	9	7	8	0	0	0	0	0	13	3	9	6	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydiifrater	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlamydia	0	0	2	0	0	0	0	0	0	0	0	0	0	21	52	5	13	32	5	17	4	1	1	0	0	0	0	0	0	0	0	0	0	14	8	9	4	16	0	0	0	0	0	5	4	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylacidiphilum_(ex_Ratnadevi_et_al._2023)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylacidimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	97	67	7	2	9	17	2	13	3	1	0	0	0	0	0	0	0	0	0	0	1	4	1	8	5	0	0	0	0	0	3	1	6	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Xiphinematobacter	0	0	13	0	0	5	0	91	10	0	0	0	0	402	585	132	163	139	175	193	203	76	156	1	0	0	0	0	0	0	0	0	0	200	176	171	119	103	0	0	0	0	0	185	211	125	118	111	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Actomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synoicihabitans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	3	0	592	543	0	0	0	0	0	0	0	0	0	0	10	2	3	2	3	0	0	0	0	0	7	6	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ereboglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	21	0	5	8	0	0	0	0	0	0	0	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Termitidicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nibricoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	3	3	12	11	0	3	7	1	0	0	0	0	0	0	0	0	0	0	0	7	2	49	14	0	0	0	0	0	5	4	7	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Horticoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	41	12	8	5	24	17	6	27	10	4	0	0	0	0	0	0	0	0	0	0	40	79	146	142	76	0	0	0	0	0	65	61	83	59	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Opitutus	0	0	0	0	1	8	0	0	0	0	0	0	0	2	12	8	49	9	18	27	36	15	6	0	0	0	0	0	0	0	0	0	0	39	48	61	93	59	0	0	0	0	0	98	120	89	71	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oleiharenicola	0	0	4	0	0	0	0	0	0	0	0	0	0	47	127	205	97	65	141	44	155	24	108	0	0	0	0	0	0	0	0	0	0	107	125	279	171	211	0	0	0	0	0	158	90	137	194	135	0	0	0	0	0	0	0	0	0	0	0	20	0	26	0	0	0	0	0	0	0	0	0	0	0
Rubellicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruficoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Pelagisphaera	0	0	0	0	0	13	0	0	2	0	0	0	0	12	27	7	5	0	18	12	22	57	38	0	0	0	0	0	0	0	0	0	0	24	20	48	84	39	0	0	0	0	0	39	39	57	60	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coraliomargarita	0	0	41	0	0	0	0	0	6	34	0	0	0	49	77	27	52	14	50	46	44	30	44	0	0	0	0	0	0	0	0	0	0	27	31	50	61	56	0	0	0	0	0	47	34	69	61	72	0	0	0	0	0	0	0	2	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	0	0
Fontisphaera	0	0	14	0	0	0	0	0	0	0	0	0	0	219	447	172	244	75	344	256	227	441	275	0	0	0	0	0	0	0	1	0	0	612	423	215	336	117	0	0	0	0	0	704	753	444	196	208	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akkermansia	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	24	3	15	27	0	0	73	42	0	0	0	0	0	0	0	0	1	0	12	7	4	11	8	0	0	0	0	0	16	5	7	10	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sulfuriroseicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	16	32	15	12	7	58	7	15	10	9	0	0	0	0	0	0	0	0	0	0	6	10	74	19	71	0	0	0	0	0	20	15	24	38	45	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter	0	0	0	0	0	1	0	0	0	0	0	0	0	58	138	27	69	34	173	62	117	6	81	0	0	0	0	0	0	0	0	0	0	91	78	275	307	409	0	0	0	0	0	84	46	138	183	333	0	2	0	0	0	0	0	0	0	0	0	14	76	85	33	0	0	0	0	0	0	0	0	0	0
