#Classification	sample12835	sample12836	sample12837	sample12838	sample12839	sample12840	sample12841	sample12842	sample12843	sample12844	sample12973	sample12974	sample12975	sample13079	sample13080	sample13081	sample13082	sample13083	sample13084	sample13085	sample13086	sample13087	sample13088	sample13225	sample13226	sample13227	sample13228	sample13229	sample13230	sample13231	sample13232	sample13233	sample13234	sample5278	sample5279	sample5280	sample5281	sample5282	sample5428	sample5429	sample5430	sample5431	sample5432	sample5926	sample5927	sample5928	sample5929	sample5930	sample6076	sample6077	sample6078	sample6079	sample6080	sample6285	sample6286	sample6287	sample6288	sample6289	sample6290	sample6291	sample6292	sample6293	sample6294	sample6615	sample6616	sample6617	sample6618	sample6619	sample6620	sample6621	sample6622	sample6623	sample6624
Adhaeribacter	0	0	2	0	0	0	0	0	0	0	0	0	0	67	78	17	41	60	35	6	85	20	35	0	0	0	0	0	0	0	0	0	0	55	144	470	180	358	0	0	0	0	0	179	185	122	116	215	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacter	0	0	10	0	1	62	0	0	0	0	0	0	0	453	412	115	96	84	128	79	144	160	137	1	1	0	0	0	0	0	0	1	0	396	1043	2791	2004	1303	0	0	0	0	0	1077	983	1106	1055	1401	0	0	0	0	0	0	0	46	0	0	0	0	1	39	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter	0	0	255	0	0	0	182	1	44	16	0	0	0	55	121	73	128	100	152	103	103	157	167	0	0	0	0	0	0	0	0	0	0	145	152	331	134	193	0	0	0	0	0	162	249	180	114	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flammeovirga	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	3	0	0	0	0	0	0	6	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imperialibacter	0	1	2	0	0	1	0	0	0	0	0	0	0	2	13	4	10	0	4	9	5	11	6	0	0	0	0	0	0	0	0	0	0	16	12	13	19	14	0	0	0	0	0	10	17	14	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fulvivirga	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	3	8	6	0	0	0	0	0	4	0	18	5	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chryseolinea	0	1	10	0	0	42	1	0	0	0	0	0	0	119	158	153	124	35	106	25	239	73	63	0	0	0	0	0	0	0	0	0	0	68	197	329	177	453	0	0	0	0	0	282	126	154	148	200	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0
Runella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tellurirhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fibrella	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	5	7	0	17	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Larkinella	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	4	5	0	6	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	13	0	0	0	0	0	0	5	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dyadobacter	0	1	0	0	3	25	136	188	0	136	0	0	0	20	27	17	49	45	77	42	84	23	32	0	0	0	0	0	2	0	0	0	1	72	134	172	48	223	0	0	0	0	0	82	14	12	58	85	0	0	0	0	0	0	0	0	0	0	56	90	37	102	66	0	0	0	0	0	0	0	0	0	0
Candidatus_Amoebophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	1	0	0	0	0	0	3	4	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Cardinium	1	0	0	1	0	0	0	0	0	0	0	0	0	0	12	3	4	1	7	2	30	7	4	0	0	0	0	0	0	0	0	0	0	9	2	10	7	19	0	0	0	0	0	19	25	8	18	31	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
Sanyastnella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parvicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	3	1	5	32	17	0	0	0	0	0	5	5	10	10	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ichthyobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	5	4	5	12	16	0	0	0	0	0	0	0	0	0	0	5	11	15	14	7	0	0	0	0	0	8	24	15	32	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blattabacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	0	1	5	4	0	0	0	0	0	0	0	0	0	0	0	3	26	31	52	43	0	0	0	0	0	32	60	46	78	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Candidatus_Karelsulcia	0	0	0	0	2	40	0	0	0	0	0	0	0	0	0	3	1	1	0	2	3	0	1	0	0	0	0	0	0	0	0	0	0	0	10	7	1	2	0	0	0	0	0	4	3	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fluviicola	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	6	2	6	28	2	18	0	1	0	0	0	0	0	0	0	0	0	0	146	56	15	88	35	0	0	0	0	0	17	20	37	42	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracrocinitomix	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	0	0	0	2	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Croceimicrobium	0	0	3	0	0	0	0	0	0	0	0	0	0	1	5	2	13	2	3	2	8	2	7	0	0	0	0	0	0	0	0	0	0	4	0	8	11	13	0	0	0	0	0	10	5	2	8	13	0	0	0	0	0	0	0	6	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cruoricaptor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0
Riemerella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weeksella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	37	0	0	0	0	0	30	75	16	39	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bergeyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epilithonimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
Kaistella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faecalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	6	31	12	14	6	17	0	28	6	11	0	0	0	0	0	0	0	0	0	0	5	23	68	108	56	0	0	0	0	0	46	53	60	100	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elizabethkingia	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	5	18	0	14	7	0	17	34	0	0	0	0	0	0	0	0	0	0	10	0	0	2	3	0	0	0	0	0	1	7	35	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cloacibacterium	0	2	2	0	66	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Chryseobacterium	1	3	58	2	60	3	788	153	390	202	0	0	0	36	40	17	12	22	13	77	19	10	7	0	0	0	0	0	0	0	0	0	0	10	45	64	86	12	0	0	0	0	0	102	24	26	32	32	0	0	0	0	0	1	0	9	0	0	50	6	40	3	7	0	0	0	0	0	0	0	0	0	0
Christiangramia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allomuricauda	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sediminicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Antarcticibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zunongwangia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	14	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abyssalbus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aequorivita	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amniculibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	26	36	0	0	0	0	0	0	8	39	30	84	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flagellimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	6	0	0	59	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urechidicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polaribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	1279	0	0	0	0	0	0	0	31	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Winogradskyella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	5	0	6	1	0	0	0	0	0	8	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Croceibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	29	85	12	7	0	0	0	0	0	0	35	158	106	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aquimarina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	1	2	0	0	0	0	0	26	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Aureibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	0	0	0	0	0	12	16	35	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kordia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	4	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychroflexus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	3	0	0	0	0	0	0	0	0	0	0	0	1	12	4	5	0	0	0	0	0	0	12	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Salegentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leeuwenhoekiella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	7	1	0	0	0	0	0	0	0	0	0	0	0	7	2	5	2	0	0	0	0	0	5	11	8	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vaginella	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	6	0	10	0	3	0	0	0	0	0	0	0	0	0	0	8	0	7	0	4	0	0	0	0	0	13	0	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mangrovimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	1	0	1	1	2	0	4	0	0	0	0	0	0	0	0	0	0	9	0	78	0	14	0	0	0	0	0	0	23	0	29	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lutibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aegicerativicinus	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	20	0	0	0	0	0	3	13	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenacibaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	1	4	2	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	4	11	14	34	8	0	0	0	0	0	13	13	11	16	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium	3	4	23	4	19	1	19	0	1	51	0	0	0	302	486	188	277	324	448	108	438	109	153	0	0	0	1	0	0	0	0	0	0	353	4319	1424	1884	2450	0	0	0	1	0	1107	1078	1753	2081	2556	0	0	0	1	0	0	12	0	0	1	32	25	14	176	525	0	0	0	0	0	0	0	0	0	0
Pseudocnuella	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	11	13	9	13	10	38	15	15	0	0	0	0	1	0	0	0	0	0	2	26	58	13	34	0	0	0	0	0	19	61	19	52	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavihumibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	6	33	18	33	19	13	43	41	10	9	0	0	0	0	0	0	0	0	0	0	10	2	31	9	25	0	0	0	0	0	12	24	3	10	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Panacibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	11	74	11	38	7	8	32	24	13	6	0	0	0	0	0	0	0	0	0	0	39	18	27	26	27	0	0	0	0	0	41	16	19	28	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	150	416	234	240	168	242	64	371	43	82	0	0	0	0	0	0	0	0	0	0	70	219	659	270	383	0	1	0	0	0	281	236	266	312	293	1	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0
Thermoflavifilum	0	0	0	0	0	0	0	1	29	0	0	0	0	3	1	4	3	6	15	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	7	0	0	0	0	0	1	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycovorax	0	0	0	0	0	6	0	0	0	1	0	0	0	75	49	80	110	57	28	11	139	912	113	0	0	0	0	0	0	0	0	0	1	302	281	347	605	343	0	0	0	0	0	359	350	515	587	705	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
Rhizosphaericola	0	0	0	0	1	5	0	59	0	15	0	0	1	0	3	3	21	127	17	9	21	0	1	0	0	0	0	0	0	0	0	0	0	1	41	6	30	29	0	0	0	0	0	36	11	1	13	23	0	0	0	0	0	0	15	0	0	0	1	31	0	53	0	0	0	0	0	0	0	0	0	0	0
Paraflavitalea	0	0	4	1	0	0	0	7	0	2	0	0	0	104	164	210	193	322	151	83	290	73	94	0	1	0	0	0	0	0	0	0	1	54	119	198	126	334	1	0	0	0	0	169	137	107	129	168	0	0	0	0	0	0	0	0	5	0	0	23	3	21	0	0	0	0	0	0	0	0	0	0	0
Filimonas	0	0	13	0	0	0	0	0	0	0	0	0	0	6	17	51	234	128	47	162	100	12	15	0	0	0	0	0	0	1	1	0	0	0	4	10	14	22	0	0	0	0	0	10	4	6	13	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phnomibacter	0	0	12	0	0	0	0	0	0	0	0	0	0	42	55	92	132	54	43	22	95	17	55	0	0	0	0	0	0	0	0	0	0	16	28	79	40	74	0	0	0	0	0	43	22	37	33	87	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Arachidicoccus	0	0	33	0	1	0	0	0	0	0	0	0	0	61	118	87	71	13	116	22	76	59	241	0	0	0	0	0	0	0	0	0	0	410	162	135	156	95	0	0	0	0	0	554	263	136	123	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudobacter	0	0	43	0	0	1	0	12	9	0	0	0	0	69	196	227	315	849	416	219	349	1870	591	0	0	1	1	1	0	0	0	1	0	505	226	954	1020	400	0	0	0	0	0	848	229	185	124	180	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
Sediminibacterium	0	0	123	0	5	0	0	41	0	0	0	1	0	77	241	498	538	844	518	490	529	159	206	0	0	0	0	1	1	0	0	0	0	180	184	392	277	233	0	0	0	0	0	262	168	220	546	190	1	0	0	0	0	0	0	28	119	0	0	0	0	10	105	0	0	0	0	0	0	0	0	0	0
Flavisolibacter	0	0	113	1	1	0	0	0	0	0	0	0	0	531	525	747	820	1078	801	265	969	769	765	1	0	0	2	1	0	0	1	1	0	143	373	627	245	422	0	0	0	0	0	351	278	275	342	266	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niastella	1	2	0	2	1	0	10	2	0	1	0	0	0	128	217	211	395	761	866	248	284	265	277	0	0	0	0	1	0	0	0	0	0	233	223	367	287	433	0	0	0	0	0	310	140	142	276	387	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Niabella	1	0	11	0	0	0	0	210	2	0	0	0	0	503	880	495	628	259	420	166	936	532	220	0	0	0	0	0	0	0	1	0	0	413	718	1016	1128	1140	0	0	0	0	0	977	999	1490	1511	1497	0	0	1	0	2	0	0	53	0	0	0	34	0	15	0	0	0	0	0	0	0	0	0	0	0
Chitinophaga	3	148	12	94	13	52	427	488	198	925	1	0	1	44	115	176	232	306	452	307	234	265	341	0	0	0	0	0	0	0	0	0	0	56	276	247	198	168	0	0	0	0	0	150	163	104	127	151	0	0	0	0	0	0	0	1	0	0	31	3	9	87	12	0	0	0	0	0	0	0	0	0	0
Hydrogenophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0
Mariprofundus	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1	4	0	2	5	4	1	1	0	0	0	0	0	0	0	0	0	0	2	7	13	8	13	0	0	0	0	0	2	5	7	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Magnetococcus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidithiobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thermithiobacillus	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Minwuia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
