Sample	fastqc-percent_duplicates	fastqc-percent_gc	fastqc-avg_sequence_length	fastqc-median_sequence_length	fastqc-percent_fails	fastqc-total_sequences
sample12835_S50_L001_R1_001	58.43520782396088	53.0	233.76161369193153	250	36.36363636363637	0.00040899999999999997
sample12835_S50_L001_R2_001	37.89731051344744	52.0	214.67359413202934	247	36.36363636363637	0.00040899999999999997
sample12836_S51_L001_R1_001	91.30001329256946	55.0	198.51794496876246	247	45.45454545454545	0.030091999999999997
sample12836_S51_L001_R2_001	84.17187292303602	54.0	186.8854845141566	227	45.45454545454545	0.030091999999999997
sample12837_S52_L001_R1_001	95.25282478654329	55.0	239.4055166419551	250	36.36363636363637	0.039118
sample12837_S52_L001_R2_001	89.80520476506979	55.0	228.0122194386216	250	36.36363636363637	0.039118
sample12838_S53_L001_R1_001	92.3296077142231	54.0	219.77547666009204	250	36.36363636363637	0.009126
sample12838_S53_L001_R2_001	85.4043392504931	53.0	200.89414858645628	242	36.36363636363637	0.009126
sample12839_S54_L001_R1_001	94.44274080888616	55.0	229.940134246482	250	36.36363636363637	0.029349
sample12839_S54_L001_R2_001	89.10354696923234	54.0	219.9588742376231	250	36.36363636363637	0.029349
sample12840_S55_L001_R1_001	93.6932972241029	55.0	237.84693635748138	250	36.36363636363637	0.02954
sample12840_S55_L001_R2_001	87.56939742721733	54.0	224.24529451591064	250	36.36363636363637	0.02954
sample12841_S56_L001_R1_001	97.04295667757805	54.0	239.27077885265987	250	36.36363636363637	0.054682999999999995
sample12841_S56_L001_R2_001	93.38185542124609	53.0	226.11385622588372	250	36.36363636363637	0.054682999999999995
sample12842_S57_L001_R1_001	95.39788574773596	55.0	234.77884714713682	250	36.36363636363637	0.058081999999999995
sample12842_S57_L001_R2_001	90.52546399917358	53.0	223.06259254157914	250	36.36363636363637	0.058081999999999995
sample12843_S58_L001_R1_001	95.54305008441193	54.0	238.8967360720315	250	36.36363636363637	0.035539999999999995
sample12843_S58_L001_R2_001	89.63984243106358	53.0	219.94746764209341	247	36.36363636363637	0.035539999999999995
sample12844_S59_L001_R1_001	96.22450699477498	55.0	240.59999157256024	250	36.36363636363637	0.047464
sample12844_S59_L001_R2_001	91.53885049721895	54.0	220.1044475813248	247	36.36363636363637	0.047464
sample12973_S188_L001_R1_001	77.77777777777777	51.0	216.88440860215053	250	36.36363636363637	0.000558
sample12973_S188_L001_R2_001	84.05017921146953	50.0	210.40860215053763	247	36.36363636363637	0.000558
sample12974_S189_L001_R1_001	86.76277850589777	51.0	238.0557011795544	250	36.36363636363637	0.000763
sample12974_S189_L001_R2_001	90.956749672346	50.0	228.68741808650066	247	36.36363636363637	0.000763
sample12975_S190_L001_R1_001	89.8682042833608	50.0	238.3657331136738	250	36.36363636363637	0.001214
sample12975_S190_L001_R2_001	92.66886326194398	50.0	226.35708401976936	247	36.36363636363637	0.001214
sample13079_S41_L001_R1_001	92.99142264496477	56.0	236.71446190645264	247	27.27272727272727	0.107026
sample13079_S41_L001_R2_001	88.79618036738736	56.0	221.72573019640086	247	27.27272727272727	0.107026
sample13080_S42_L001_R1_001	93.40481736260602	56.0	236.2695590761855	247	27.27272727272727	0.147259
sample13080_S42_L001_R2_001	91.22837992924032	55.0	220.89127998967805	247	27.27272727272727	0.147259
sample13081_S43_L001_R1_001	92.36868737419233	56.0	236.60684616154538	247	27.27272727272727	0.089919
sample13081_S43_L001_R2_001	91.24767846617512	55.0	221.45185111044384	247	36.36363636363637	0.089919
sample13082_S44_L001_R1_001	92.53094409837392	56.0	237.9741980826794	247	27.27272727272727	0.09888799999999999
sample13082_S44_L001_R2_001	91.87262357414448	55.0	221.94069553434187	247	36.36363636363637	0.09888799999999999
sample13083_S45_L001_R1_001	93.4252576687618	56.0	237.27793897684455	247	27.27272727272727	0.122347
sample13083_S45_L001_R2_001	89.94172313174822	55.0	224.05334009007169	247	18.181818181818183	0.122347
sample13084_S46_L001_R1_001	92.85701168001175	56.0	238.0454620583266	247	27.27272727272727	0.108904
sample13084_S46_L001_R2_001	88.039006831705	55.0	219.92889150077133	247	27.27272727272727	0.108904
sample13085_S47_L001_R1_001	93.22080256320088	56.0	237.21270464580158	247	36.36363636363637	0.10237199999999999
sample13085_S47_L001_R2_001	88.67073027781034	55.0	224.89972844137068	247	27.27272727272727	0.10237199999999999
sample13086_S48_L001_R1_001	92.4764644094751	56.0	237.36639441624862	247	27.27272727272727	0.101867
sample13086_S48_L001_R2_001	87.19114139024414	55.0	223.2904522563735	247	18.181818181818183	0.101867
sample13087_S49_L001_R1_001	94.32580887885628	57.0	236.72027840481564	250	27.27272727272727	0.1329
sample13087_S49_L001_R2_001	89.51993980436418	56.0	224.55440933032355	247	18.181818181818183	0.1329
sample13088_S50_L001_R1_001	93.83427625346401	57.0	237.1391758966595	250	27.27272727272727	0.11294699999999999
sample13088_S50_L001_R2_001	88.42377398248736	55.0	223.88308675750574	247	27.27272727272727	0.11294699999999999
sample13225_S41_L001_R1_001	95.76252696904318	55.0	239.37665147511575	250	36.36363636363637	0.08250199999999999
sample13225_S41_L001_R2_001	97.52248430341082	53.0	228.81422874596979	247	36.36363636363637	0.08250199999999999
sample13226_S42_L001_R1_001	96.60549768478937	54.0	239.6306161811678	250	36.36363636363637	0.146207
sample13226_S42_L001_R2_001	97.99599198396794	52.0	230.54006990089394	247	36.36363636363637	0.146207
sample13227_S43_L001_R1_001	97.91780359652105	56.0	238.66826957298892	250	36.36363636363637	0.379311
sample13227_S43_L001_R2_001	99.1268378718255	55.0	229.55844676268288	247	36.36363636363637	0.379311
sample13228_S44_L001_R1_001	97.08334185360135	55.0	240.32999679637922	247	36.36363636363637	0.146709
sample13228_S44_L001_R2_001	98.71650682643873	54.0	233.54366126140863	247	36.36363636363637	0.146709
sample13229_S45_L001_R1_001	97.49336605130253	54.0	238.2051079027211	247	36.36363636363637	0.210282
sample13229_S45_L001_R2_001	98.75500518351546	54.0	233.4856787551954	247	36.36363636363637	0.210282
sample13230_S46_L001_R1_001	95.7842620261323	54.0	241.14923536649675	247	36.36363636363637	0.068268
sample13230_S46_L001_R2_001	97.46879943751098	53.0	229.5185958282065	247	36.36363636363637	0.068268
