Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
sample13228_S44_L001_R2_001	(1.0, 0.7675057426606412)	(2.0, 0.25356317608326684)	(3.0, 0.21266588961822383)	(4.0, 0.188127517739198)	(5.0, 0.13632428821681017)	(6.0, 0.16358914586017217)	(7.0, 0.10974105201453216)	(8.0, 0.11451240210212052)	(9.0, 0.20244156800196308)	('>10', 2.33387181427179)	('>50', 2.264346427281217)	('>100', 2.3856750437941776)	('>500', 1.250093722948149)	('>1k', 3.7591422475785397)	('>5k', 4.486432325215222)	('>10k+', 81.37196763661397)
sample13229_S45_L001_R1_001	(1.0, 1.4233267707174175)	(2.0, 0.6705281479156561)	(3.0, 0.5592490084743345)	(4.0, 0.4964761605843582)	(5.0, 0.3067309612805661)	(6.0, 0.2995976831112506)	(7.0, 0.31624199883965337)	(8.0, 0.25489580658354016)	(9.0, 0.2311182126858219)	('>10', 3.3093655186844333)	('>50', 1.664431572840281)	('>100', 4.503476284227846)	('>500', 1.9003053043056468)	('>1k', 14.041620300358565)	('>5k', 20.614698357443814)	('>10k+', 49.40793791194682)
sample13229_S45_L001_R2_001	(1.0, 0.7751495610656167)	(2.0, 0.2453847690244529)	(3.0, 0.21542500071332782)	(4.0, 0.15788322348084952)	(5.0, 0.11413245070904786)	(6.0, 0.1398122521185836)	(7.0, 0.10652362066177799)	(8.0, 0.11793686573268278)	(9.0, 0.12839900704767884)	('>10', 2.0210954813060558)	('>50', 1.5522013296430508)	('>100', 3.053994160222939)	('>500', 0.9615658972237281)	('>1k', 7.037216689968709)	('>5k', 3.2109262799478797)	('>10k+', 80.16235341113362)
sample13230_S46_L001_R1_001	(1.0, 2.6249487314700883)	(2.0, 1.1572039608601394)	(3.0, 0.7558446124099139)	(4.0, 0.6386594011835707)	(5.0, 0.42479639069549424)	(6.0, 0.41307786957285986)	(7.0, 0.3691334153629812)	(8.0, 0.2929630280658581)	(9.0, 0.171383371418527)	('>10', 4.532138044178825)	('>50', 2.3891134938770726)	('>100', 8.911935313763403)	('>500', 6.990097849651374)	('>1k', 42.48549833011074)	('>5k', 13.15111032987637)	('>10k+', 14.692095857502782)
sample13230_S46_L001_R2_001	(1.0, 1.558563309310365)	(2.0, 0.5888556864123748)	(3.0, 0.4526278783617508)	(4.0, 0.3574148942403469)	(5.0, 0.26366672525927226)	(6.0, 0.3691334153629812)	(7.0, 0.317864885451456)	(8.0, 0.2929630280658581)	(9.0, 0.171383371418527)	('>10', 3.3851877893009905)	('>50', 1.942344876076639)	('>100', 4.104412023202672)	('>500', 1.6757485205367084)	('>1k', 14.526571746645573)	('>5k', 8.471025956524286)	('>10k+', 61.5222358938302)
sample13231_S47_L001_R1_001	(1.0, 2.052814083755668)	(2.0, 0.8620965590824219)	(3.0, 0.534542544678581)	(4.0, 0.41397706054947986)	(5.0, 0.3787676713790344)	(6.0, 0.2368631635102694)	(7.0, 0.20165377433982393)	(8.0, 0.1877834089090424)	(9.0, 0.2880768204854628)	('>10', 3.7791411042944785)	('>50', 3.2381968524939984)	('>100', 7.056815150706855)	('>500', 7.356628434249133)	('>1k', 19.696985862896774)	('>5k', 0.0)	('>10k+', 53.71565750866898)
sample13231_S47_L001_R2_001	(1.0, 1.1181648439583889)	(2.0, 0.3905041344358495)	(3.0, 0.2528674313150173)	(4.0, 0.234729261136303)	(5.0, 0.18671645772205922)	(6.0, 0.18564950653507603)	(7.0, 0.1643104827954121)	(8.0, 0.12803414243798347)	(9.0, 0.12483328887703388)	('>10', 2.7441984529207786)	('>50', 1.855428114163777)	('>100', 4.791677780741531)	('>500', 2.7089890637503333)	('>1k', 10.16057615364097)	('>5k', 0.0)	('>10k+', 74.95332088556948)
sample13232_S48_L001_R1_001	(1.0, 1.471733808146005)	(2.0, 0.7493137473106313)	(3.0, 0.5160805697752059)	(4.0, 0.38207582164849024)	(5.0, 0.36631055716299427)	(6.0, 0.2698642332517249)	(7.0, 0.2791379182431931)	(8.0, 0.25966317976110986)	(9.0, 0.19613843756955263)	('>10', 3.2411529045181395)	('>50', 1.1077416722308777)	('>100', 5.018918317382595)	('>500', 2.2113101862155946)	('>1k', 13.623970620965947)	('>5k', 33.33426070183248)	('>10k+', 36.97232732398546)
sample13232_S48_L001_R2_001	(1.0, 0.6023258401958602)	(2.0, 0.23276949328585209)	(3.0, 0.13632316937458266)	(4.0, 0.09644632391126938)	(5.0, 0.11128421989761851)	(6.0, 0.09459158691297574)	(7.0, 0.07465316418131908)	(8.0, 0.0704800059351584)	(9.0, 0.05425105720008903)	('>10', 2.105590177312857)	('>50', 1.0762111432598858)	('>100', 2.7533570739669115)	('>500', 0.9723458713554418)	('>1k', 7.649399065212553)	('>5k', 0.0)	('>10k+', 83.96997180799762)
sample13233_S49_L001_R1_001	(1.0, 1.1785223624547092)	(2.0, 0.489176472263153)	(3.0, 0.36133000192196807)	(4.0, 0.25967924488009053)	(5.0, 0.23846641182793402)	(6.0, 0.20500993016849253)	(7.0, 0.16642820025483873)	(8.0, 0.1628690000783024)	(9.0, 0.15760138381702865)	('>10', 2.7363130957211297)	('>50', 1.3633160356204754)	('>100', 5.044952698229654)	('>500', 3.2976701475644394)	('>1k', 13.800869868523147)	('>5k', 11.551597724959247)	('>10k+', 58.98619742171539)
sample13233_S49_L001_R2_001	(1.0, 0.5384358027064158)	(2.0, 0.20415572212612385)	(3.0, 0.15973690392295042)	(4.0, 0.1258533182423246)	(5.0, 0.10962336543731892)	(6.0, 0.10421338116898371)	(7.0, 0.10663363728902842)	(8.0, 0.07061453150248076)	(9.0, 0.09353578063937472)	('>10', 1.8003858172991365)	('>50', 0.963546671791915)	('>100', 2.848214349271432)	('>500', 1.1631466176920724)	('>1k', 4.343647895444935)	('>5k', 1.7212292053729685)	('>10k+', 85.64702700009254)
sample13234_S50_L001_R1_001	(1.0, 4.346331589199099)	(2.0, 1.2298055990528205)	(3.0, 0.8822518427987626)	(4.0, 0.7485773211625864)	(5.0, 0.725661688882099)	(6.0, 0.6187220715731582)	(7.0, 0.5614329908719398)	(8.0, 0.45831264560974677)	(9.0, 0.4124813810487721)	('>10', 11.343237978841234)	('>50', 6.076461826375893)	('>100', 21.605621968452812)	('>500', 6.305618149180766)	('>1k', 44.68548294695031)	('>5k', 0.0)	('>10k+', 0.0)
sample13234_S50_L001_R2_001	(1.0, 2.3946835733109273)	(2.0, 0.9242638353129893)	(3.0, 0.5041439101707215)	(4.0, 0.29026467555283963)	(5.0, 0.32463812397357067)	(6.0, 0.38956574876828476)	(7.0, 0.45449337356299896)	(8.0, 0.3055417637398312)	(9.0, 0.3093610357865791)	('>10', 4.590765000190963)	('>50', 3.8994767597295956)	('>100', 2.738418057518237)	('>500', 5.1407401749226596)	('>1k', 37.4746973226903)	('>5k', 0.0)	('>10k+', 40.25894664476951)
