Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
sample12835_S50_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.2840909090909091)	(31.0, 0.2840909090909091)	(32.0, 0.14204545454545456)	(33.0, 0.0)	(34.0, 0.4261363636363637)	(35.0, 0.5681818181818182)	(36.0, 0.6392045454545454)	(37.0, 0.35511363636363635)	(38.0, 0.2840909090909091)	(39.0, 0.0)	(40.0, 0.21306818181818185)	(41.0, 0.5681818181818182)	(42.0, 0.9232954545454546)	(43.0, 0.14204545454545456)	(44.0, 0.21306818181818185)	(45.0, 1.2073863636363638)	(46.0, 1.4204545454545456)	(47.0, 1.4204545454545456)	(48.0, 1.8465909090909092)	(49.0, 2.6278409090909083)	(50.0, 5.397727272727275)	(51.0, 4.971590909090912)	(52.0, 7.244318181818183)	(53.0, 13.49431818181817)	(54.0, 14.630681818181804)	(55.0, 20.45454545454548)	(56.0, 8.664772727272725)	(57.0, 5.184659090909093)	(58.0, 3.4801136363636354)	(59.0, 0.78125)	(60.0, 0.21306818181818185)	(61.0, 0.6392045454545454)	(62.0, 0.6392045454545454)	(63.0, 0.35511363636363635)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.14204545454545456)	(69.0, 0.14204545454545456)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12835_S50_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.1282051282051282)	(31.0, 0.2564102564102564)	(32.0, 0.38461538461538464)	(33.0, 0.38461538461538464)	(34.0, 0.2564102564102564)	(35.0, 0.0)	(36.0, 0.2564102564102564)	(37.0, 0.2564102564102564)	(38.0, 0.0)	(39.0, 0.0)	(40.0, 0.19230769230769232)	(41.0, 0.576923076923077)	(42.0, 0.38461538461538464)	(43.0, 0.2564102564102564)	(44.0, 0.7051282051282051)	(45.0, 1.3461538461538465)	(46.0, 2.051282051282051)	(47.0, 2.243589743589743)	(48.0, 2.3717948717948714)	(49.0, 3.14102564102564)	(50.0, 4.35897435897436)	(51.0, 4.807692307692308)	(52.0, 8.076923076923077)	(53.0, 6.53846153846154)	(54.0, 5.192307692307694)	(55.0, 15.256410256410257)	(56.0, 16.025641025641033)	(57.0, 9.487179487179485)	(58.0, 8.653846153846152)	(59.0, 3.7179487179487185)	(60.0, 1.4743589743589745)	(61.0, 0.8974358974358976)	(62.0, 0.3205128205128205)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12836_S51_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.006290791853424456)	(31.0, 0.0047180938900683415)	(32.0, 0.0)	(33.0, 0.11323425336164013)	(34.0, 0.49854525438388614)	(35.0, 0.2013053393095827)	(36.0, 0.04167649602893701)	(37.0, 0.03931744908390284)	(38.0, 0.04324919399229312)	(39.0, 0.08728473696626435)	(40.0, 0.17063772902413832)	(41.0, 0.1556970983722552)	(42.0, 0.06448061649760069)	(43.0, 0.09200283085633267)	(44.0, 0.14232916568372822)	(45.0, 0.13289297790359156)	(46.0, 0.11008885743492794)	(47.0, 0.24455453330187601)	(48.0, 0.30431705590940855)	(49.0, 0.6676102854446689)	(50.0, 1.1575057010301084)	(51.0, 2.9543131241644622)	(52.0, 6.464574978375197)	(53.0, 15.722261539672722)	(54.0, 12.257607926397824)	(55.0, 7.46166548714286)	(56.0, 10.056617126680605)	(57.0, 13.314460957772885)	(58.0, 9.757804513642974)	(59.0, 4.353227962569739)	(60.0, 2.378705669576105)	(61.0, 1.8833058111189394)	(62.0, 2.043721003381263)	(63.0, 2.1671777935047154)	(64.0, 1.8825194621372585)	(65.0, 1.2211999685460273)	(66.0, 0.7022096406385049)	(67.0, 0.5237084217975858)	(68.0, 0.2988126130376617)	(69.0, 0.12345679012345488)	(70.0, 0.07548950224109349)	(71.0, 0.05032633482739565)	(72.0, 0.01965872454195142)	(73.0, 0.009436187780136683)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12836_S51_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.002949852507374629)	(28.0, 0.020648967551622405)	(29.0, 0.014749262536873147)	(30.0, 0.007374631268436573)	(31.0, 0.007374631268436573)	(32.0, 0.020648967551622405)	(33.0, 0.05235988200589967)	(34.0, 0.19100294985250726)	(35.0, 0.5154867256637145)	(36.0, 0.38053097345132664)	(37.0, 0.14675516224188767)	(38.0, 0.07522123893805306)	(39.0, 0.05604719764011797)	(40.0, 0.06563421828908551)	(41.0, 0.09365781710914446)	(42.0, 0.16445427728613554)	(43.0, 0.5376106194690241)	(44.0, 0.6349557522123886)	(45.0, 0.361356932153392)	(46.0, 0.7831858407079652)	(47.0, 1.1541297935103265)	(48.0, 1.2544247787610625)	(49.0, 1.1828908554572277)	(50.0, 1.4336283185840688)	(51.0, 3.100294985250757)	(52.0, 7.946902654866834)	(53.0, 7.837758112093976)	(54.0, 3.6976401179941587)	(55.0, 6.411504424778604)	(56.0, 11.565634218289306)	(57.0, 15.330383480826612)	(58.0, 14.90265486725667)	(59.0, 11.628318584070824)	(60.0, 5.185840707964604)	(61.0, 1.6061946902654833)	(62.0, 0.7330383480825958)	(63.0, 0.4210914454277277)	(64.0, 0.19469026548672566)	(65.0, 0.06710914454277282)	(66.0, 0.05899705014749259)	(67.0, 0.061946902654867235)	(68.0, 0.053097345132743334)	(69.0, 0.024336283185840687)	(70.0, 0.002212389380530972)	(71.0, 0.004424778761061944)	(72.0, 0.006637168141592917)	(73.0, 0.002212389380530972)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12837_S52_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.009421666692838664)	(31.0, 0.007851388910698887)	(32.0, 0.0)	(33.0, 0.003140555564279555)	(34.0, 0.007851388910698887)	(35.0, 0.017273055603537556)	(36.0, 0.03768666677135464)	(37.0, 0.029835277860655762)	(38.0, 0.026694722296376212)	(39.0, 0.007851388910698887)	(40.0, 0.010206805583908553)	(41.0, 0.01805819449460744)	(42.0, 0.022769027841026773)	(43.0, 0.023554166732096662)	(44.0, 0.06673680574094058)	(45.0, 0.1452506948479292)	(46.0, 0.19392930609426262)	(47.0, 0.43967777899913674)	(48.0, 0.5550931959864087)	(49.0, 0.4577359734937438)	(50.0, 0.8000565300002187)	(51.0, 2.2023145894510017)	(52.0, 5.682050154672809)	(53.0, 15.51748504310686)	(54.0, 33.94547995539746)	(55.0, 23.207135342243802)	(56.0, 4.953441263760068)	(57.0, 3.3501876481952477)	(58.0, 2.6270747295198302)	(59.0, 1.905532088626603)	(60.0, 1.0348130584301185)	(61.0, 0.7937754188716579)	(62.0, 0.6571612518254957)	(63.0, 0.6006312516684623)	(64.0, 0.3187663897743753)	(65.0, 0.17430083381751524)	(66.0, 0.09814236138373604)	(67.0, 0.030620416751725655)	(68.0, 0.01256222225711822)	(69.0, 0.004710833346419332)	(70.0, 0.0)	(71.0, 0.0015702777821397776)	(72.0, 0.0015702777821397776)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12837_S52_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.0)	(32.0, 0.008668140250509247)	(33.0, 0.014446900417515413)	(34.0, 0.004334070125254624)	(35.0, 0.021670350626273115)	(36.0, 0.03900663112729161)	(37.0, 0.026004420751527733)	(38.0, 0.0014446900417515412)	(39.0, 0.014446900417515413)	(40.0, 0.02383738568890043)	(41.0, 0.02022566058452158)	(42.0, 0.09679423279735322)	(43.0, 0.24270792701425944)	(44.0, 0.17841922015631545)	(45.0, 0.3091636689348302)	(46.0, 0.37345237579277296)	(47.0, 0.24054089195163206)	(48.0, 0.2766581429954206)	(49.0, 0.7021193602912503)	(50.0, 1.677285138473524)	(51.0, 2.0030627428884853)	(52.0, 4.077637642843852)	(53.0, 4.388246001820449)	(54.0, 7.930625984194591)	(55.0, 20.901053179040712)	(56.0, 22.886057296405717)	(57.0, 14.995882633382434)	(58.0, 6.973518831534604)	(59.0, 5.09542177725769)	(60.0, 2.661119056906341)	(61.0, 1.3168349730565299)	(62.0, 0.881983270489318)	(63.0, 0.7721868273162004)	(64.0, 0.40595790173218244)	(65.0, 0.19575550065733394)	(66.0, 0.13074444877851443)	(67.0, 0.06356636183706782)	(68.0, 0.026726765772403512)	(69.0, 0.013724555396639644)	(70.0, 0.007223450208757706)	(71.0, 0.0014446900417515412)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12838_S53_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.005991611743559064)	(31.0, 0.0)	(32.0, 0.0)	(33.0, 0.08388256440982689)	(34.0, 0.17375674056321286)	(35.0, 0.03594967046135438)	(36.0, 0.08388256440982689)	(37.0, 0.03594967046135438)	(38.0, 0.020970641102456722)	(39.0, 0.023966446974236257)	(40.0, 0.017974835230677194)	(41.0, 0.02696225284601579)	(42.0, 0.04793289394847251)	(43.0, 0.01497902935889766)	(44.0, 0.017974835230677194)	(45.0, 0.09886159376872455)	(46.0, 0.17375674056321286)	(47.0, 0.11384062312762219)	(48.0, 0.2576393049730399)	(49.0, 1.0185739964050426)	(50.0, 1.7645296584781403)	(51.0, 4.3019772318754494)	(52.0, 10.173756740563194)	(53.0, 28.031755542239793)	(54.0, 17.648292390653875)	(55.0, 9.853205512282821)	(56.0, 9.45476333133618)	(57.0, 6.467944877172008)	(58.0, 3.2324745356501157)	(59.0, 1.6896345116836557)	(60.0, 1.246255242660286)	(61.0, 1.0934691431995296)	(62.0, 0.7968843618933557)	(63.0, 0.5751947273816701)	(64.0, 0.4254044337926936)	(65.0, 0.3025763930497328)	(66.0, 0.23067705212702402)	(67.0, 0.21569802276812633)	(68.0, 0.17076093469143336)	(69.0, 0.05392450569203158)	(70.0, 0.0)	(71.0, 0.008987417615338597)	(72.0, 0.008987417615338597)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12838_S53_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.0)	(31.0, 0.007908055672711883)	(32.0, 0.01318009278785314)	(33.0, 0.07908055672711882)	(34.0, 0.11071277941796633)	(35.0, 0.015816111345423767)	(36.0, 0.052720371151412565)	(37.0, 0.04744833403627131)	(38.0, 0.015816111345423767)	(39.0, 0.015816111345423767)	(40.0, 0.005272037115141256)	(41.0, 0.005272037115141256)	(42.0, 0.0)	(43.0, 0.06590046393926571)	(44.0, 0.13970898355124328)	(45.0, 0.2372416701813567)	(46.0, 0.6062842682412445)	(47.0, 0.3374103753690404)	(48.0, 0.32950231969632854)	(49.0, 0.6721847321805102)	(50.0, 1.0913116828342408)	(51.0, 4.402150991142968)	(52.0, 12.716153521721019)	(53.0, 6.663854913538477)	(54.0, 6.948544917756114)	(55.0, 13.549135385913273)	(56.0, 18.436313791649063)	(57.0, 12.692429354702714)	(58.0, 6.703395191902102)	(59.0, 6.115563053563855)	(60.0, 4.676296921130294)	(61.0, 2.3065162378743)	(62.0, 0.6774567692956514)	(63.0, 0.16606916912694958)	(64.0, 0.06062842682412444)	(65.0, 0.023724167018135654)	(66.0, 0.01318009278785314)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12839_S54_L001_R1_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0)	(28.0, 0.0)	(29.0, 0.0)	(30.0, 0.005874405216471706)	(31.0, 0.0039162701443144704)	(32.0, 0.0019581350721572352)	(33.0, 0.15860894084473592)	(34.0, 0.30742720632868653)	(35.0, 0.06657659245334602)	(36.0, 0.041120836515301934)	(37.0, 0.04112083651530195)	(38.0, 0.011748810432943412)	(39.0, 0.0)	(40.0, 0.002937202608235853)	(41.0, 0.009790675360786176)	(42.0, 0.011748810432943412)	(43.0, 0.02839295854627992)	(44.0, 0.1106346315768838)	(45.0, 0.3123225440090797)	(46.0, 0.1429438602674781)	(47.0, 0.07245099766981775)	(48.0, 0.19091816953533025)	(49.0, 0.45330826920440004)	(50.0, 0.7196146390177807)	(51.0, 1.2796412696547628)	(52.0, 8.271162544791933)	(53.0, 27.357105093110057)	(54.0, 15.1373631753118)	(55.0, 17.56251346217946)	(56.0, 10.515185337483878)	(57.0, 5.651177818245802)	(58.0, 4.416573655250647)	(59.0, 2.0550627582290177)	(60.0, 1.140613679531592)	(61.0, 0.9027002682644858)	(62.0, 0.7039495584405254)	(63.0, 0.5962521294718778)	(64.0, 0.6784938025024807)	(65.0, 0.5003035109361734)	(66.0, 0.2702226399576986)	(67.0, 0.1262997121541417)	(68.0, 0.06853472752550326)	(69.0, 0.03035109361843714)	(70.0, 0.010769742896864793)	(71.0, 0.011748810432943412)	(72.0, 0.00881160782470756)	(73.0, 0.002937202608235853)	(74.0, 0.005874405216471706)	(75.0, 0.002937202608235853)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
sample12839_S54_L001_R2_001	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.0)	(27.0, 0.0018321393891647204)	(28.0, 0.0018321393891647204)	(29.0, 0.0018321393891647204)	(30.0, 0.0018321393891647204)	(31.0, 0.0)	(32.0, 0.007328557556658882)	(33.0, 0.0842784119015772)	(34.0, 0.2647441417343025)	(35.0, 0.10901229365530085)	(36.0, 0.041223136256206196)	(37.0, 0.03847492717245913)	(38.0, 0.03389457869954733)	(39.0, 0.014657115113317763)	(40.0, 0.0018321393891647204)	(41.0, 0.010992836334988322)	(42.0, 0.025649951448306084)	(43.0, 0.0796980634286654)	(44.0, 0.38383320203000937)	(45.0, 0.3710082263058564)	(46.0, 0.20977996005936056)	(47.0, 0.22077279639434894)	(48.0, 0.3242886718821561)	(49.0, 0.31879225371466174)	(50.0, 0.5734596288085566)	(51.0, 1.311811802641946)	(52.0, 9.669115626316222)	(53.0, 11.587365566771474)	(54.0, 3.500302302999204)	(55.0, 13.757534673237995)	(56.0, 24.682581850828846)	(57.0, 13.027427126655672)	(58.0, 7.153588244993633)	(59.0, 5.2280097469815425)	(60.0, 3.9894835199061847)	(61.0, 1.9695498433520722)	(62.0, 0.5597185833898218)	(63.0, 0.19603891464062506)	(64.0, 0.1410747329656834)	(65.0, 0.04855169381286509)	(66.0, 0.018321393891647206)	(67.0, 0.014657115113317763)	(68.0, 0.010992836334988322)	(69.0, 0.007328557556658882)	(70.0, 0.0018321393891647204)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0018321393891647204)	(75.0, 0.0018321393891647204)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
